/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCCACE1 (1913-1923), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926327 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.473056 * LONGITUDE: -6.370000
	DATE/TIME START: 1913-01-01T00:00:00 * DATE/TIME END: 1923-12-31T00:00:00
Event(s):	CCCACE1 * LATITUDE: 39.473056 * LONGITUDE: -6.370000 * LOCATION: Cáceres, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1 pm
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6 pm
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the black bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the bright bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: oscillation between black and bright bulbs thermometers, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
Size:	18173 data points
*/
Date/Time	N [fourths] (at 8 am)	N [tenths] (at 8 am)	N [tenths] (at 1 pm)	N [fourths] (at 4 pm)	N [tenths] (at 4 pm)	N [tenths] (at 6 pm)	TTT [°C] (reached by the black bulb the...)	TTT [°C] (reached by the bright bulb th...)	delta T [°C] (oscillation between black and...)
1914-04-18	3			4			#12.0	#11.4	0.6
1914-04-19	0			2			41.2	30.6	10.6
1914-04-20	1			2			24.0	21.8	2.2
1914-04-21	4			4			18.6	16.0	2.6
1914-04-22	4			2			28.6	24.8	3.8
1914-04-23	0			0			48.4	35.6	12.8
1914-04-24	0			0			35.0	30.8	4.2
1914-04-25	1			3			43.4	35.2	8.2
1914-04-26	1			0			#51.0	#39.2	11.8
1914-04-27	4			4			18.6	17.2	1.4
1914-04-28	4			4			20.6	17.8	2.8
1914-04-29	1			3			24.6	21.8	2.8
1914-04-30	0			1			35.6	30.8	4.8
1914-05-01	0			2			36.2	33.8	2.4
1914-05-02	1			1			44.0	33.4	10.6
1914-05-03	0			0			34.8	31.8	3.0
1914-05-04	0			0			46.6	37.8	8.8
1914-05-05	3			0			45.4	37.2	8.2
1914-05-06	0			1			46.0	37.6	8.4
1914-05-07	0			1			51.0	42.6	8.4
1914-05-08	1			4			29.2	26.0	3.2
1914-05-09	1			1			34.6	25.4	9.2
1914-05-10	0			0			38.2	26.2	12.0
1914-05-11	1			0			50.2	41.4	8.8
1914-05-12	1			3			36.6	31.4	5.2
1914-05-13	1			1			47.2	38.6	8.6
1914-05-14	4			4			35.8	28.2	7.6
1914-05-15	4			4			22.4	20.4	2.0
1914-05-16	4			4			37.4	33.0	4.4
1914-05-17	4			4			37.6	32.8	4.8
1914-05-18	0			4			45.0	38.8	6.2
1914-05-19	0			4			35.8	29.6	6.2
1914-05-20	0			4			32.6	28.4	4.2
1914-05-21	0			2			48.6	43.4	5.2
1914-05-22	3			4			35.2	32.8	2.4
1914-05-23	2			2			32.6	29.8	2.8
1914-05-24	3			4			24.4	22.6	1.8
1914-05-25	2			1			29.2	27.6	1.6
1914-05-26	0			1			44.6	32.0	12.6
1914-05-27	1			1			34.6	31.8	2.8
1914-05-28	0			3			33.6	32.8	0.8
1914-05-29	0			0			41.0	35.0	6.0
1914-05-30	0			1			41.2	32.2	9.0
1914-05-31	0			0			50.2	34.2	16.0
1914-06-01	0			0			47.8	41.4	6.4
1914-06-02	0			0			50.0	41.8	8.2
1914-06-03	0			1			47.4	39.6	7.8
1914-06-04	4			3			31.0	30.2	0.8
1914-06-05	0			0			47.4	40.0	7.4
1914-06-06	0			0			47.0	43.0	4.0
1914-06-07	0			0			49.4	42.0	7.4
1914-06-08	0			0			40.0	35.0	5.0
1914-06-09	2			4			24.2	21.2	3.0
1914-06-10	1			4			20.6	18.2	2.4
1914-06-11	4			4			30.0	23.4	6.6
1914-06-12	1			4			27.2	24.0	3.2
1914-06-13	0			3			36.4	28.8	7.6
1914-06-14	0			3			29.8	27.0	2.8
1914-06-15	3			4			30.8	27.0	3.8
1914-06-16	0			4			33.8	27.4	6.4
1914-06-17	0			4			32.8	28.6	4.2
1914-06-18	0			3			43.2	33.4	9.8
1914-06-19	0			3			40.4	34.8	5.6
1914-06-20	0			3			42.6	34.0	8.6
1914-06-21	0			0			55.8	44.7	11.1
1914-06-22	0			0			53.8	36.2	#17.6
1914-06-23	4			4			37.0	34.0	#3.0
1914-06-24	0			0			53.4	38.0	15.4
1914-06-25	4			4			39.0	31.8	7.2
1914-06-26	3			4			27.8	24.0	3.8
1914-06-27	4			4			17.4	17.0	0.4
1914-06-28	0			1			44.0	34.2	9.8
1914-06-29	0			3			37.2	34.8	2.4
1914-06-30	4			3			44.0	36.0	8.0
1914-07-01	3			4			35.2	30.0	5.2
1914-07-02	4			4			35.4	29.4	6.0
1914-07-03	4			1			53.4	40.8	12.6
1914-07-04	0			4			41.6	38.8	2.8
1914-07-05	0			4			41.8	34.6	7.2
1914-07-06	0			0			42.6	32.8	9.8
1914-07-07	0			0			55.2	44.6	10.6
1914-07-08	0			0			51.0	44.8	6.2
1914-07-09	0			0			60.8	49.0	11.8
1914-07-10	0			0			55.0	40.8	14.2
1914-07-11	1			1			52.6	37.2	15.4
1914-07-12	0			0			58.2	47.4	10.2
1914-07-13	0			0			55.8	48.4	7.4
1914-07-14	0			0			58.4	48.8	9.6
1914-07-15	0			0			53.0	47.8	5.6
1914-07-16	0			0			54.2	48.2	6.0
1914-07-17	0			0			51.2	45.8	5.4
1914-07-18	0			0			61.2	51.0	10.2
1914-07-19	0			0			49.0	#42.8	6.2
1914-07-20	3			4			23.8	22.4	1.4
1914-07-21	4			1			34.6	30.0	0.6
1914-07-22	0			0			47.2	38.0	9.2
1914-07-23	0			0			50.0	44.2	5.8
1914-07-24	0			0			50.2	47.4	2.8
1914-07-25	0			0			47.8	41.8	#6.0
1914-07-26	0			0			61.4	40.8	#20.6
1914-07-27	0			0			52.0	46.6	5.4
1914-07-28	0			0			50.4	41.6	8.8
1914-07-29	0			0			48.0	43.0	5.0
1914-07-30	0			0			50.2	44.2	6.0
1914-07-31	0			0			52.4	46.4	4.0
1914-08-01	3			4			40.6	35.2	5.4
1914-08-02	4			0			50.2	42.4	7.8
1914-08-03	0			1			49.0	42.6	6.4
1914-08-04	0			0			55.6	42.0	13.6
1914-08-05	0			0			49.2	40.4	8.8
1914-08-06	0			0			50.0	45.0	5.0
1914-08-07	0			0			59.8	45.0	#14.8
1914-08-08	0			0			52.0	48.4	3.6
1914-08-09	0			0			52.0	49.6	2.4
1914-08-10	0			0			64.0	53.0	11.0
1914-08-11	0			0			50.2	47.0	3.0
1914-08-12	0			0			50.0	47.2	2.8
1914-08-13	0			0			53.2	46.8	6.4
1914-08-14	0			0			60.2	50.0	10.2
1914-08-15	0			0			54.2	45.0	9.2
1914-08-16	0			0			40.0	32.0	8.0
1914-08-17	0			0			49.4	42.2	7.9
1914-08-18	0			0			46.2	42.6	3.6
1914-08-19	0			0			35.4	35.0	0.4
1914-08-20	0			0			52.0	42.8	8.6
1914-08-21	0			0			55.0	45.8	9.2
1914-08-22	0			0			54.8	46.2	8.6
1914-08-23	0			0			50.0	42.6	7.4
1914-08-24	0			0			39.8	34.8	5.0
1914-08-25	0			0			45.6	43.4	1.2
1914-08-26	0			0			49.8	43.2	6.6
1914-08-27	0			0			50.0	44.4	5.6
1914-08-28	0			0			47.2	44.0	3.2
1914-08-29	0			0			48.0	39.6	8.4
1914-08-30	0			0			42.2	38.0	4.2
1914-08-31	0			0			41.8	36.8	5.0
1914-09-01	0			0			44.2	36.2	8.0
1914-09-02	0			0			48.0	39.4	12.6
1914-09-03	1			0			45.8	38.8	7.0
1914-09-04	0			3			38.0	29.8	8.2
1914-09-05	0			0			46.8	41.6	5.2
1914-09-06	0			1			#52.4	41.4	9.0
1914-09-07	1			1			25.2	22.4	2.8
1914-09-08	3			3			36.4	29.4	7.0
1914-09-09	4			3			32.4	27.4	5.0
1914-09-10	0			3			47.8	38.0	9.0
1914-09-11	0			1			49.6	40.2	9.4
1914-09-12	0			0			50.2	46.0	4.2
1914-09-13	0			0			54.2	46.0	8.2
1914-09-14	0			0			55.2	46.8	8.4
1914-09-15	0			0			54.0	46.4	7.6
1914-09-16	0			4			50.4	46.2	4.2
1914-09-17	0			0			52.2	43.4	8.8
1914-09-18	0			0			53.0	45.8	7.2
1914-09-19	0			1			50.0	42.0	8.0
1914-09-20	0			0			51.0	49.0	2.0
1914-09-21	0			1			52.0	42.0	10.0
1914-09-22	0			0			47.0	38.2	8.8
1914-09-23	0			0			47.8	39.4	8.4
1914-09-24	2			4			50.0	40.8	9.2
1914-09-25	2			4			41.2	34.8	6.4
1914-09-26	1			0			59.6	51.6	8.0
1914-09-27	0			0			48.8	41.0	7.8
1914-09-28	0			0			48.6	42.2	6.4
1914-09-29	0			0			50.6	42.0	8.6
1914-09-30	0			0			50.8	41.2	9.6
1914-10-01	0			0			44.6	38.6	6.0
1914-10-02	1			3			38.8	34.2	4.6
1914-10-03	0			0			50.4	42.8	7.6
1914-10-04	0			3			50.0	41.6	8.4
1914-10-05	1			0			50.0	42.6	7.4
1914-10-06	1			0			46.6	38.2	8.4
1914-10-07	0			0			46.0	38.0	8.0
1914-10-08	1			0			45.4	37.8	7.6
1914-10-09	1			0			44.0	35.8	8.2
1914-10-10	0			0			43.4	37.8	6.0
1914-10-11	0			0			41.8	35.2	6.6
1914-10-12	2			4			33.8	31.8	2.0
1914-10-13	4			4			17.0	15.4	1.6
1914-10-14	1			3			33.8	30.4	3.4
1914-10-15	0			1			39.6	33.2	6.4
1914-10-16	0			1			39.0	31.0	8.0
1914-10-17	0			0			46.0	37.0	9.0
1914-10-18	0			0			45.0	37.4	7.6
1914-10-19	0			0			37.6	32.8	4.8
1914-10-20	1			1			32.2	30.0	2.2
1914-10-21	4			4			12.8	11.8	1.0
1914-10-22	4			4			20.8	19.0	1.8
1914-10-23	4			4			31.2	26.4	4.8
1914-10-24	1			3			37.0	30.8	6.2
1914-10-25	4			3			26.2	24.8	1.4
1914-10-26	0			0			40.6	34.0	6.6
1914-10-27	4			1			40.8	34.6	6.2
1914-10-28	0			0			32.8	29.8	3.0
1914-10-29	4			4			14.8	14.2	0.6
1914-10-30	1			4			18.8	17.2	1.6
1914-10-31	4						11.8	11.4	0.4
1914-11-01	1			3			28.2	21.8	6.4
1914-11-02	4			4			16.4	15.2	1.2
1914-11-03	4			4			12.0	11.4	0.6
1914-11-04	4			4			17.8	15.8	2.0
1914-11-05				1			14.2	13.0	1.2
1914-11-06				1			25.0	22.4	2.6
1914-11-07	4			4			13.6	12.8	0.8
1914-11-08	2			1			16.0	15.0	1.0
1914-11-09	0			0			31.4	25.6	5.8
1914-11-10	0			0			33.0	26.2	6.8
1914-11-11	0			0			34.2	25.0	9.2
1914-11-12	2			2			20.4	18.0	2.4
1914-11-13	0			0			34.6	25.6	9.0
1914-11-14	4			3			17.0	15.6	1.4
1914-11-15				4					
1914-11-16	0			0			29.2	22.6	6.8
1914-11-17	4			4			14.8	13.4	1.4
1914-11-18	4			4			18.2	16.2	2.0
1914-11-19	3			1			30.0	22.8	7.2
1914-11-20	4						7.4	7.2	0.2
1914-11-21							8.4	8.0	0.4
1914-11-22	4			1			24.0	16.8	7.2
1914-11-23	1			1			26.0	19.0	7.0
1914-11-24	2			3			16.8	13.4	3.4
1914-11-25	0			0			27.2	21.0	6.2
1914-11-26	0			0			30.0	23.4	6.6
1914-11-27	4			0			26.0	20.4	5.6
1914-11-28	4			1			27.6	20.8	6.8
1914-11-29				4			10.2	9.4	0.8
1914-11-30	1			2			21.8	17.6	4.2
1914-12-01				4			12.6	12.0	0.6
1914-12-02	2			4			15.2	13.8	1.4
1914-12-03	4			1			20.0	16.6	3.4
1914-12-04	4			4			13.2	12.2	1.0
1914-12-05	4			4			11.8	11.4	0.4
1914-12-06							13.2	12.8	0.4
1914-12-07	4			4			14.0	13.2	0.8
1914-12-08	4			4			19.8	16.6	3.2
1914-12-09	4			4			11.6	9.8	1.8
1914-12-10	3			4			13.4	12.0	1.4
1914-12-11	4			4			11.8	11.6	0.2
1914-12-12	4			3			18.8	14.6	4.2
1914-12-13				4			12.4	12.2	0.2
1914-12-14	4			3			13.4	10.8	2.6
1914-12-15				4			11.8	11.0	0.8
1914-12-16	4			1			23.0	18.4	4.6
1914-12-17	1			2			17.8	14.6	3.2
1914-12-18	2			4			12.6	10.8	1.8
1914-12-19				4			10.0	9.6	0.4
1914-12-20	2			2			17.2	14.6	2.6
1914-12-21	0			4			6.4	5.8	0.6
1914-12-22	0			4			8.8	7.8	1.0
1914-12-23	4			1			17.4	14.2	3.2
1914-12-24	0			0			22.4	18.0	4.4
1914-12-25	0			0			14.8	12.8	2.0
1914-12-26	0			0			20.0	17.8	2.2
1914-12-27	4			4			8.8	8.0	0.8
1914-12-28				4			12.0	11.8	0.2
1914-12-29	0			0			15.8	12.8	3.0
1914-12-30	1			4			9.6	8.6	1.0
1914-12-31	4			1			20.2	15.8	4.6
1915-01-01				4			11.4	11.2	0.2
1915-01-02	4			4			10.0	9.4	0.6
1915-01-03	4			4			9.6	8.6	1.0
1915-01-04	1			3			23.4	18.4	5.0
1915-01-05	2			4			9.0	8.8	0.2
1915-01-06				4			10.4	9.8	0.6
1915-01-07				4			10.0	9.0	1.0
1915-01-08	4			4			10.0	9.8	0.2
1915-01-09	2			3			22.8	17.6	5.2
1915-01-10	2			0			24.4	19.8	4.6
1915-01-11				4			13.8	11.8	2.0
1915-01-12	1			0			26.8	21.2	5.6
1915-01-13	0			0			27.6	25.8	1.8
1915-01-14	0			0			31.6	25.2	6.4
1915-01-15	0			0			29.2	24.0	1.2
1915-01-16	0			0			32.2	22.2	10.0
1915-01-17				0			21.2	16.4	4.8
1915-01-18	0			1			13.0	11.2	1.8
1915-01-19	0			0			25.8	18.8	7.0
1915-01-20	2			0			26.8	20.8	6.0
1915-01-21	4			4			8.2	7.6	0.6
1915-01-22	2			4			12.0	11.2	0.8
1915-01-23	4			4			11.8	11.0	0.8
1915-01-24	0			0			23.6	21.8	1.8
1915-01-25				4			6.8	5.8	1.0
1915-01-26	3			4			6.8	6.4	0.4
1915-01-27	4			4			6.4	4.8	1.6
1915-01-28	4			4			6.8	5.4	1.4
1915-01-29	1			4			21.4	19.2	2.2
1915-01-30	4			4			17.6	13.4	4.2
1915-01-31	0			0			24.6	20.8	3.8
1915-02-01	0			0			32.4	22.4	10.0
1915-02-02	1			3			19.4	12.8	2.6
1915-02-03				4			11.4	9.8	1.6
1915-02-04	4			4			7.2	6.2	1.0
1915-02-05	4			4			9.6	8.4	1.2
1915-02-06	4			4			16.8	13.8	3.0
1915-02-07	2			4			15.8	13.8	2.0
1915-02-08				3			23.2	19.0	4.2
1915-02-09	4			4			7.2	6.4	0.8
1915-02-10	4			4			8.2	7.2	1.0
1915-02-11	1			1			28.4	21.4	7.0
1915-02-12				4			12.6	11.8	0.8
1915-02-13	4			4			13.0	11.8	1.2
1915-02-14	1			2			27.0	20.4	6.6
1915-02-15	4			1			31.8	23.0	8.8
1915-02-16	0			4			17.8	14.2	3.6
1915-02-17	4			1			32.0	25.2	6.8
1915-02-18	1			4			15.8	13.4	2.4
1915-02-19	4			4			12.2	11.0	1.2
1915-02-20	4			4			18.6	15.0	3.6
1915-02-21	4			4			12.0	11.2	0.8
1915-02-22	3			1			29.4	21.6	7.8
1915-02-23	2			0			19.2	18.2	1.0
1915-02-24				4			18.0	15.0	3.0
1915-02-25				4			#11.2	#9.2	2.0
1915-02-26	0			0			39.6	28.4	7.2
1915-02-27	1			0			32.4	26.8	5.6
1915-02-28	1			0			37.8	30.8	7.0
1915-03-01	1			0			39.4	31.8	7.6
1915-03-02	1			1			35.4	28.8	6.6
1915-03-03	2			1			24.0	21.2	2.8
1915-03-04	1			1			37.8	32.0	5.8
1915-03-05	0			0			39.0	31.0	8.0
1915-03-06	0			0			38.4	35.8	2.6
1915-03-07	0			0			40.8	35.8	5.0
1915-03-08	0			1			31.4	26.2	5.2
1915-03-09	0			1			26.6	20.6	6.0
1915-03-10	0			0			33.4	25.0	8.4
1915-03-11	0			0			36.2	27.6	8.6
1915-03-12	4			4			14.2	12.4	1.8
1915-03-13	1			4			12.0	11.0	1.0
1915-03-14				4			13.2	11.4	1.8
1915-03-15	4			3			36.8	30.2	6.6
1915-03-16	4			4			20.2	16.6	3.6
1915-03-17	4			4			18.2	15.2	3.0
1915-03-18				4			16.4	15.2	1.2
1915-03-19	4			4			16.0	14.2	1.8
1915-03-20	4			4			21.6	18.0	3.6
1915-03-21	4			4			15.0	13.4	1.6
1915-03-22	4			4			19.0	16.4	2.6
1915-03-23	4			1			36.4	27.2	9.2
1915-03-24	2			4			24.6	21.2	3.4
1915-03-25	4			4			21.4	19.2	2.2
1915-03-26	4			4			26.4	24.8	1.6
1915-03-27	4			4			11.8	11.0	0.8
1915-03-28	4			4			13.2	12.4	0.8
1915-03-29	4			3			35.2	26.8	8.4
1915-03-30	4			4			14.0	12.8	1.2
1915-03-31	4			4			15.0	12.8	2.2
1915-04-01	3			3			24.6	22.0	2.6
1915-04-02	0			0			26.8	23.8	3.0
1915-04-03	0			0			39.4	27.4	12.0
1915-04-04	0			0			43.6	33.8	9.8
1915-04-05	4			4			33.2	25.4	7.8
1915-04-06	3			4			20.2	17.8	2.4
1915-04-07	4			1			32.0	29.6	2.4
1915-04-08	2			2			38.4	28.4	10.0
1915-04-09	0			0			39.6	29.8	9.8
1915-04-10	1			1			30.6	28.4	2.2
1915-04-11	1			1			42.2	36.2	6.0
1915-04-12	0			0			41.0	30.2	10.8
1915-04-13	0			0			41.6	31.4	10.2
1915-04-14	2			1			39.2	25.6	13.6
1915-04-15	0			4			20.0	16.8	3.2
1915-04-16	1			1			38.2	25.4	12.8
1915-04-17	0			2			43.4	32.6	10.8
1915-04-18	0			1			32.8	25.0	7.8
1915-04-19	0			3			34.6	26.4	8.2
1915-04-20	0			1			44.4	34.0	10.4
1915-04-21	0			0			38.6	32.0	6.6
1915-04-22	3			1			39.8	30.8	9.0
1915-04-23	4			3			39.0	27.0	12.0
1915-04-24	4			4			27.4	20.6	6.8
1915-04-25	1			4			25.4	20.6	4.8
1915-04-26	4			4			25.6	20.2	5.4
1915-04-27	2			3			35.2	21.4	13.8
1915-04-28	3			4			22.4	19.2	3.2
1915-04-29	0			0			47.2	36.4	10.8
1915-04-30	1			2			50.6	34.8	15.8
1915-05-01	0			1			36.6	31.4	5.2
1915-05-02	4			4			31.6	24.8	6.8
1915-05-03	4			4			26.2	22.6	3.6
1915-05-04	2			4			24.2	20.8	3.4
1915-05-05	4			4			24.4	21.8	2.6
1915-05-06	4			4			15.0	14.6	0.4
1915-05-07	1			4			30.2	24.8	5.4
1915-05-08	2			1			39.0	25.0	14.0
1915-05-09	1			1			45.2	28.6	16.6
1915-05-10	0			1			41.2	28.6	12.6
1915-05-11	0			1			46.4	33.2	13.2
1915-05-12	0			1			45.6	31.8	13.8
1915-05-13	0			0			46.8	31.2	15.6
1915-05-14	1			0			49.4	35.2	14.2
1915-05-15	0			0			50.2	33.6	16.6
1915-05-16	1			1			46.2	36.0	10.2
1915-05-17	4			3			43.4	26.8	16.6
1915-05-18	3			2			33.0	26.4	6.6
1915-05-19	0			0			47.0	31.8	15.2
1915-05-20	0			0			48.2	34.0	14.2
1915-05-21	1			1			37.0	27.0	10.0
1915-05-22	0			0			#46.8	31.0	#15.8
1915-05-23	3			4			16.0	14.8	#1.2
1915-05-24	4			3			42.2	25.6	16.6
1915-05-25	0			1			49.0	36.8	12.2
1915-05-26	2			4			38.4	31.2	7.2
1915-05-27	4			3			40.8	29.8	11.0
1915-05-28	4			3			25.4	19.2	6.2
1915-05-29	4			4			25.0	21.4	3.6
1915-05-30	4			3			31.4	28.8	2.6
1915-05-31	2			4			47.8	38.6	9.2
1915-06-01	4			3			28.6	24.8	3.8
1915-06-02	0			0			45.0	31.0	14.0
1915-06-03	0			0			48.2	35.0	13.2
1915-06-04	0			0			52.2	38.2	14.0
1915-06-05	0			0			49.2	36.0	15.2
1915-06-06	0			3			48.2	38.2	10.0
1915-06-07	0			2			49.2	40.4	8.8
1915-06-08	0			3			37.8	32.6	5.2
1915-06-09	0			0			49.0	32.8	16.2
1915-06-10	0			4			36.0	29.4	6.6
1915-06-11	0			0			45.4	37.0	8.4
1915-06-12	0			1			43.2	36.8	6.4
1915-06-13	4			4			49.2	38.2	11.0
1915-06-14	0			0			47.4	35.2	12.2
1915-06-15	0			0			48.4	35.0	13.4
1915-06-16	0			1			52.0	36.0	16.0
1915-06-17	0			0			49.2	32.8	16.4
1915-06-18	0			0			50.0	36.2	13.8
1915-06-19	0			0			53.6	36.6	17.0
1915-06-20	0			3			49.4	35.0	14.4
1915-06-21	0			0			45.2	36.4	8.8
1915-06-22	0			1			46.4	31.8	14.6
1915-06-23	1			1			46.2	40.2	6.2
1915-06-24	4			3			42.8	31.4	11.4
1915-06-25	0			4			40.2	34.2	6.0
1915-06-26	0			0			48.8	36.0	12.8
1915-06-27	0			0			44.8	39.2	5.6
1915-06-28	0			0			50.4	38.4	12.0
1915-06-29	0			0			50.2	35.8	14.4
1915-06-30	0			0			43.6	30.0	13.6
1915-07-01	0			0			52.0	39.0	13.0
1915-07-02	0			0			52.8	41.8	11.0
1915-07-03	0			0			56.6	41.2	15.4
1915-07-04	0			0			51.6	43.2	8.4
1915-07-05	0			0			55.6	41.0	14.6
1915-07-06	0			0			57.2	44.2	13.0
1915-07-07	0			0			53.2	40.0	13.2
1915-07-08	0			0			54.6	45.0	9.6
1915-07-09	0			0			52.2	36.4	15.8
1915-07-10	0			0			50.0	36.6	13.4
1915-07-11	0			0			53.0	38.2	14.8
1915-07-12	4			2			44.8	40.0	4.8
1915-07-13	4			3			47.8	39.0	8.8
1915-07-14	0			0			54.0	37.8	16.2
1915-07-15	0			0			52.2	34.0	#18.2
1915-07-16	0			0			55.0	42.8	12.2
1915-07-17	0			0			52.8	41.4	11.4
1915-07-18	0			0			52.0	39.8	12.2
1915-07-19	0			0			56.6	46.0	10.6
1915-07-20	0			0			59.2	44.2	15.0
1915-07-21	0			0			63.4	54.0	9.4
1915-07-22	0			0			55.2	46.0	9.2
1915-07-23	2			4			45.6	37.4	8.2
1915-07-24	0			0			50.2	33.4	17.8
1915-07-25	0			0			50.2	35.0	15.0
1915-07-26	0			0			53.0	48.8	4.2
1915-07-27	0			0			48.0	40.8	7.2
1915-07-28	0			0			39.4	35.4	4.0
1915-07-29	0			0			49.8	42.6	7.2
1915-07-30	0			0			50.6	40.4	10.2
1915-07-31	0			0			50.4	43.0	7.4
1915-08-01	0			0			46.4	39.0	7.4
1915-08-02	0			0			40.0	32.0	8.0
1915-08-03	0			0			47.4	40.0	7.4
1915-08-04	0			0			50.4	43.0	7.4
1915-08-05	0			0			54.0	46.0	8.0
1915-08-06	0			0			54.2	47.0	7.2
1915-08-07	0			0			58.2	47.8	10.4
1915-08-08	0			0			54.4	47.0	7.4
1915-08-09	0			0			50.4	46.6	3.8
1915-08-10	0			0			50.0	44.0	6.0
1915-08-11	0			0			55.0	43.6	11.4
1915-08-12	0			4			36.2	34.0	2.2
1915-08-13	0			0			50.2	41.2	9.0
1915-08-14	0			0			54.4	43.0	11.4
1915-08-15	0			0			50.4	40.0	10.4
1915-08-16	0			0			57.8	43.2	14.6
1915-08-17	0			0			50.0	39.2	11.8
1915-08-18	0			0			47.2	31.6	15.6
1915-08-19	0			0			39.8	32.4	7.4
1915-08-20	0			0			48.8	34.2	14.6
1915-08-21	0			0			51.4	39.0	12.4
1915-08-22	0			0			53.0	41.8	11.2
1915-08-23	0			0			54.0	42.2	11.8
1915-08-24	0			0			53.4	41.6	11.8
1915-08-25	0			0			50.2	38.0	12.2
1915-08-26	4			1			47.2	31.8	15.4
1915-08-27	0			2			45.2	33.8	11.4
1915-08-28	0			2			48.4	33.0	15.4
1915-08-29	0			0			47.8	32.4	15.4
1915-08-30	2			0			49.4	32.0	17.4
1915-08-31	0			0			46.4	35.4	11.0
1915-09-01	0			0			39.6	33.0	6.6
1915-09-02	4			1			42.0	28.0	14.0
1915-09-03	2			3			41.0	30.0	11.0
1915-09-04	2			0			46.4	35.4	11.0
1915-09-05	0			0			47.6	31.2	16.4
1915-09-06	0			2			41.2	35.0	16.2
1915-09-07	3			4			45.8	36.2	9.6
1915-09-08	4			4			33.2	30.0	3.2
1915-09-09	0			2			44.2	33.8	10.4
1915-09-10	4			4			28.8	25.6	3.2
1915-09-11	2			1			47.2	38.4	8.8
1915-09-12	0			2			47.2	36.6	10.6
1915-09-13	0			2			46.0	40.0	6.0
1915-09-14	0			0			47.8	43.0	4.8
1915-09-15	0			2			41.2	35.0	6.2
1915-09-16	0			0			51.2	43.0	8.2
1915-09-17	0			0			50.8	42.6	8.2
1915-09-18	0			0			49.8	42.8	7.0
1915-09-19	0			4			30.8	28.0	#2.8
1915-09-20	2			1			40.2	25.0	#19.2
1915-09-21	2			2			45.0	41.8	3.2
1915-09-22	0			2			33.8	30.0	3.8
1915-09-23	1			4			39.0	35.0	4.0
1915-09-24	3			4			29.2	25.4	3.8
1915-09-25	4			4			25.4	23.0	2.4
1915-09-26	1			1			33.0	25.4	7.6
1915-09-27	2			1			42.2	32.8	9.4
1915-09-28	0			0			44.8	36.2	8.6
1915-09-29	0			3			28.4	24.2	4.2
1915-09-30	0			2			42.4	32.2	10.2
1915-10-01	0			0			39.4	30.6	8.8
1915-10-02	1			2			30.8	28.6	2.2
1915-10-03	1			1			46.2	38.0	8.2
1915-10-04	0			0			46.0	36.8	9.2
