/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BAALAN4 (1882-1893), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926394 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.784444 * LONGITUDE: -6.243611
	DATE/TIME START: 1882-06-24T00:00:00 * DATE/TIME END: 1893-09-30T00:00:00
Event(s):	BAALAN4 * LATITUDE: 38.784444 * LONGITUDE: -6.243611 * LOCATION: Alange, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air [arbitrary units] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Reaumur thermometer * COMMENT: in Reamur degrees at 9am
	Temperature, air [arbitrary units] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Reaumur thermometer * COMMENT: in Reamur degrees at 2pm
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 9am (W = west, E = east, N = north, S = south)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 2pm (W = west, E = east, N = north, S = south)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean (W = west, E = east, N = north, S = south)
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 9am (note that the terms “Gallego” and “Solano” in the “wind direction” variable are Spanish terms that could imply different wind directions from one place to another")
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 2pm (note that the terms “Gallego” and “Solano” in the “wind direction” variable are Spanish terms that could imply different wind directions from one place to another")
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean (note that the terms “Gallego” and “Solano” in the “wind direction” variable are Spanish terms that could imply different wind directions from one place to another")
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 9am
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 2pm
Size:	6561 data points
*/
Date/Time	TTT [arbitrary units] (at 9am)	TTT [arbitrary units] (at 2pm)	Wind dir descr (at 9am)	Wind dir descr (at 2pm)	Wind dir descr (mean)	ww (at 9am)	ww (at 2pm)	ww (mean)	PPPP other [arbitrary units] (in mmHg, at 9am)	PPPP other [arbitrary units] (in mmHg, at 2pm)
1891-07-19	24.0	31	W	NW		Clear	Clear		721	721
1891-07-20	26.0	35	W	N		Clear	Clear		721	722
1891-07-21	27.0	37	S	S		Clear	Clear		719	718
1891-07-22	29.0	38	S	S		Clouds	Clear		718	717
1891-07-23	30.0	37	S	NW		Clear	Clear		716	718
1891-07-24	27.0	35	E	N		Clear	Clear		717	716
1891-07-25	27.0	36	E	SE		Clear	Clear		720	719
1891-07-26	27.0	36	E	SW		Clear	Clear		718	716
1891-07-27	24.0	33	W	S		Clear	Clear		717	715
1891-07-28	24.0	34	W	S		Clear	Clear		716	715
1891-07-29	24.0	31	W	W		Clear	Clear		718	717
1891-07-30	22.0	29	W	W		Clear	Clouds		716	716
1891-07-31	22.0	28	W	W		Clouds	Clouds		715	715
1891-08-01	24.0	28	W			Clear	Clouds		710	717
1891-08-02	27.0	33	E			Clouds	Clear		720	719
1891-08-03	28.0	34	S			Clear	Clear		718	715
1891-08-04	24.0	32	N			Clear	Clouds		716	715
1891-08-05	20.0	27	W			Clear	Clear		718	719
1891-08-06	21.0	28	W			Clear	Clear		721	721
1891-08-07	24.0	29	E			Clear	Clear		723	721
1891-08-08	24.0	31	N			Clear	Clear		721	720
1891-08-09	26.0	34	NE			Clear	Clear		719	717
1891-08-10	27.0	35	E			Clear	Clouds		718	716
1891-08-11	25.0	34	NE			Clear	Clear		717	716
1891-08-12	27.0	36	NE			Clear	Clear		719	718
1891-08-13	30.0	36	E			Clear	Clear		719	719
1891-08-14	30.0	39	E			Clear	Clouds		720	717
1891-08-15	31.0	37	E			Clouds	Clouds		719	718
1891-08-16	28.0	37	N			Clear	Cloudy		717	716
1891-08-17	25.0	31	E			Clear	Clear		716	715
1891-08-18	24.0	27	E			Clouds	Clouds		717	716
1891-08-19	24.0	29	W			Clear	Clear		719	720
1891-08-20	25.0	34	NE			Clear	Clear		729	718
1891-08-21	26.0	31	NE			Clear	Clear		717	716
1891-08-22	19.0	20	W			Clear	Clear		718	716
1891-08-23	18.0	26	W			Clear	Clear		718	717
1891-08-24	17.0	26	W			Cloudy	Cloudy		719	718
1891-08-25	26.0	28	NE			Clouds	Clouds		721	720
1891-08-26	26.0	30	N			Clouds	Clouds		719	718
1891-08-27	20.0	27	N			Cloudy	Cloudy		719	718
1891-08-28	20.0	23	N			Cloudy	Clouds		720	720
1891-08-29	24.0	32	E			Clear	Clear		719	718
1891-08-30	20.0	28	W			Clear	Clear		721	720
1891-08-31	22.0	28	W			Clear	Clear		721	720
1892-06-23	23.0	29	SW	SW		Clouds	Clouds		723	723
1892-06-24	24.0	30	SW	SW		Cloudy	Clouds		724	723
1892-06-25	29.0	37	SW	N		Clear	Clear		723	723
1892-06-26	29.0	40	NE	Solano		Clear	Clear		723	724
1892-06-27	30.0	38	Solano	Solano		Clear	Clouds		721	720
1892-06-28	29.0	37	Solano	Solano		Clear	Clouds		721	721
1892-06-29	30.0	37	S	W		Clear	Clear		722	722
1892-06-30	29.0	37	NE	NW		Clear	Clear		722	720
1892-07-01	31.0	38	N	NE		Clear	Clouds		720	718
1892-07-02	31.0	36	NE	NE		Clouds	Cloudy		717	717
1892-07-03	28.0	36	SW	NE		Clear	Clouds		718	716
1892-07-04	26.0	33	SW	W		Clear	Clouds		720	719
1892-07-05	27.0	36	NE	NE		Clear	Clouds		721	720
1892-07-06	25.0	35	NE	NE		Clear	Clear		721	721
1892-07-07	30.0	37	NE	NE		Clear	Clear		721	718
1892-07-08	30.0	37	NE	NE		Clear	Clear		720	719
1892-07-09	28.0	36	SW	SW		Clear	Clouds		719	719
1892-07-10	27.0	36	SW	SW		Clear	Clear		719	718
1892-07-11	25.0	32	SW	SW		Clear	Clear		718	716
1892-07-12	21.0	37	SW	SW		Clouds	Clear		719	719
1892-07-13	22.0	27	SW	SW		Clouds	Clouds		721	720
1892-07-14	23.0	32	SW	SW		Clear	Clouds		722	721
1892-07-15	26.0	33	SW	SW		Clear	Clear		720	717
1892-07-16	22.0	28	SW	SW		Cloudy	Clouds		718	717
1892-07-17	24.0	28	SW	SW		Clouds	Clouds		717	717
1892-07-18	23.0	30	SW	SW		Clear	Clouds		720	720
1892-07-19	24.0	32	SW	SW		Clear	Clear		722	722
1892-07-20	25.0	32	SW	SW		Clear	Clear		721	721
1892-07-21	25.0	32	SW	SW		Clear	Clear		720	719
1892-07-22	25.0	34	SW	SW		Clear	Clear		719	716
1892-07-23	27.0	35	Solano	S		Clear	Clouds		717	716
1892-07-24	27.0	34	Solano	S		Clear	Clouds		719	717
1892-07-25	23.0	29	Gallego	Gallego		Clouds	Clouds		720	718
1892-07-26	22.0	28	Gallego	Gallego		Clouds	Clouds		718	717
1892-07-27	25.0	30	Gallego	Gallego		Clouds	Clouds		720	718
1892-07-28	23.0	30	Gallego	Gallego		Clouds	Clouds		718	717
1892-07-29	23.0	31	NE	Solano		Clear	Clouds		720	720
1892-07-30	25.0	33	Solano	Solano		Clear	Clear		720	719
1892-07-31	25.0	32	Gallego	Gallego		Clouds	Clouds		719	718
1892-08-01	25.0	34	Gallego	S		Clear	Clear		719	719
1892-08-02	26.0	35	S	S		Clear	Clear		719	717
1892-08-03	26.0	36	S	S		Clear	Clouds		716	716
1892-08-04	29.0	37	S	S		Clear	Clouds		715	715
1892-08-05	28.0	35	S	W		Clear	Clouds		716	715
1892-08-06	27.0	36	W	S		Clear	Clouds		719	716
1892-08-07	29.0	37	S	S		Clear	Clouds		718	717
1892-08-08	26.0	32	W	W		Clear	Clouds		718	716
1892-08-09	28.0	32	N	W		Clear	Clouds		719	717
1892-08-10	23.0	32	W	W		Clear	Clear		720	719
1892-08-11	27.0	35	S	S		Clear	Clear		718	719
1892-08-12	24.0	37	S	S		Clear	Clear		718	717
1892-08-13	31.0	36	S	S		Clear	Clear		719	719
1892-08-14	29.0	39	SW	S		Clear	Clouds		719	718
1892-08-15	31.0	40	S	S		Clouds	Clouds		718	718
1892-08-16	33.0	41	S	S		Clouds	Clouds		718	718
1892-08-17	31.0	38	S	S		Clear	Clouds		719	716
1892-08-18	26.0	32	W	W		Clouds	Clouds		715	715
1892-08-19	21.0	27	W	W		Clouds	Clouds		718	718
1892-08-20	25.0	30	W	W		Clouds	Clear		720	719
1892-08-21	27.0	34	S	W		Clear	Clear		719	718
1892-08-22	26.0	32	N	W		Clouds	Clouds		717	718
1892-08-23	22.0	26	W	W		Clouds	Clouds		717	717
1892-08-24	18.0	24	W	W		Clouds	Clouds		719	718
1892-08-25	22.0	27	E	W		Clear	Clouds		722	721
1892-08-26	22.0	30	W	N		Clear	Clear		721	720
1892-08-27	25.0	32	E	S		Clear	Clear		720	719
1892-08-28	27.0	33	S	S		Clear	Clear		719	718
1892-08-29	26.0	32	S	W		Clear	Clear		719	718
1892-08-30	25.0	29	W	W		Clouds	Clouds		720	719
1892-08-31	21.0	26	W	W		Clouds	Clouds		721	720
1892-09-01	20.0	27	W	W		Clouds	Clouds		721	720
1892-09-02	19.0	21	NE	NE		Clouds	Drizzle		721	720
1892-09-03	22.0	30	N	N		Clear	Clear		721	720
1892-09-04	23.0	30	E	W		Clear	Clouds		720	720
1892-09-05	22.0	30	N	N		Clear	Clouds		722	721
1892-09-06	22.0	31	W	N		Clear	Clear		721	719
1892-09-07	25.0	31	S	N		Clear	Clouds		719	718
1892-09-08	21.0	32	E	E		Clouds	Clouds		720	719
1892-09-09	25.0	34	E	E		Clear	Clear		719	718
1892-09-10	26.0	30	S	E		Clear	Clear		720	720
1892-09-11	25.0	33	S	E		Clear	Clear		721	720
1892-09-12	27.0	33	E	E		Clear	Clear		721	720
1892-09-13	26.0	31	N	N		Clear	Clouds		721	720
1892-09-14	23.0	30	N	E		Clear	Clouds		720	719
1892-09-15	24.0	29	S	S		Clouds	Cloudy		719	718
1892-09-16	23.0	28	S	S		Cloudy	Clouds		716	715
1892-09-17	25.0	31	S	E		Clouds	Clouds		718	718
1892-09-18	23.0	32	N	E		Cloudy	Cloudy		719	718
1892-09-19	26.0	33	E	S		Clouds	Cloudy		721	720
1892-09-20	28.0	27	S	W		Clouds	Clouds		721	720
1892-09-21	28.0	27	N	N		Cloudy	Drizzle		719	718
1892-09-22	23.0	32	W	S		Clouds	Cloudy		720	718
1892-09-23	22.0	30	W	S		Cloudy	Clouds		721	720
1892-09-24	23.0	31	E	S		Clouds	Clear		720	719
1892-09-25	25.0	29	S	N		Clouds	Clouds		718	716
1892-09-26	23.0	28	W	W		Clouds	Clouds		717	716
1892-09-27	22.0	27	W	S		Clouds	Clouds		718	716
1892-09-28	19.0	26	W	W		Clouds	Clouds		717	716
1892-09-29	17.0	26	W	W		Clear	Clear		718	717
1892-09-30	18.0	27	W	W		Clear	Clear		717	716
1893-06-24	23.0	27	N	N		Cloudy	Clear		718	718
1893-06-25	24.0	30	E	E		Clear	Clear		720	718
1893-06-26	25.0	33	Solano	Solano		Clear	Clear		719	717
1893-06-27	27.0	34	S	Gallego		Clear	Clear		716	715
1893-06-28	24.0	31	SW	Gallego		Clouds	Clouds		717	716
1893-06-29	25.0	31	SW	SW		Clear	Clear		716	715
1893-06-30	28.0	34	S	SW		Clear	Clouds		717	717
1893-07-01	26.0	33	SW	SW		Clouds	Clear		719	717
1893-07-02	28.0	36	S	W		Clear	Clear		717	716
1893-07-03	29.0	37	SE	S		Clear	Clear		716	715
1893-07-04	25.0	32	SW	S		Clear	Clear		717	717
1893-07-05	25.0	32	NW	NW		Clear	Clear		716	715
1893-07-06	27.0	35	NW	SW		Clear	Clear		715	714
1893-07-07	27.0	34	SW	SW		Clear	Clouds		714	713
1893-07-08	23.0	30	SW	SW		Clouds	Clouds		716	716
1893-07-09	23.0	28	SW	SW		Cloudy	Cloudy		717	717
1893-07-10	22.0	28	SW	SW		Clouds	Clouds		717	717
1893-07-11	22.0	28	SW	SW		Clear	Clear		718	717
1893-07-12	23.0	30	SW	SW		Clear	Clear		717	716
1893-07-13	24.0	30	SW	SW		Clouds	Clouds		717	716
1893-07-14	24.0	30	SW	SW		Clear	Clouds		716	716
1893-07-15	26.0	31	N	SW		Clear	Clear		716	715
1893-07-16	28.0	33	SE	N		Clear	Clear		717	717
1893-07-17	29.0	36	N	SW		Clear	Clear		717	717
1893-07-18	30.0	37	S	S		Clear	Clear		717	716
1893-07-19	27.0	33	SW	SW		Clouds	Clouds		715	714
1893-07-20	23.0	32	SW	N		Clouds	Clouds		716	714
1893-07-21	24.0	33	SW	S		Cloudy	Rain		715	715
1893-07-22	24.0	30	S	N		Clouds	Clear		718	718
1893-07-23	29.0	35	N	NW		Clear	Clear		719	718
1893-07-24	30.0	36	NW	NW		Clear	Clear		717	716
1893-07-25	30.0	36	S	NW		Clear	Clouds		715	714
1893-07-26	30.0	36	S	SW		Clouds	Clouds		713	712
1893-07-27	28.0	36	SW	NW		Clear	Clear		712	712
1893-07-28	27.0	32	N	N		Clear	Clear		716	715
1893-07-29	28.0	33	N	N		Clear	Clear		718	717
1893-07-30	28.0	34	N	NW		Clear	Clear		717	716
1893-07-31	30.0	36	N	N		Clear	Clear		714	712
1893-08-01	29.0	35	S	SW		Clear	Clouds		712	711
1893-08-02	28.0	35	SE	N		Clear	Clouds		714	712
1893-08-03	32.0	28	N	S		Cloudy	Rain		713	712
1893-08-04	26.0	32	N	SW		Clear	Clear		717	717
1893-08-05	26.0	33	S	W		Clear	Clear		719	718
1893-08-06	27.0	35	W	S		Clear	Clear		716	714
1893-08-07	26.0	35	S	N		Clear	Clear		714	713
1893-08-08	27.0	35	N	S		Clear	Clear		714	713
1893-08-09	27.0	34	SW	SW		Clear	Clear		715	715
1893-08-10	28.0	35	SW	SW		Clouds	Clouds		716	715
1893-08-11	27.0	35	S	S		Clear	Clear		717	716
1893-08-12	29.0	36	S	S		Clear	Clear		716	714
1893-08-13	27.0	36	N	SW		Clear	Clear		714	714
1893-08-14	30.0	37	S	NW		Clouds	Clouds		716	716
1893-08-15	30.0	38	N	N		Clouds	Clouds		716	715
1893-08-16	30.0	37	S	N		Clouds	Clouds		716	715
1893-08-17	30.0	38	SW	S		Clouds	Clouds		715	714
1893-08-18	30.0	36	S	S		Clouds	Clouds		714	714
1893-08-19	28.0	34	SW	SW		Clouds	Clouds		714	714
1893-08-20	22.0	33	SW	SW		Clear	Clear		717	714
1893-08-21	24.0	33	SW	SW		Clear	Clear		717	716
1893-08-22	27.0	36	SW	S		Clear	Clouds		716	715
1893-08-23	29.0	38	E	S		Clouds	Clouds		715	714
1893-08-24	30.0	37	S	N		Clear	Clouds		716	715
1893-08-25	30.0	37	S	S		Clouds	Clouds		717	717
1893-08-26	29.0	36	SW	SW		Clouds	Clouds		715	715
1893-08-27	24.0	30	N	S		Drizzle	Cloudy		715	715
1893-08-28	24.0	31	SW	SW		Cloudy	Clouds		715	713
1893-08-29	21.0	28	SW	SW		Clouds	Clouds		716	715
1893-08-30	22.0	30	SW	N		Clouds	Clouds		716	715
1893-08-31	22.0	29	S	SW		Clouds	Clear		715	715
1893-09-01	24.0	31	SW	W		Clouds	Clouds		716	716
1893-09-02	25.0	33	SW	W		Clear	Clear		718	716
1893-09-03	28.0	35	N	NE		Clear	Clear		715	714
1893-09-04	28.0	33	S	S		Clouds	Cloudy		714	713
1893-09-05	26.0	30	S	S		Cloudy	Cloudy		716	716
1893-09-06	25.0	30	E	S		Clouds	Clouds		717	718
1893-09-07	23.0	32	S	S		Cloudy	Clear		718	716
1893-09-08	27.0	32	S	N		Clouds	Clouds		718	716
1893-09-09	24.0	31	S	SW		Clear	Clouds		716	714
1893-09-10	23.0	31	SW	S		Clouds	Clouds		713	712
1893-09-11	21.0	26	NW	NW		Clouds	Clouds		713	714
1893-09-12	22.0	25	N	SW		Clouds	Cloudy		715	715
1893-09-13	22.0	28	N	N		Clouds	Clouds		716	715
1893-09-14	24.0	28	E	N		Clouds	Clouds		717	715
1893-09-15	23.0	26	S	S		Cloudy	Cloudy		717	716
1893-09-16	20.0	26	SW	SW		Cloudy	Clouds		718	718
1893-09-17	22.0	26	SW	SW		Cloudy	Clouds		717	716
1893-09-18	21.0	26	N	N		Cloudy	Cloudy		715	714
1893-09-19	17.0	23	S	S		Rain	Clouds		714	714
1893-09-20	19.0	24	N	SW		Clouds	Cloudy		718	717
1893-09-21	19.0	24	SW	SW		Clouds	Clouds		718	718
1893-09-22	18.0	23	S	SW		Clouds	Clouds			
1893-09-23	20.0	22	S	S		Cloudy	Rain			
1893-09-24	16.0	20	S	SW		Cloudy	Rain			
1893-09-25	16.0	18	S	S		Cloudy	Drizzle			
1893-09-26	17.0	22	S	N		Clouds	Clouds			
1893-09-27	16.0	23	N	N		Clouds	Clouds			
1893-09-28	17.0	25	N	S		Clouds	Clouds			
1893-09-29	20.0	26	N	N		Clouds	Clouds			
1893-09-30	17.0	24	S	SW		Drizzle	Cloudy			
