Oudorp(65_G) "52° 38'" NB "4° 46'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,N,Q_N,RD,Q_RD,T,Q_T
18751125,2400,0,0,,,,
18751126,800,,,,,0,0
18751126,2000,,,,,-15,0
18751126,2400,8,0,,,,
18751127,800,,,,,-5,0
18751127,2000,,,,,-10,0
18751127,2400,,,11,0,,
18751128,800,,,,,0,0
18751128,2000,,,,,-15,0
18751128,2400,8,0,,,,
18751129,800,,,,,-40,0
18751129,2000,,,,,-45,0
18751129,2400,2,0,,,,
18751130,800,,,,,-60,0
18751130,2000,,,,,-50,0
18751130,2400,8,0,,,,
18751201,800,,,,,-80,0
18751201,2000,,,,,-75,0
18751201,2400,8,0,,,,
18751202,800,,,,,-55,0
18751202,2000,,,,,-55,0
18751202,2400,,,17,0,,
18751203,800,,,,,-50,0
18751203,2000,,,,,-30,0
18751203,2400,10,0,,,,
18751204,800,,,,,-40,0
18751204,2000,,,,,-20,0
18751205,800,,,,,-25,0
18751205,2000,,,,,-25,0
18751205,2400,8,0,,,,
18751206,800,,,,,-25,0
18751206,2000,,,,,-65,0
18751206,2400,10,0,,,,
18751207,800,,,,,-40,0
18751207,2000,,,,,-10,0
18751207,2400,10,0,,,,
18751208,800,,,,,20,0
18751208,2000,,,,,20,0
18751208,2400,,,3,0,,
18751209,800,,,,,10,0
18751209,2000,,,,,15,0
18751210,800,,,,,30,0
18751210,2000,,,,,45,0
18751210,2400,,,22,0,,
18751211,800,,,,,45,0
18751211,2000,,,,,10,0
18751211,2400,,,6,0,,
18751212,800,,,,,50,0
18751212,2000,,,,,60,0
18751212,2400,,,10,0,,
18751213,800,,,,,50,0
18751213,2000,,,,,50,0
18751213,2400,,,1,0,,
18751214,800,,,,,50,0
18751214,2000,,,,,-15,0
18751215,800,,,,,-25,0
18751215,2000,,,,,50,0
18751216,800,,,,,0,0
18751216,2000,,,,,10,0
18751217,800,,,,,15,0
18751217,2000,,,,,5,0
18751218,800,,,,,-15,0
18751218,2000,,,,,-5,0
18751219,800,,,,,-5,0
18751219,2000,,,,,25,0
18751220,800,,,,,35,0
18751220,2000,,,,,50,0
18751220,2400,,,21,0,,
18751221,800,,,,,60,0
18751221,2000,,,,,60,0
18751221,2400,,,109,0,,
18751222,800,,,,,90,0
18751222,2000,,,,,70,0
18751222,2400,,,9,0,,
18751223,800,,,,,80,0
18751223,2000,,,,,60,0
18751223,2400,2,0,,,,
18751224,800,,,,,60,0
18751224,2000,,,,,70,0
18751224,2400,0,0,,,,
18751225,800,,,,,55,0
18751225,2000,,,,,50,0
18751225,2400,,,42,0,,
18751226,800,,,,,50,0
18751226,2000,,,,,50,0
18751227,800,,,,,55,0
18751227,2000,,,,,55,0
18751227,2400,,,8,0,,
18751228,800,,,,,55,0
18751228,2000,,,,,65,0
18751228,2400,,,1,0,,
18751229,800,,,,,50,0
18751229,2000,,,,,60,0
18751229,2400,,,24,0,,
18751230,800,,,,,60,0
18751230,2000,,,,,60,0
18751230,2400,,,24,0,,
18751231,800,,,,,45,0
18751231,2000,,,,,50,0
18760101,2400,4,0,,,,
18760102,2400,0,0,,,,
18760103,2400,0,0,,,,
18760104,2400,2,0,,,,
18760105,2400,0,0,,,,
18760106,2400,3,0,,,,
18760107,2400,3,0,,,,
18760108,2400,3,0,,,,
18760109,2400,0,0,,,,
18760110,2400,4,0,,,,
18760111,2400,0,0,,,,
18760112,2400,8,0,,,,
18760113,2400,8,0,,,,
18760114,2400,4,0,,,,
18760115,2400,0,0,,,,
18760116,2400,4,0,,,,
18760117,2400,8,0,,,,
18760118,2400,,,32,0,,
18760119,2400,2,0,,,,
18760120,2400,,,4,0,,
18760121,2400,,,73,0,,
18760122,2400,4,0,,,,
18760123,2400,2,0,,,,
18760124,2400,2,0,,,,
18760125,2400,,,2,0,,
18760126,2400,8,0,,,,
18760127,2400,8,0,,,,
18760128,2400,0,0,,,,
18760129,2400,0,0,,,,
18760130,2400,8,0,,,,
18760131,2400,8,0,,,,
18760201,2400,,,4,0,,
18760202,2400,8,0,,,,
18760203,2400,,,25,0,,
18760204,2400,,,13,0,,
18760205,2400,,,1,0,,
18760206,2400,4,0,,,,
18760207,2400,,,2,0,,
18760208,2400,4,0,,,,
18760209,2400,8,0,,,,
18760210,2400,8,0,,,,
18760211,2400,,,25,0,,
18760212,2400,,,8,0,,
18760213,2400,,,5,0,,
18760214,2400,8,0,,,,
18760215,2400,,,213,0,,
18760216,2400,,,12,0,,
18760217,2400,,,35,0,,
18760218,2400,,,29,0,,
18760219,2400,,,95,0,,
18760220,2400,1,0,,,,
18760221,2400,,,60,0,,
18760222,2400,,,10,0,,
18760223,2400,,,24,0,,
18760224,2400,2,0,,,,
18760225,2400,0,0,,,,
18760226,2400,,,52,0,,
18760227,2400,,,132,0,,
18760228,2400,1,0,,,,
18760229,2400,,,36,0,,
18760302,2400,,,4,0,,
18760303,2400,,,68,0,,
18760304,2400,0,0,,,,
18760305,2400,,,4,0,,
18760306,2400,,,74,0,,
18760307,2400,,,1,0,,
18760308,2400,,,14,0,,
18760309,2400,,,49,0,,
18760310,2400,,,239,0,,
18760311,2400,,,8,0,,
18760312,2400,,,43,0,,
18760313,2400,1,0,,,,
18760314,2400,1,0,,,,
18760315,2400,,,66,0,,
18760316,2400,,,82,0,,
18760317,2400,,,80,0,,
18760318,2400,2,0,,,,
18760319,2400,,,2,0,,
18760320,2400,,,4,0,,
18760321,2400,2,0,,,,
18760322,2400,1,0,,,,
18760323,2400,,,2,0,,
18760324,2400,,,7,0,,
18760325,2400,8,0,,,,
18760326,2400,3,0,,,,
18760327,2400,3,0,,,,
18760328,2400,1,0,,,,
18760329,2400,,,209,0,,
18760330,2400,1,0,,,,
18760331,2400,0,0,,,,
18760401,2400,1,0,,,,
18760402,2400,8,0,,,,
18760403,2400,8,0,,,,
18760404,2400,,,4,0,,
18760405,2400,,,1,0,,
18760406,2400,8,0,,,,
18760407,2400,0,0,,,,
18760408,2400,,,1,0,,
18760409,2400,,,67,0,,
18760410,2400,,,52,0,,
18760411,2400,,,10,0,,
18760412,2400,,,18,0,,
18760413,2400,3,0,,,,
18760414,2400,3,0,,,,
18760415,2400,0,0,,,,
18760416,2400,0,0,,,,
18760417,2400,,,1,0,,
18760418,2400,,,5,0,,
18760419,2400,,,61,0,,
18760420,2400,,,37,0,,
18760421,2400,3,0,,,,
18760422,2400,0,0,,,,
18760423,2400,3,0,,,,
18760424,2400,1,0,,,,
18760425,2400,,,15,0,,
18760426,2400,,,5,0,,
18760427,2400,0,0,,,,
18760428,2400,,,105,0,,
18760429,2400,0,0,,,,
18760430,2400,,,54,0,,
18760501,2400,3,0,,,,
18760502,2400,1,0,,,,
18760503,2400,2,0,,,,
18760504,2400,1,0,,,,
18760505,2400,2,0,,,,
18760506,2400,3,0,,,,
18760507,2400,3,0,,,,
18760508,2400,0,0,,,,
18760509,2400,0,0,,,,
18760510,2400,0,0,,,,
18760511,2400,0,0,,,,
18760512,2400,,,2,0,,
18760513,2400,1,0,,,,
18760514,2400,1,0,,,,
18760515,2400,2,0,,,,
18760516,2400,3,0,,,,
18760517,2400,3,0,,,,
18760518,2400,3,0,,,,
18760519,2400,0,0,,,,
18760520,2400,0,0,,,,
18760521,2400,,,2,0,,
18760522,2400,1,0,,,,
18760523,2400,,,8,0,,
18760524,2400,2,0,,,,
18760525,2400,4,0,,,,
18760601,2400,3,0,,,,
18760602,2400,3,0,,,,
18760603,2400,,,12,0,,
18760604,2400,,,18,0,,
18760605,2400,,,49,0,,
18760606,2400,,,33,0,,
18760607,2400,,,4,0,,
18760608,2400,,,4,0,,
18760609,2400,,,163,0,,
18760610,2400,2,0,,,,
18760611,2400,3,0,,,,
18760612,2400,0,0,,,,
18760613,2400,1,0,,,,
18760614,2400,,,8,0,,
18760615,2400,1,0,,,,
18760616,2400,,,9,0,,
18760617,2400,,,19,0,,
18760618,2400,,,36,0,,
18760619,2400,0,0,,,,
18760620,2400,0,0,,,,
18760621,2400,0,0,,,,
18760622,2400,1,0,,,,
18760623,2400,0,0,,,,
18760624,2400,0,0,,,,
18760625,2400,0,0,,,,
18760626,2400,1,0,,,,
18760627,2400,1,0,,,,
18760628,2400,3,0,,,,
18760629,2400,,,37,0,,
18760630,2400,2,0,,,,
18760701,2400,,,30,0,,
18760702,2400,,,66,0,,
18760703,2400,0,0,,,,
18760704,2400,4,0,,,,
18760705,2400,2,0,,,,
18760706,2400,2,0,,,,
18760707,2400,,,38,0,,
18760708,2400,0,0,,,,
18760709,2400,2,0,,,,
18760710,2400,1,0,,,,
18760711,2400,,,7,0,,
18760712,2400,0,0,,,,
18760713,2400,0,0,,,,
18760714,2400,0,0,,,,
18760715,2400,0,0,,,,
18760716,2400,0,0,,,,
18760717,2400,3,0,,,,
18760718,2400,4,0,,,,
18760719,2400,,,3,0,,
18760720,2400,0,0,,,,
18760721,2400,0,0,,,,
18760722,2400,0,0,,,,
18760723,2400,3,0,,,,
18760724,2400,1,0,,,,
18760725,2400,1,0,,,,
18760726,2400,1,0,,,,
18760727,2400,1,0,,,,
18760728,2400,,,47,0,,
18760729,2400,,,5,0,,
18760730,2400,0,0,,,,
18760731,2400,0,0,,,,
18760801,2400,,,3,0,,
18760802,2400,,,20,0,,
18760803,2400,,,40,0,,
18760804,2400,,,3,0,,
18760805,2400,,,77,0,,
18760806,2400,1,0,,,,
18760807,2400,3,0,,,,
18760808,2400,2,0,,,,
18760809,2400,0,0,,,,
18760810,2400,,,3,0,,
18760811,2400,1,0,,,,
18760812,2400,0,0,,,,
18760813,2400,0,0,,,,
18760814,2400,0,0,,,,
18760815,2400,0,0,,,,
18760816,2400,1,0,,,,
18760817,2400,0,0,,,,
18760818,2400,0,0,,,,
18760819,2400,0,0,,,,
18760820,2400,3,0,,,,
18760821,2400,2,0,,,,
18760822,2400,1,0,,,,
18760823,2400,2,0,,,,
18760824,2400,2,0,,,,
18760825,2400,,,15,0,,
18760826,2400,,,22,0,,
18760827,2400,,,316,0,,
18760828,2400,,,27,0,,
18760829,2400,,,245,0,,
18760830,2400,,,8,0,,
18760831,2400,,,255,0,,
18760901,2400,,,41,0,,
18760902,2400,1,0,,,,
18760903,2400,,,31,0,,
18760904,2400,,,47,0,,
18760905,2400,,,28,0,,
18760906,2400,,,88,0,,
18760907,2400,,,395,0,,
18760908,2400,,,80,0,,
18760909,2400,,,247,0,,
18760910,2400,,,135,0,,
18760911,2400,,,23,0,,
18760912,2400,,,50,0,,
18760913,2400,,,99,0,,
18760914,2400,,,326,0,,
18760915,2400,,,5,0,,
18760916,2400,1,0,,,,
18760917,2400,,,34,0,,
18760918,2400,,,106,0,,
18760919,2400,,,16,0,,
18760920,2400,1,0,,,,
18760921,2400,0,0,,,,
18760922,2400,0,0,,,,
18760923,2400,,,59,0,,
18760924,2400,,,185,0,,
18760925,2400,,,320,0,,
18760926,2400,,,42,0,,
18760927,2400,,,16,0,,
18760928,2400,,,120,0,,
18760929,2400,,,346,0,,
18760930,2400,,,4,0,,
18761001,2400,,,55,0,,
18761002,2400,2,0,,,,
18761003,2400,3,0,,,,
18761004,2400,3,0,,,,
18761005,2400,,,56,0,,
18761006,2400,0,0,,,,
18761007,2400,8,0,,,,
18761008,2400,8,0,,,,
18761009,2400,1,0,,,,
18761010,2400,,,90,0,,
18761011,2400,,,3,0,,
18761012,2400,,,14,0,,
18761013,2400,,,50,0,,
18761014,2400,,,47,0,,
18761015,2400,1,0,,,,
18761016,2400,8,0,,,,
18761017,2400,1,0,,,,
18761018,2400,8,0,,,,
18761019,2400,8,0,,,,
18761020,2400,8,0,,,,
18761021,2400,0,0,,,,
18761022,2400,0,0,,,,
18761023,2400,0,0,,,,
18761024,2400,8,0,,,,
18761025,2400,8,0,,,,
18761026,2400,8,0,,,,
18761027,2400,8,0,,,,
18761028,2400,8,0,,,,
18761029,2400,1,0,,,,
18761030,2400,,,12,0,,
18761031,2400,,,70,0,,
18761101,2400,,,71,0,,
18761102,2400,,,81,0,,
18761103,2400,,,1,0,,
18761104,2400,,,18,0,,
18761105,2400,,,85,0,,
18761106,2400,,,107,0,,
18761107,2400,,,4,0,,
18761108,2400,,,5,0,,
18761109,2400,2,0,,,,
18761110,2400,0,0,,,,
18761111,2400,1,0,,,,
18761112,2400,3,0,,,,
18761113,2400,,,24,0,,
18761114,2400,,,1,0,,
18761115,2400,2,0,,,,
18761116,2400,2,0,,,,
18761117,2400,,,10,0,,
18761118,2400,,,2,0,,
18761119,2400,,,68,0,,
18761120,2400,,,83,0,,
18761121,2400,,,2,0,,
18761122,2400,2,0,,,,
18761123,2400,3,0,,,,
18761124,2400,8,0,,,,
18761125,2400,,,45,0,,
18761126,2400,,,121,0,,
18761127,2400,,,11,0,,
18761128,2400,,,22,0,,
18761129,2400,,,93,0,,
18761130,2400,,,4,0,,
18761201,2400,,,56,0,,
18761202,2400,,,131,0,,
18761203,2400,,,43,0,,
18761204,2400,,,72,0,,
18761205,2400,,,80,0,,
18761206,2400,,,5,0,,
18761207,2400,,,70,0,,
18761208,2400,,,2,0,,
18761209,2400,1,0,,,,
18761210,2400,8,0,,,,
18761211,2400,3,0,,,,
18761212,2400,8,0,,,,
18761213,2400,,,41,0,,
18761214,2400,,,2,0,,
18761215,2400,3,0,,,,
18761216,2400,8,0,,,,
18761217,2400,8,0,,,,
18761218,2400,,,8,0,,
18761219,2400,,,2,0,,
18761220,2400,,,50,0,,
18761221,2400,,,2,0,,
18761222,2400,,,7,0,,
18761223,2400,8,0,,,,
18761224,2400,8,0,,,,
18761225,2400,3,0,,,,
18761226,2400,0,0,,,,
18761227,2400,4,0,,,,
18761228,2400,3,0,,,,
18761229,2400,,,7,0,,
18761230,2400,,,30,0,,
18761231,2400,,,6,0,,
18770101,2400,,,54,0,,
18770102,2400,,,56,0,,
18770103,2400,,,21,0,,
18770104,2400,,,32,0,,
18770105,2400,,,2,0,,
18770106,2400,,,45,0,,
18770107,2400,,,20,0,,
18770108,2400,,,182,0,,
18770109,2400,,,490,0,,
18770110,2400,,,130,0,,
18770111,2400,8,0,,,,
18770112,2400,8,0,,,,
18770113,2400,8,0,,,,
18770115,2400,,,46,0,,
18770116,2400,2,0,,,,
18770117,2400,,,1,0,,
18770118,2400,10,0,,,,
18770119,2400,,,30,0,,
18770120,2400,,,6,0,,
18770122,2400,,,2,0,,
18770123,2400,,,2,0,,
18770124,2400,2,0,,,,
18770125,2400,,,72,0,,
18770126,2400,,,61,0,,
18770127,2400,,,1,0,,
18770128,2400,,,19,0,,
18770129,2400,,,38,0,,
18770130,2400,,,196,0,,
18770201,2400,,,2,0,,
18770202,2400,,,7,0,,
18770203,2400,,,31,0,,
18770204,2400,,,15,0,,
18770206,2400,,,44,0,,
18770207,2400,,,59,0,,
18770208,2400,,,16,0,,
18770209,2400,8,0,,,,
18770210,2400,,,3,0,,
18770211,2400,,,49,0,,
18770212,2400,,,136,0,,
18770213,2400,,,7,0,,
18770214,2400,,,19,0,,
18770215,2400,,,1,0,,
18770216,2400,,,30,0,,
18770217,2400,,,22,0,,
18770218,2400,,,11,0,,
18770219,2400,,,67,0,,
18770220,2400,,,77,0,,
18770221,2400,,,2,0,,
18770222,2400,,,15,0,,
18770223,2400,,,6,0,,
18770224,2400,,,63,0,,
18770225,2400,,,74,0,,
18770226,2400,,,153,0,,
18770227,2400,,,1,0,,
18770228,2400,,,2,0,,
18770301,2400,8,0,,,,
18770302,2400,,,20,0,,
18770303,2400,,,52,0,,
18770304,2400,,,53,0,,
18770305,2400,8,0,,,,
18770306,2400,,,8,0,,
18770307,2400,,,34,0,,
18770308,2400,,,2,0,,
18770309,2400,,,2,0,,
18770310,2400,0,0,,,,
18770311,2400,0,0,,,,
18770312,2400,,,61,0,,
18770313,2400,,,10,0,,
18770314,2400,,,20,0,,
18770315,2400,2,0,,,,
18770316,2400,2,0,,,,
18770317,2400,,,32,0,,
18770318,2400,2,0,,,,
18770319,2400,2,0,,,,
18770320,2400,8,0,,,,
18770321,2400,,,1,0,,
18770322,2400,8,0,,,,
18770323,2400,,,12,0,,
18770324,2400,,,28,0,,
18770325,2400,,,43,0,,
18770326,2400,,,17,0,,
18770327,2400,,,40,0,,
18770328,2400,,,77,0,,
18770329,2400,,,44,0,,
18770330,2400,,,28,0,,
18770331,2400,10,0,,,,
18770401,2400,8,0,,,,
18770402,2400,2,0,,,,
18770403,2400,5,0,,,,
18770404,2400,,,35,0,,
18770405,2400,,,12,0,,
18770406,2400,,,65,0,,
18770407,2400,,,39,0,,
18770408,2400,,,58,0,,
18770409,2400,,,16,0,,
18770410,2400,5,0,,,,
18770411,2400,10,0,,,,
18770412,2400,5,0,,,,
18770413,2400,0,0,,,,
18770414,2400,,,12,0,,
18770415,2400,0,0,,,,
18770416,2400,0,0,,,,
18770417,2400,2,0,,,,
18770418,2400,2,0,,,,
18770419,2400,2,0,,,,
18770420,2400,0,0,,,,
18770421,2400,0,0,,,,
18770422,2400,,,3,0,,
18770423,2400,,,15,0,,
18770424,2400,,,2,0,,
18770425,2400,5,0,,,,
18770426,2400,5,0,,,,
18770427,2400,2,0,,,,
18770428,2400,5,0,,,,
18770429,2400,8,0,,,,
18770430,2400,2,0,,,,
18770501,2400,2,0,,,,
18770502,2400,2,0,,,,
18770503,2400,5,0,,,,
18770504,2400,,,5,0,,
18770505,2400,2,0,,,,
18770506,2400,0,0,,,,
18770507,2400,0,0,,,,
18770508,2400,0,0,,,,
18770509,2400,,,4,0,,
18770510,2400,,,85,0,,
18770511,2400,,,4,0,,
18770512,2400,,,13,0,,
18770513,2400,,,67,0,,
18770514,2400,,,30,0,,
18770515,2400,,,3,0,,
18770516,2400,,,7,0,,
18770517,2400,,,64,0,,
18770518,2400,,,36,0,,
18770519,2400,,,54,0,,
18770520,2400,,,19,0,,
18770521,2400,,,2,0,,
18770522,2400,,,14,0,,
18770523,2400,,,30,0,,
18770524,2400,2,0,,,,
18770525,2400,0,0,,,,
18770526,2400,0,0,,,,
18770527,2400,0,0,,,,
18770528,2400,,,32,0,,
18770529,2400,,,4,0,,
18770530,2400,0,0,,,,
18770531,2400,,,8,0,,
18770601,2400,,,80,0,,
18770602,2400,5,0,,,,
18770603,2400,0,0,,,,
18770604,2400,2,0,,,,
18770605,2400,2,0,,,,
18770606,2400,5,0,,,,
18770607,2400,,,11,0,,
18770608,2400,0,0,,,,
18770609,2400,0,0,,,,
18770610,2400,0,0,,,,
18770611,2400,0,0,,,,
18770612,2400,,,79,0,,
18770613,2400,,,1,0,,
18770614,2400,2,0,,,,
18770615,2400,0,0,,,,
18770616,2400,0,0,,,,
18770617,2400,0,0,,,,
18770618,2400,0,0,,,,
18770619,2400,0,0,,,,
18770620,2400,0,0,,,,
18770621,2400,0,0,,,,
18770622,2400,,,11,0,,
18770623,2400,,,82,0,,
18770624,2400,,,1,0,,
18770625,2400,2,0,,,,
18770626,2400,,,6,0,,
18770627,2400,,,56,0,,
18770628,2400,,,4,0,,
18770629,2400,8,0,,,,
18770630,2400,0,0,,,,
18770701,2400,5,0,,,,
18770702,2400,,,20,0,,
18770703,2400,,,9,0,,
18770704,2400,,,12,0,,
18770705,2400,,,35,0,,
18770706,2400,,,66,0,,
18770707,2400,,,9,0,,
18770708,2400,,,29,0,,
18770709,2400,,,23,0,,
18770710,2400,,,19,0,,
18770711,2400,0,0,,,,
18770712,2400,0,0,,,,
18770713,2400,8,0,,,,
18770714,2400,,,5,0,,
18770715,2400,,,65,0,,
18770716,2400,0,0,,,,
18770717,2400,,,188,0,,
18770718,2400,,,2,0,,
18770719,2400,5,0,,,,
18770720,2400,,,76,0,,
18770721,2400,0,0,,,,
18770722,2400,2,0,,,,
18770723,2400,0,0,,,,
18770724,2400,0,0,,,,
18770725,2400,8,0,,,,
18770726,2400,,,174,0,,
18770727,2400,,,1,0,,
18770728,2400,5,0,,,,
18770729,2400,,,6,0,,
18770730,2400,0,0,,,,
18770731,2400,0,0,,,,
18770801,2400,,,45,0,,
18770802,2400,,,71,0,,
18770803,2400,,,119,0,,
18770804,2400,5,0,,,,
18770805,2400,0,0,,,,
18770806,2400,2,0,,,,
18770807,2400,2,0,,,,
18770808,2400,,,255,0,,
18770809,2400,,,42,0,,
18770810,2400,,,68,0,,
18770811,2400,,,97,0,,
18770812,2400,,,388,0,,
18770813,2400,0,0,,,,
18770814,2400,,,1,0,,
18770815,2400,5,0,,,,
18770816,2400,5,0,,,,
18770817,2400,,,3,0,,
18770818,2400,8,0,,,,
18770819,2400,,,7,0,,
18770820,2400,8,0,,,,
18770821,2400,,,84,0,,
18770822,2400,,,70,0,,
18770823,2400,,,62,0,,
18770824,2400,0,0,,,,
18770825,2400,,,25,0,,
18770826,2400,,,125,0,,
18770827,2400,,,174,0,,
18770828,2400,,,9,0,,
18770829,2400,2,0,,,,
18770830,2400,8,0,,,,
18770831,2400,,,62,0,,
18770901,2400,,,67,0,,
18770902,2400,,,47,0,,
18770903,2400,,,81,0,,
18770904,2400,,,57,0,,
18770905,2400,,,11,0,,
18770906,2400,8,0,,,,
18770907,2400,,,11,0,,
18770908,2400,0,0,,,,
18770909,2400,0,0,,,,
18770910,2400,0,0,,,,
18770912,2400,,,52,0,,
18770913,2400,,,24,0,,
18770914,2400,,,40,0,,
18770915,2400,,,75,0,,
18770916,2400,,,22,0,,
18770917,2400,,,3,0,,
18770918,2400,,,28,0,,
18770919,2400,,,30,0,,
18770920,2400,,,93,0,,
18770921,2400,,,64,0,,
18770922,2400,,,18,0,,
18770923,2400,,,74,0,,
18770924,2400,,,62,0,,
18770925,2400,,,17,0,,
18770926,2400,,,1,0,,
18770927,2400,8,0,,,,
18770928,2400,2,0,,,,
18770929,2400,5,0,,,,
18770930,2400,8,0,,,,
18771001,2400,8,0,,,,
18771002,2400,,,6,0,,
18771003,2400,2,0,,,,
18771004,2400,0,0,,,,
18771005,2400,0,0,,,,
18771006,2400,0,0,,,,
18771007,2400,0,0,,,,
18771008,2400,,,10,0,,
18771009,2400,5,0,,,,
18771010,2400,,,16,0,,
18771011,2400,,,92,0,,
18771012,2400,,,12,0,,
18771013,2400,,,56,0,,
18771014,2400,,,2,0,,
18771015,2400,,,27,0,,
18771016,2400,,,105,0,,
18771017,2400,,,5,0,,
18771018,2400,,,90,0,,
18771019,2400,,,14,0,,
18771020,2400,,,69,0,,
18771021,2400,5,0,,,,
18771022,2400,5,0,,,,
18771023,2400,,,63,0,,
18771024,2400,8,0,,,,
18771025,2400,,,55,0,,
18771026,2400,,,15,0,,
18771028,2400,,,29,0,,
18771029,2400,,,65,0,,
18771030,2400,,,182,0,,
18771031,2400,,,16,0,,
18771101,2400,5,0,,,,
18771103,2400,8,0,,,,
18771104,2400,,,3,0,,
18771105,2400,5,0,,,,
18771106,2400,,,96,0,,
18771107,2400,,,46,0,,
18771108,2400,,,60,0,,
18771109,2400,,,28,0,,
18771110,2400,,,30,0,,
18771111,2400,0,0,,,,
18771112,2400,,,52,0,,
18771113,2400,,,1,0,,
18771115,2400,,,5,0,,
18771116,2400,,,9,0,,
18771117,2400,2,0,,,,
18771119,2400,,,28,0,,
18771120,2400,,,158,0,,
18771121,2400,,,7,0,,
18771122,2400,,,189,0,,
18771123,2400,,,50,0,,
18771124,2400,2,0,,,,
18771125,2400,8,0,,,,
18771126,2400,,,4,0,,
18771127,2400,,,15,0,,
18771128,2400,,,23,0,,
18771129,2400,,,15,0,,
18771202,2400,,,1,0,,
18771206,2400,,,9,0,,
18771207,2400,,,6,0,,
18771208,2400,,,92,0,,
18771210,2400,0,0,,,,
18771212,2400,,,33,0,,
18771213,2400,,,57,0,,
18771214,2400,,,8,0,,
18771215,2400,,,2,0,,
18771216,2400,,,121,0,,
18771217,2400,,,2,0,,
18771218,2400,,,24,0,,
18771219,2400,5,0,,,,
18771221,2400,2,0,,,,
18771223,2400,,,92,0,,
18771224,2400,,,32,0,,
18771225,2400,,,27,0,,
18771226,2400,,,68,0,,
18771227,2400,,,5,0,,
18771228,2400,,,7,0,,
18771229,2400,,,56,0,,
18771230,2400,,,4,0,,
18771231,2400,,,106,0,,
18780102,2400,,,8,0,,
18780103,2400,,,2,0,,
18780104,2400,,,3,0,,
18780106,2400,,,32,0,,
18780107,2400,,,42,0,,
18780108,2400,,,5,0,,
18780110,2400,,,11,0,,
18780112,2400,,,3,0,,
18780113,2400,,,7,0,,
18780114,2400,,,43,0,,
18780115,2400,,,41,0,,
18780116,2400,,,47,0,,
18780119,2400,,,1,0,,
18780121,2400,,,65,0,,
18780122,2400,,,49,0,,
18780123,2400,,,14,0,,
18780124,2400,,,2,0,,
18780125,2400,,,40,0,,
18780126,2400,,,1,0,,
18780129,2400,,,4,0,,
18780131,2400,,,9,0,,
18780201,2400,,,8,0,,
18780202,2400,,,5,0,,
18780203,2400,,,5,0,,
18780204,2400,8,0,,,,
18780205,2400,10,0,,,,
18780212,2400,,,1,0,,
18780213,2400,,,32,0,,
18780214,2400,,,1,0,,
18780216,2400,,,10,0,,
18780217,2400,,,2,0,,
18780218,2400,,,35,0,,
18780220,2400,,,5,0,,
18780223,2400,10,0,,,,
18780225,2400,,,19,0,,
18780226,2400,,,41,0,,
18780227,2400,,,11,0,,
18780228,2400,,,90,0,,
18780302,2400,,,1,0,,
18780303,2400,,,10,0,,
18780304,2400,,,3,0,,
18780306,2400,,,21,0,,
18780307,2400,,,52,0,,
18780308,2400,,,6,0,,
18780309,2400,5,0,,,,
18780310,2400,,,11,0,,
18780312,2400,,,3,0,,
18780313,2400,,,1,0,,
18780314,2400,,,8,0,,
18780315,2400,,,75,0,,
18780316,2400,,,39,0,,
18780317,2400,,,11,0,,
18780318,2400,2,0,,,,
18780319,2400,,,1,0,,
18780321,2400,,,24,0,,
18780322,2400,,,62,0,,
18780323,2400,,,42,0,,
18780324,2400,,,1,0,,
18780325,2400,,,2,0,,
18780326,2400,,,40,0,,
18780328,2400,5,0,,,,
18780329,2400,,,4,0,,
18780331,2400,8,0,,,,
18780401,2400,,,92,0,,
18780402,2400,,,80,0,,
18780403,2400,,,45,0,,
18780404,2400,,,58,0,,
18780405,2400,,,10,0,,
18780406,2400,,,3,0,,
18780407,2400,,,5,0,,
18780408,2400,0,0,,,,
18780409,2400,5,0,,,,
18780410,2400,0,0,,,,
18780411,2400,0,0,,,,
18780412,2400,,,5,0,,
18780413,2400,0,0,,,,
18780414,2400,2,0,,,,
18780415,2400,2,0,,,,
18780416,2400,0,0,,,,
18780417,2400,,,32,0,,
18780418,2400,,,4,0,,
18780419,2400,,,3,0,,
18780420,2400,5,0,,,,
18780421,2400,,,64,0,,
18780422,2400,,,10,0,,
18780423,2400,,,73,0,,
18780424,2400,0,0,,,,
