Haarlem(62_G)  NB "52° 23'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FK  Windkracht  :  Meestal in Bft  (Onbekend). ;  FK  Wind power  :  usual in Bft  (Unknown).

DATUM,tijd,DD,Q_DD,FK,Q_FK
18500714,700,ONO,0,20,0
18500714,1300,NO,0,20,0
18500714,2200,NO,0,20,0
18500715,700,O,0,20,0
18500715,1300,O,0,20,0
18500715,2200,ONO,0,20,0
18500716,700,ONO,0,20,0
18500716,1300,ONO,0,20,0
18500716,2200,NNO,0,20,0
18500717,700,,,20,0
18500717,1300,NO,0,20,0
18500717,2200,ZZO,0,0,0
18500718,700,Z,0,20,0
18500718,1300,,,20,0
18500718,2200,ZW,0,20,0
18500719,700,ZW,0,20,0
18500719,1300,ZW,0,20,0
18500719,2200,W,0,0,0
18500720,700,NW,0,40,0
18500720,1300,NW,0,20,0
18500720,2200,NNO,0,20,0
18500721,700,,,20,0
18500721,1300,,,20,0
18500721,2200,,,20,0
18500722,700,ZO,0,20,0
18500722,1300,NO,0,20,0
18500722,2200,NNO,0,20,0
18500723,700,,,20,0
18500723,1300,NO,0,20,0
18500723,2200,OZO,0,10,0
18500724,700,WZW,0,20,0
18500724,1300,ZW,0,20,0
18500724,2200,ZW,0,20,0
18500725,700,ZZW,0,20,0
18500725,1300,ZZO,0,20,0
18500725,2200,ZO,0,20,0
18500726,700,,,40,0
18500726,1300,,,50,0
18500726,2200,WZW,0,40,0
18500727,700,,,20,0
18500727,1300,,,20,0
18500727,2200,ZO,0,20,0
18500728,700,ZO,0,20,0
18500728,1300,ZO,0,20,0
18500728,2200,,,30,0
18500729,700,N,0,20,0
18500729,1300,,,20,0
18500729,2200,,,40,0
18500730,700,,,20,0
18500730,1300,N,0,20,0
18500730,2200,,,20,0
18500731,700,NW,0,0,0
18500731,1300,ZW,0,0,0
18500731,2200,NW,0,20,0
18500801,700,NNW,0,20,0
18500801,1300,,,20,0
18500801,2200,NNW,0,20,0
18500802,700,NNW,0,20,0
18500802,1300,,,20,0
18500802,2200,W,0,20,0
18500803,700,,,20,0
18500803,1300,,,20,0
18500803,2200,ZW,0,0,0
18500804,700,Z,0,20,0
18500804,1300,Z,0,20,0
18500804,2200,WZW,0,0,0
18500805,700,,,20,0
18500805,1300,,,20,0
18500805,2200,ZO,0,20,0
18500806,700,ZW,0,20,0
18500806,1300,ZW,0,20,0
18500806,2200,N,0,30,0
18500807,700,WNW,0,40,0
18500807,1300,NNW,0,60,0
18500807,2200,,,20,0
18500808,700,,,20,0
18500808,1300,,,20,0
18500808,2200,Z,0,20,0
18500809,700,,,40,0
18500809,1300,ZW,0,60,0
18500809,2200,,,60,0
18500810,700,,,40,0
18500810,1300,WZW,0,40,0
18500810,2200,,,30,0
18500811,700,Z,0,20,0
18500811,1300,,,20,0
18500811,2200,ZW,0,20,0
18500812,700,ZW,0,20,0
18500812,1300,NO,0,20,0
18500812,2200,NW,0,20,0
18500813,700,Z,0,0,0
18500813,1300,Z,0,0,0
18500813,2200,NO,0,0,0
18500814,700,NNW,0,20,0
18500814,1300,N,0,40,0
18500814,2200,N,0,40,0
18500815,700,N,0,40,0
18500815,1300,,,40,0
18500815,2200,NNW,0,40,0
18500816,700,NNW,0,40,0
18500816,1300,,,40,0
18500816,2200,N,0,60,0
18500817,700,NW,0,40,0
18500817,1300,W,0,0,0
18500817,2200,NW,0,20,0
18500818,700,,,20,0
18500818,1300,ZW,0,20,0
18500818,2200,,,60,0
18500819,700,WNW,0,40,0
18500819,1300,W,0,40,0
18500819,2200,W,0,40,0
18500820,700,,,40,0
18500820,1300,ZW,0,40,0
18500820,2200,ZW,0,40,0
18500821,700,Z,0,40,0
18500821,1300,,,20,0
18500821,2200,ZO,0,30,0
18500822,700,ZW,0,40,0
18500822,1300,,,20,0
18500822,2200,Z,0,10,0
18500823,700,ZZO,0,0,0
18500823,1300,ZZW,0,0,0
18500823,2200,ZW,0,0,0
18500824,700,,,0,0
18500824,1300,,,0,0
18500824,2200,Z,0,0,0
18500825,700,,,20,0
18500825,1300,,,40,0
18500825,2200,,,60,0
18500826,700,,,60,0
18500826,1300,ZW,0,60,0
18500826,2200,WNW,0,0,0
18500827,700,,,0,0
18500827,1300,,,20,0
18500827,2200,ZW,0,40,0
18500828,700,NNW,0,40,0
18500828,1300,NW,0,40,0
18500828,2200,NW,0,0,0
18500829,700,ZW,0,20,0
18500829,1300,,,40,0
18500829,2200,,,40,0
18500830,700,NW,0,30,0
18500830,1300,NW,0,20,0
18500830,2200,,,20,0
18500831,700,ZW,0,0,0
18500831,1300,ZW,0,20,0
18500831,2200,NW,0,0,0
18500901,700,W,0,0,0
18500901,1300,W,0,20,0
18500901,2200,NW,0,0,0
18500902,700,ZW,0,0,0
18500902,1300,ZW,0,20,0
18500902,2200,WZW,0,20,0
18500903,700,ZW,0,20,0
18500903,1300,ZW,0,30,0
18500903,2200,NW,0,20,0
18500904,700,NW,0,20,0
18500904,1300,NW,0,30,0
18500904,2200,,,30,0
18500905,700,,,30,0
18500905,1300,NW,0,20,0
18500905,2200,,,0,0
18500906,700,,,30,0
18500906,1300,NW,0,30,0
18500906,2200,,,20,0
18500907,700,NW,0,20,0
18500907,1300,NW,0,20,0
18500907,2200,,,20,0
18500908,700,NW,0,20,0
18500908,1300,NW,0,20,0
18500908,2200,NW,0,20,0
18500909,700,NW,0,20,0
18500909,1300,NW,0,20,0
18500909,2200,NW,0,0,0
18500910,700,NW,0,0,0
18500910,1300,NW,0,0,0
18500910,2200,NW,0,20,0
18500911,700,NO,0,0,0
18500911,1300,NO,0,20,0
18500911,2200,,,20,0
18500912,700,ZO,0,20,0
18500912,1300,O,0,20,0
18500912,2200,O,0,20,0
18500913,700,,,20,0
18500913,1300,N,0,30,0
18500913,2200,,,20,0
18500914,700,,,20,0
18500914,1300,NO,0,20,0
18500914,2200,NO,0,20,0
18500915,700,,,20,0
18500915,1300,,,20,0
18500915,2200,,,20,0
18500916,700,NO,0,20,0
18500916,1300,,,20,0
18500916,2200,,,30,0
18500917,700,,,40,0
18500917,1300,,,20,0
18500917,2200,,,20,0
18500918,700,,,40,0
18500918,1300,,,20,0
18500918,2200,ONO,0,20,0
18500919,700,OZO,0,20,0
18500919,1300,ZW,0,20,0
18500919,2200,ZO,0,20,0
18500920,700,,,20,0
18500920,1300,,,20,0
18500920,2200,,,20,0
18500921,700,ZO,0,20,0
18500921,1300,Z,0,40,0
18500921,2200,ZZO,0,20,0
18500922,700,ZW,0,0,0
18500922,1300,,,0,0
18500922,2200,,,20,0
18500923,700,,,20,0
18500923,1300,OZO,0,20,0
18500923,2200,ONO,0,20,0
18500924,700,OZO,0,20,0
18500924,1300,ZZO,0,20,0
18500924,2200,W,0,0,0
18500925,700,ZW,0,0,0
18500925,1300,,,20,0
18500925,2200,ZW,0,0,0
18500926,700,,,0,0
18500926,1300,ZZW,0,20,0
18500926,2200,ZO,0,40,0
18500927,700,Z,0,20,0
18500927,1300,,,40,0
18500927,2200,ZW,0,20,0
18500928,700,Z,0,40,0
18500928,1300,ZW,0,40,0
18500928,2200,W,0,20,0
18500929,700,WZW,0,20,0
18500929,1300,,,20,0
18500929,2200,ZW,0,40,0
18500930,700,,,40,0
18500930,1300,ZW,0,50,0
18500930,2200,WZW,0,40,0
18501001,700,ZZO,0,40,0
18501001,1300,,,0,0
18501001,2200,N,0,0,0
18501002,700,NNO,0,20,0
18501002,1300,NO,0,20,0
18501002,2200,NO,0,0,0
18501003,700,ZZO,0,0,0
18501003,1300,ZW,0,0,0
18501003,2200,ZZO,0,0,0
18501004,700,ZO,0,0,0
18501004,1300,Z,0,0,0
18501004,2200,ZZO,0,0,0
18501005,700,,,0,0
18501005,1300,ZW,0,0,0
18501005,2200,ZW,0,2,0
18501006,700,Z,0,20,0
18501006,1300,ZW,0,20,0
18501006,2200,Z,0,2,0
18501007,700,ZO,0,50,0
18501007,1300,WZW,0,60,0
18501007,2200,ZW,0,,
18501008,700,WZW,0,,
18501008,1300,,,60,0
18501008,2200,WZW,0,30,0
18501009,700,NNW,0,0,0
18501009,1300,W,0,20,0
18501009,2200,NW,0,0,0
18501010,700,,,40,0
18501010,1300,NW,0,30,0
18501010,2200,W,0,0,0
18501011,700,ZO,0,30,0
18501011,1300,N,0,40,0
18501011,2200,N,0,40,0
18501012,700,N,0,40,0
18501012,1300,,,40,0
18501012,2200,W,0,20,0
18501013,700,W,0,20,0
18501013,1300,W,0,20,0
18501013,2200,,,20,0
18501014,700,,,30,0
18501014,1300,W,0,30,0
18501014,2200,WZW,0,50,0
18501015,700,,,40,0
18501015,1300,,,40,0
18501015,2200,WNW,0,0,0
18501016,700,,,20,0
18501016,1300,W,0,40,0
18501016,2200,,,20,0
18501017,700,,,20,0
18501017,1300,ZW,0,20,0
18501017,2200,WZW,0,30,0
18501018,700,WZW,0,20,0
18501018,1300,,,20,0
18501018,2200,,,20,0
18501019,700,,,40,0
18501019,1300,WZW,0,40,0
18501019,2200,WZW,0,20,0
18501020,700,NW,0,20,0
18501020,1300,NO,0,0,0
18501020,2200,W,0,0,0
18501021,700,NW,0,20,0
18501021,1300,NNO,0,30,0
18501021,2200,,,50,0
18501022,700,O,0,20,0
18501022,1300,NO,0,20,0
18501022,2200,NO,0,0,0
18501023,700,,,30,0
18501023,1300,ZZO,0,40,0
18501023,2200,ZO,0,30,0
18501024,700,,,20,0
18501024,1300,OZO,0,20,0
18501024,2200,ZZO,0,40,0
18501025,700,O,0,20,0
18501025,1300,NO,0,0,0
18501025,2200,,,20,0
18501026,700,NNW,0,0,0
18501026,1300,NW,0,20,0
18501026,2200,,,20,0
18501027,700,NW,0,20,0
18501027,1300,NO,0,20,0
18501027,2200,W,0,20,0
18501028,700,,,40,0
18501028,1300,,,40,0
18501028,2200,Z,0,20,0
18501029,700,NNW,0,20,0
18501029,1300,NW,0,20,0
18501029,2200,NW,0,40,0
18501030,700,ZW,0,20,0
18501030,1300,,,20,0
18501030,2200,ZW,0,40,0
18501031,700,ZW,0,20,0
18501031,1300,W,0,20,0
18501031,2200,W,0,0,0
18501101,700,ZW,0,0,0
18501101,1300,,,20,0
18501101,2200,WZW,0,20,0
18501102,700,,,20,0
18501102,1300,ZW,0,40,0
18501102,2200,ZW,0,50,0
18501103,700,ZW,0,20,0
18501103,1300,,,20,0
18501103,2200,,,20,0
18501104,700,,,40,0
18501104,2200,W,0,,
18501105,700,W,0,40,0
18501105,1300,ZW,0,60,0
18501105,2200,ZW,0,60,0
18501106,700,WZW,0,40,0
18501106,1300,,,40,0
18501106,2200,,,40,0
18501107,700,W,0,20,0
18501107,1300,,,20,0
18501107,2200,ZW,0,50,0
18501108,700,ZW,0,40,0
18501108,1300,ZW,0,40,0
18501109,700,NW,0,40,0
18501109,1300,NW,0,40,0
18501109,2200,ZW,0,20,0
18501110,700,ZW,0,20,0
18501110,1300,ZW,0,20,0
18501110,2200,ZW,0,40,0
18501111,700,ZW,0,20,0
18501111,1300,ZW,0,20,0
18501111,2200,W,0,40,0
18501112,700,,,20,0
18501112,1300,,,20,0
18501112,2200,W,0,20,0
18501113,700,,,20,0
18501113,1300,,,20,0
18501113,2200,NW,0,40,0
18501114,700,,,40,0
18501114,2200,,,20,0
18501115,700,,,20,0
18501115,1300,,,50,0
18501115,2200,W,0,0,0
18501116,700,ZO,0,0,0
18501116,1300,ZO,0,20,0
18501116,2200,,,40,0
18501117,700,,,20,0
18501117,1300,NW,0,20,0
18501117,2200,WNW,0,20,0
18501118,700,,,20,0
18501118,1300,,,20,0
18501118,2200,OZO,0,20,0
18501119,700,ZO,0,40,0
18501119,1300,ZZW,0,40,0
18501119,2200,,,30,0
18501120,700,,,40,0
18501120,1300,ZZO,0,40,0
18501120,2200,ZO,0,20,0
18501121,700,NO,0,0,0
18501121,1300,,,20,0
18501121,2200,NW,0,40,0
18501122,700,NW,0,0,0
18501122,1300,,,20,0
18501122,2200,ZO,0,40,0
18501123,700,,,20,0
18501123,1300,,,40,0
18501123,2200,W,0,20,0
18501124,700,Z,0,50,0
18501124,1300,Z,0,,
18501124,2200,Z,0,,
18501125,2200,ZW,0,,
18501126,700,,,40,0
18501126,1300,,,20,0
18501126,2200,,,0,0
18501127,700,ZO,0,20,0
18501127,1300,ZO,0,20,0
18501127,2200,NW,0,20,0
18501128,700,ONO,0,20,0
18501128,1300,NW,0,20,0
18501128,2200,NO,0,20,0
18501129,700,O,0,20,0
18501129,1300,O,0,20,0
18501129,2200,O,0,30,0
18501130,700,O,0,20,0
18501130,1300,O,0,20,0
18501130,2200,O,0,0,0
18501201,700,OZO,0,,
18501201,1300,O,0,20,0
18501201,2200,O,0,10,0
18501202,700,ZO,0,,
18501202,1300,ZO,0,20,0
18501202,2200,,,20,0
18501203,700,Z,0,20,0
18501203,1300,,,20,0
18501203,2200,ZO,0,20,0
18501204,700,,,20,0
18501204,1300,Z,0,,
18501204,2200,,,20,0
18501205,1300,W,0,,
18501205,2200,ZW,0,,
18501206,700,Z,0,,
18501206,1300,Z,0,,
18501206,2200,Z,0,,
18501207,2200,ZO,0,20,0
18501208,1300,ZW,0,20,0
18501208,2200,ZW,0,,
18501209,2200,ZO,0,,
18501210,1300,ZO,0,20,0
18501210,2200,OZO,0,20,0
18501211,700,Z,0,20,0
18501211,1300,Z,0,,
18501211,2200,ZZO,0,20,0
18501212,700,ZW,0,20,0
18501212,1300,ZW,0,20,0
18501212,2200,ZW,0,20,0
18501213,700,ZW,0,,
18501213,1300,ZO,0,20,0
18501213,2200,,,20,0
18501214,700,ZW,0,20,0
18501214,1300,,,20,0
18501214,2200,ZW,0,50,0
18501215,700,ZW,0,40,0
18501215,1300,,,40,0
18501215,2200,ZW,0,,
18501216,700,W,0,50,0
18501216,1300,WZW,0,40,0
18501216,2200,,,40,0
18501217,700,,,50,0
18501217,1300,W,0,40,0
18501217,2200,WZW,0,40,0
18501218,700,,,30,0
18501218,1300,NW,0,20,0
18501218,2200,,,20,0
18501219,700,O,0,20,0
18501219,1300,NO,0,40,0
18501219,2200,NW,0,20,0
18501220,700,ZW,0,20,0
18501220,1300,NW,0,40,0
18501220,2200,O,0,10,0
18501221,1300,ZZW,0,20,0
18501221,2200,,,20,0
18501222,700,,,20,0
18501222,1300,NNW,0,20,0
18501222,2200,NNW,0,20,0
18501223,700,Z,0,20,0
18501223,1300,,,20,0
18501223,2200,W,0,20,0
18501224,700,ZW,0,20,0
18501224,1300,ZW,0,20,0
18501224,2200,Z,0,40,0
18501225,700,,,40,0
18501225,1300,WZW,0,40,0
18501225,2200,W,0,40,0
18501226,700,,,20,0
18501226,1300,,,20,0
18501226,2200,WZW,0,20,0
18501227,700,ZW,0,20,0
18501227,1300,ZW,0,20,0
18501227,2200,,,20,0
18501228,700,ZW,0,20,0
18501228,1300,ZW,0,40,0
18501228,2200,,,50,0
18501229,700,W,0,40,0
18501229,1300,,,40,0
18501229,2200,WNW,0,50,0
