Amsterdam (Filiaal Inrichting)(123_G) "52:22:29" NB "4:56:16" OL     1.4 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phpa  Druk  :  Totale luchtdruk  (0.1 hPa). ;  Phpa  Pressuse  :  Total air pressure  (0.1 hPa).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,Phpa,Q_Phpa,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW,DP,Q_DP,EE,Q_EE,RD,Q_RD
19531126,1900,ZZW,2,4,2,10,0,10220,0,0,0,55,0,57,0,13,0,57,0,97,0,0,0,10,0,,,,,,
19531127,800,Z,2,3,2,10,0,10179,0,0,0,56,0,59,0,,,,,96,0,0,0,00,0,,,,,,
19531127,1400,ZZW,2,4,2,10,0,10171,0,0,0,85,0,97,0,,,,,84,0,0,0,00,0,,,,,,
19531127,1900,Z,2,4,2,0,0,10176,0,0,0,78,0,87,0,48,0,97,0,88,0,0,0,00,0,,,,,,
19531128,800,Z,2,4,2,1,0,10191,0,0,0,54,0,61,0,,,,,90,0,0,0,00,0,,,,,,
19531128,1400,ZZW,2,4,2,9,0,10173,0,0,0,91,0,104,0,,,,,84,0,0,0,00,0,,,,,,
19531128,1900,ZW,2,3,2,9,0,10176,0,0,0,90,0,98,0,58,0,105,0,89,0,0,0,00,0,,,,,,
19531129,800,ZW,2,4,2,10,0,10168,0,0,0,99,0,102,0,,,,,96,0,0,0,10,0,,,,,,
19531129,1400,ZW,2,4,2,9,0,10168,0,0,0,108,0,115,0,,,,,92,0,0,0,00,0,,,,,,
19531129,1900,ZW,2,4,2,0,0,10166,0,0,0,98,0,103,0,97,0,115,0,94,0,0,0,00,0,,,,,,
19531130,800,WZW,2,5,2,10,0,10142,0,0,0,106,0,113,0,,,,,92,0,0,0,00,0,,,,,,
19531130,1400,W,2,4,2,8,0,10159,0,0,0,108,0,118,0,,,,,88,0,0,0,00,0,,,,,,
19531130,1900,W,2,3,2,9,0,10186,0,0,0,89,0,106,0,99,0,119,0,79,0,0,0,00,0,,,,,,
19531201,800,ZZW,2,2,2,9,0,10250,0,0,0,74,0,82,0,,,,,89,0,0,0,00,0,,,,,,
19531201,1400,ZZW,2,3,2,9,0,10250,0,0,0,93,0,103,0,,,,,88,0,0,0,00,0,,,,,,
19531201,1900,ZW,2,3,2,0,0,10255,0,0,0,77,0,87,0,79,0,108,0,87,0,0,0,00,0,,,,,,
19531202,800,ZZW,2,3,2,10,0,10226,0,0,0,94,0,95,0,,,,,99,0,0,0,45,0,,,,,,
19531202,1400,Z,2,3,2,5,0,10195,0,0,0,105,0,118,0,,,,,85,0,0,0,00,0,,,,,,
19531202,1900,ZZW,2,4,2,3,0,10187,0,0,0,95,0,102,0,76,0,118,0,91,0,0,0,00,0,,,,,,
19531203,800,Z,2,3,2,4,0,10144,0,0,0,90,0,95,0,,,,,94,0,0,0,00,0,,,,,,
19531203,1400,Z,2,4,2,10,0,10111,0,0,0,103,0,115,0,,,,,86,0,0,0,00,0,,,,,,
19531203,1900,Z,2,4,2,7,0,10095,0,0,0,109,0,119,0,84,0,119,0,89,0,0,0,00,0,,,,,,
19531204,800,ZZW,2,4,2,3,0,10128,0,0,0,101,0,109,0,,,,,90,0,0,0,00,0,,,,,,
19531204,1400,ZZW,2,3,2,5,0,10138,0,0,0,117,0,128,0,,,,,86,0,0,0,00,0,,,,,,
19531204,1900,ZZW,2,3,2,10,0,10151,0,0,0,106,0,117,0,104,0,131,0,87,0,0,0,00,0,,,,,,
19531205,800,NO,2,3,2,10,0,10235,0,0,0,87,0,88,0,,,,,99,0,0,0,45,0,,,,,,
19531205,1400,ONO,2,4,2,10,0,10248,0,0,0,82,0,87,0,,,,,93,0,0,0,00,0,,,,,,
19531205,1900,O,2,4,2,10,0,10266,0,0,0,81,0,84,0,84,0,117,0,96,0,0,0,10,0,,,,,,
19531206,800,O,2,3,2,10,0,10276,0,3,0,66,0,66,0,,,,,100,0,0,0,45,0,,,,,,
19531206,1400,O,2,4,2,10,0,10274,0,1,0,70,0,70,0,,,,,100,0,0,0,45,0,,,,,,
19531206,1900,O,2,4,2,10,0,10276,0,1,0,73,0,73,0,58,0,84,0,100,0,0,0,45,0,,,,,,
19531207,800,O,2,3,2,10,0,10240,0,0,0,64,0,65,0,,,,,99,0,0,0,45,0,,,,,,
19531207,1400,O,2,3,2,10,0,10224,0,0,0,68,0,72,0,,,,,94,0,0,0,00,0,,,,,,
19531207,1900,O,2,3,2,10,0,10200,0,0,0,65,0,71,0,63,0,75,0,91,0,0,0,00,0,,,,,,
19531208,800,ZZO,2,2,2,10,0,10194,0,0,0,55,0,57,0,,,,,97,0,0,0,45,0,,,,,,
19531208,1400,Z,2,3,2,6,0,10190,0,0,0,69,0,79,0,,,,,86,0,0,0,00,0,,,,,,
19531208,1900,Z,2,3,2,0,0,10198,0,0,0,67,0,73,0,49,0,80,0,91,0,0,0,00,0,,,,,,
19531209,800,ZZW,2,2,2,10,0,10214,0,0,0,69,0,76,0,,,,,90,0,0,0,63,0,,,,,,
19531209,1400,Z,2,2,2,10,0,10215,0,3,0,85,0,90,0,,,,,93,0,0,0,10,0,,,,,,
19531209,1900,ZZW,2,2,2,10,0,10224,0,0,0,83,0,86,0,59,0,91,0,96,0,0,0,45,0,,,,,,
19531210,800,ZZW,2,2,2,10,0,10235,0,42,0,84,0,87,0,,,,,96,0,0,0,45,0,,,,,,
19531210,1400,ZW,2,2,2,9,0,10252,0,1,0,87,0,92,0,,,,,93,0,0,0,10,0,,,,,,
19531210,1900,Z,2,2,2,10,0,10267,0,0,0,84,0,87,0,79,0,95,0,96,0,0,0,10,0,,,,,,
19531211,800,OZO,2,2,2,10,0,10299,0,0,0,77,0,78,0,,,,,99,0,0,0,45,0,,,,,,
19531211,1400,O,2,3,2,10,0,10299,0,0,0,74,0,76,0,,,,,98,0,0,0,45,0,,,,,,
19531211,1900,O,2,3,2,10,0,10299,0,0,0,53,0,53,0,51,0,87,0,100,0,0,0,45,0,,,,,,
19531212,800,ZO,2,3,2,10,0,10286,0,0,0,58,0,61,0,,,,,96,0,0,0,10,0,,,,,,
19531212,1400,ZO,2,3,2,10,0,10271,0,0,0,60,0,64,0,,,,,94,0,0,0,00,0,,,,,,
19531212,1900,ZO,2,2,2,10,0,10270,0,0,0,62,0,66,0,49,0,66,0,94,0,0,0,00,0,,,,,,
19531213,800,ZO,2,3,2,10,0,10248,0,0,0,56,0,61,0,,,,,93,0,0,0,00,0,,,,,,
19531213,1400,OZO,2,2,2,3,0,10228,0,0,0,66,0,72,0,,,,,91,0,0,0,00,0,,,,,,
19531213,1900,OZO,2,3,2,0,0,10218,0,0,0,52,0,55,0,55,0,72,0,96,0,0,0,10,0,,,,,,
19531214,800,ZO,2,2,2,3,0,10182,0,0,0,36,0,40,0,,,,,93,0,0,0,00,0,,,,,,
19531214,1400,ZZO,2,3,2,10,0,10163,0,0,0,49,0,56,0,,,,,89,0,0,0,00,0,,,,,,
19531214,1900,ZZO,2,3,2,10,0,10162,0,0,0,55,0,62,0,30,0,62,0,90,0,0,0,00,0,,,,,,
19531215,800,Z,2,3,2,8,0,10180,0,0,0,73,0,79,0,,,,,92,0,0,0,00,0,,,,,,
19531215,1400,Z,2,2,2,10,0,10190,0,26,0,92,0,96,0,,,,,95,0,0,0,10,0,,,,,,
19531215,1900,C,2,C,2,10,0,10210,0,1,0,97,0,98,0,59,0,98,0,99,0,0,0,45,0,,,,,,
19531216,800,ONO,2,3,2,10,0,10238,0,0,0,73,0,74,0,,,,,99,0,0,0,45,0,,,,,,
19531216,1400,O,2,3,2,10,0,10236,0,3,0,77,0,78,0,,,,,99,0,0,0,45,0,,,,,,
19531216,1900,O,2,3,2,10,0,10248,0,0,0,78,0,79,0,74,0,98,0,99,0,0,0,45,0,,,,,,
19531217,800,O,2,3,2,10,0,10250,0,0,0,54,0,56,0,,,,,97,0,0,0,45,0,,,,,,
19531217,1400,O,2,3,2,10,0,10236,0,0,0,50,0,52,0,,,,,97,0,0,0,45,0,,,,,,
19531217,1900,O,2,3,2,10,0,10230,0,0,0,45,0,47,0,47,0,79,0,97,0,0,0,45,0,,,,,,
19531218,800,ZZO,2,2,2,10,0,10194,0,0,0,35,0,39,0,,,,,93,0,0,0,45,0,,,,,,
19531218,1400,ZZW,2,2,2,7,0,10178,0,0,0,48,0,56,0,,,,,88,0,0,0,10,0,,,,,,
19531218,1900,Z,2,2,2,9,0,10163,0,0,0,46,0,53,0,34,0,58,0,89,0,0,0,10,0,,,,,,
19531219,800,Z,2,3,2,10,0,10103,0,4,0,33,0,33,0,,,,,100,0,0,0,45,0,,,,,,
19531219,1400,NO,2,3,2,10,0,10103,0,36,0,35,0,36,0,,,,,98,0,0,0,63,0,,,,,,
19531219,1900,NO,2,4,2,10,0,10143,0,22,0,42,0,45,0,25,0,53,0,96,0,0,0,10,0,,,,,,
19531220,800,NNO,2,2,2,10,0,10231,0,1,0,32,0,41,0,,,,,85,0,0,0,00,0,,,,,,
19531220,1400,NO,2,4,2,10,0,10252,0,0,0,30,0,45,0,,,,,76,0,0,0,00,0,,,,,,
19531220,1900,NNO,2,2,2,9,0,10276,0,0,0,22,0,36,0,35,0,52,0,77,0,0,0,00,0,,,,,,
19531221,800,ZZO,2,2,2,3,0,10284,0,0,0,27,0,34,0,,,,,88,0,0,0,00,0,,,,,,
19531221,1400,ZZW,2,3,2,9,0,10260,0,0,0,14,0,23,0,,,,,84,0,0,0,00,0,,,,,,
19531221,1900,ZZW,2,4,2,10,0,10251,0,0,0,12,0,20,0,14,0,36,0,85,0,0,0,00,0,,,,,,
19531222,800,Z,2,1,2,10,0,10250,0,0,0,30,0,30,0,,,,,100,0,0,0,45,0,,,,,,
19531222,1400,ZZW,2,3,2,10,0,10244,0,0,0,44,0,45,0,,,,,98,0,0,0,45,0,,,,,,
19531222,1900,Z,2,3,2,10,0,10232,0,0,0,49,0,49,0,19,0,49,0,100,0,0,0,45,0,,,,,,
19531223,800,WZW,2,2,2,10,0,10204,0,4,0,78,0,80,0,,,,,98,0,0,0,45,0,,,,,,
19531223,1400,NW,2,3,2,9,0,10214,0,0,0,86,0,94,0,,,,,89,0,0,0,00,0,,,,,,
19531223,1900,ZZW,2,2,2,10,0,10214,0,0,0,74,0,77,0,49,0,95,0,96,0,0,0,45,0,,,,,,
19531224,800,ZZW,2,4,2,9,0,10171,0,0,0,59,0,63,0,,,,,94,0,0,0,00,0,,,,,,
19531224,1400,ZW,2,4,2,10,0,10150,0,17,0,69,0,72,0,,,,,96,0,0,0,00,0,,,,,,
19531224,1900,WZW,2,3,2,1,0,10176,0,0,0,54,0,65,0,57,0,77,0,84,0,0,0,00,0,,,,,,
19531225,800,ZZW,2,4,2,9,0,10148,0,2,0,42,0,45,0,,,,,96,0,0,0,00,0,,,,,,
19531225,1400,ZZW,2,2,2,10,0,10130,0,46,0,46,0,49,0,,,,,96,0,0,0,00,0,,,,,,
19531225,1900,ZZW,2,2,2,9,0,10139,0,9,0,43,0,45,0,40,0,65,0,97,0,0,0,00,0,,,,,,
19531226,800,ZW,2,2,2,9,0,10218,0,1,0,45,0,48,0,,,,,96,0,0,0,00,0,,,,,,
19531226,1400,ZZW,2,3,2,10,0,10218,0,0,0,64,0,69,0,,,,,93,0,0,0,00,0,,,,,,
19531226,1900,ZZW,2,5,2,10,0,10175,0,0,0,57,0,61,0,41,0,69,0,94,0,0,0,53,0,,,,,,
19531227,800,NNW,2,4,2,5,0,10156,0,45,0,61,0,73,0,,,,,83,0,0,0,00,0,,,,,,
19531227,1400,NW,2,4,2,3,0,10184,0,2,0,57,0,77,0,,,,,72,0,0,0,00,0,,,,,,
19531227,1900,WNW,2,4,2,3,0,10202,0,4,0,54,0,64,0,52,0,92,0,86,0,0,0,00,0,,,,,,
19531228,800,NNW,2,4,2,10,0,10176,0,19,0,53,0,62,0,,,,,87,0,0,0,63,0,,,,,,
19531228,1400,NW,2,4,2,1,0,10172,0,13,0,59,0,78,0,,,,,73,0,0,0,00,0,,,,,,
19531228,1900,WNW,2,3,2,7,0,10176,0,20,0,53,0,60,0,50,0,79,0,90,0,0,0,00,0,,,,,,
19531229,800,N,2,3,2,7,0,10180,0,12,0,47,0,53,0,,,,,91,0,0,0,00,0,,,,,,
19531229,1400,N,2,3,2,1,0,10203,0,3,0,47,0,59,0,,,,,83,0,0,0,00,0,,,,,,
19531229,1900,N,2,3,2,1,0,10227,0,0,0,32,0,38,0,38,0,68,0,90,0,0,0,00,0,,,,,,
19531230,800,OZO,2,3,2,4,0,10264,0,0,0,21,0,26,0,,,,,91,0,0,0,00,0,,,,,,
19531230,1400,OZO,2,2,2,2,0,10272,0,0,0,23,0,27,0,,,,,93,0,0,0,00,0,,,,,,
19531230,1900,ZO,2,2,2,8,0,10280,0,0,0,9,0,11,0,8,0,38,0,96,0,0,0,00,0,,,,,,
19531231,800,ZZO,2,2,2,10,0,10290,0,0,0,8,0,10,0,,,,,96,0,0,0,45,0,,,,,,
19531231,1400,Z,2,1,2,10,0,10296,0,0,0,8,0,11,0,,,,,94,0,0,0,45,0,,,,,,
19531231,1900,C,2,C,2,10,0,10304,0,0,0,10,0,13,0,-1,0,13,0,94,0,0,0,10,0,,,,,,
19540101,800,,,,,6,0,10315,0,15,0,24,0,28,0,10,0,28,0,93,0,0,0,00,0,,,,,,
19540101,1400,,,,,3,0,10323,0,0,0,35,0,43,0,28,0,43,0,87,0,0,0,00,0,,,,,,
19540101,1900,,,,,10,0,10348,0,0,0,5,0,12,0,12,0,43,0,87,0,0,0,00,0,,,,,,
19540102,800,,,,,1,0,10371,0,0,0,-16,1,-12,0,-12,0,12,0,91,0,0,0,45,0,,,,,,
19540102,1400,,,,,1,0,10346,0,0,0,-1,0,9,0,-12,0,9,0,82,0,0,0,00,0,,,,,,
19540102,1900,,,,,1,0,10318,0,0,0,-2,0,9,0,-2,0,13,0,80,0,0,0,00,0,,,,,,
19540103,800,,,,,5,0,10148,0,20,0,22,0,34,0,9,0,65,0,80,0,0,0,00,0,,,,,,
19540103,1400,,,,,9,0,10106,0,7,0,25,0,30,0,22,0,44,0,91,0,1,0,85,0,,,,,,
19540103,1900,,,,,2,0,10131,0,0,0,15,0,21,0,21,0,30,0,89,0,1,0,00,0,,,,,,
19540104,800,,,,,4,0,10179,0,2,0,0,0,13,0,13,0,23,0,76,0,0,0,00,0,,,,,,
19540104,1400,,,,,10,0,10190,0,1,0,0,0,4,0,3,0,13,0,92,0,0,0,85,0,,,,,,
19540104,1900,,,,,10,0,10207,0,0,0,0,0,11,0,4,0,13,0,79,0,0,0,00,0,,,,,,
19540105,800,,,,,4,0,10224,0,0,0,-2,0,3,0,3,0,15,0,90,0,0,0,00,0,,,,,,
19540105,1400,,,,,0,0,10215,0,0,0,-7,0,6,0,-8,0,6,0,76,0,0,0,00,0,,,,,,
19540105,1900,,,,,0,0,10199,0,0,0,-14,1,-8,0,-8,0,7,0,87,0,0,0,00,0,,,,,,
19540106,800,,,,,3,0,10171,0,0,0,-40,1,-41,0,-41,0,-8,0,99,0,0,0,00,0,,,,,,
19540106,1400,,,,,10,0,10140,0,0,0,-40,1,-40,0,-41,0,-37,0,96,0,0,0,10,0,,,,,,
19540106,1900,,,,,10,0,10131,0,0,0,-45,1,-43,0,-47,0,-40,0,92,0,0,0,00,0,,,,,,
19540107,800,,,,,10,0,10152,0,8,0,-20,1,-17,0,-43,0,-17,0,92,0,1,0,45,0,,,,,,
19540107,1400,,,,,1,0,10170,0,0,0,15,0,29,0,-17,0,29,0,76,0,1,0,05,0,,,,,,
19540107,1900,,,,,1,0,10212,0,0,0,0,0,7,0,5,0,30,0,87,0,1,0,00,0,,,,,,
19540108,800,,,,,0,0,10286,0,0,0,-12,0,-11,0,-15,0,7,0,98,0,1,0,00,0,,,,,,
19540108,1400,,,,,7,0,10300,0,0,0,14,0,38,0,-11,0,38,0,60,0,1,0,05,0,,,,,,
19540108,1900,,,,,1,0,10302,0,0,0,16,0,24,0,24,0,47,0,85,0,1,0,00,0,,,,,,
19540109,800,,,,,10,0,10216,0,1,0,44,0,52,0,20,0,52,0,87,0,0,0,63,0,,,,,,
19540109,1400,,,,,10,0,10186,0,53,0,39,0,46,0,46,0,62,0,89,0,0,0,00,0,,,,,,
19540109,1900,,,,,9,0,10194,0,2,0,18,0,27,0,27,0,46,0,84,0,0,0,00,0,,,,,,
19540110,800,,,,,3,0,10160,0,18,0,25,0,29,0,25,0,60,0,93,0,0,0,00,0,,,,,,
19540110,1400,,,,,9,0,10163,0,0,0,40,0,58,0,24,0,58,0,73,0,0,0,00,0,,,,,,
19540110,1900,,,,,3,0,10144,0,0,0,50,0,62,0,58,0,62,0,82,0,0,0,00,0,,,,,,
19540111,800,,,,,10,0,10135,0,13,0,68,0,77,0,57,0,77,0,88,0,0,0,00,0,,,,,,
19540111,1400,,,,,10,0,10150,0,0,0,66,0,79,0,77,0,79,0,82,0,0,0,00,0,,,,,,
19540111,1900,,,,,10,0,10164,0,0,0,68,0,75,0,72,0,79,0,90,0,0,0,53,0,,,,,,
19540112,800,,,,,10,0,10171,0,3,0,66,0,73,0,73,0,75,0,90,0,0,0,10,0,,,,,,
19540112,1400,,,,,10,0,10166,0,0,0,66,0,77,0,73,0,77,0,85,0,0,0,00,0,,,,,,
19540112,1900,,,,,10,0,10152,0,0,0,52,0,65,0,65,0,77,0,81,0,0,0,00,0,,,,,,
19540113,800,,,,,9,0,10059,0,2,0,42,0,49,0,49,0,65,0,89,0,0,0,05,0,,,,,,
19540113,1400,,,,,10,0,9972,0,12,0,61,0,65,0,47,0,65,0,94,0,0,0,63,0,,,,,,
19540113,1900,,,,,10,0,9864,0,29,0,60,0,67,0,65,0,68,0,90,0,0,0,63,0,,,,,,
19540114,800,,,,,3,0,9944,0,30,0,42,0,60,0,30,0,67,0,74,0,0,0,00,0,,,,,,
19540114,1400,,,,,7,0,9955,0,0,0,51,0,73,0,60,0,73,0,69,0,0,0,00,0,,,,,,
19540114,1900,,,,,10,0,9964,0,8,0,59,0,70,0,68,0,73,0,84,0,0,0,63,0,,,,,,
19540115,800,,,,,10,0,9967,0,1,0,74,0,80,0,70,0,81,0,92,0,0,0,05,0,,,,,,
19540115,1400,,,,,10,0,9927,0,3,0,102,0,115,0,80,0,115,0,85,0,0,0,00,0,,,,,,
19540115,1900,,,,,9,0,9948,0,6,0,72,0,105,0,103,0,123,0,59,0,0,0,00,0,,,,,,
19540116,800,,,,,10,0,10063,0,3,0,61,0,83,0,82,0,105,0,70,0,0,0,00,0,,,,,,
19540116,1400,,,,,3,0,10130,0,0,0,57,0,83,0,80,0,85,0,65,0,0,0,00,0,,,,,,
19540116,1900,,,,,9,0,10164,0,0,0,54,0,77,0,76,0,83,0,68,0,0,0,00,0,,,,,,
19540117,800,,,,,3,0,10175,0,0,0,53,0,65,0,63,0,77,0,83,0,0,0,00,0,,,,,,
19540117,1400,,,,,9,0,10172,0,1,0,53,0,69,0,37,0,75,0,77,0,0,0,00,0,,,,,,
19540117,1900,,,,,9,0,10230,0,3,0,44,0,65,0,48,0,69,0,70,0,0,0,00,0,,,,,,
19540118,800,,,,,0,0,10327,0,0,0,48,0,55,0,48,0,75,0,89,0,0,0,10,0,,,,,,
19540118,1400,,,,,7,0,10334,0,0,0,62,0,79,0,55,0,79,0,76,0,0,0,00,0,,,,,,
19540118,1900,,,,,10,0,10324,0,0,0,54,0,60,0,60,0,79,0,91,0,0,0,00,0,,,,,,
19540119,800,,,,,10,0,10244,0,0,0,30,0,38,0,38,0,60,0,87,0,0,0,05,0,,,,,,
19540119,1400,,,,,9,0,10178,0,0,0,42,0,54,0,38,0,54,0,82,0,0,0,05,0,,,,,,
19540119,1900,,,,,10,0,10130,0,11,0,58,0,63,0,54,0,63,0,93,0,0,0,00,0,,,,,,
19540120,800,,,,,10,0,10131,0,1,0,79,0,93,0,63,0,103,0,82,0,0,0,05,0,,,,,,
19540120,1400,,,,,10,0,10140,0,0,0,76,0,90,0,90,0,94,0,81,0,0,0,00,0,,,,,,
19540120,1900,,,,,10,0,10130,0,41,0,71,0,74,0,74,0,90,0,96,0,0,0,63,0,,,,,,
19540121,800,,,,,10,0,10178,0,23,0,28,0,33,0,30,0,74,0,92,0,0,0,05,0,,,,,,
19540121,1400,,,,,9,0,10198,0,3,0,50,0,67,0,33,0,67,0,76,0,0,0,00,0,,,,,,
19540121,1900,,,,,1,0,10226,0,0,0,39,0,57,0,56,0,67,0,73,0,0,0,00,0,,,,,,
19540122,800,,,,,10,0,10295,0,0,0,14,0,24,0,24,0,57,0,82,0,0,0,00,0,,,,,,
19540122,1400,,,,,10,0,10322,0,0,0,13,0,29,0,24,0,29,0,73,0,0,0,00,0,,,,,,
19540122,1900,,,,,6,0,10338,0,0,0,10,0,19,0,19,0,29,0,84,0,0,0,00,0,,,,,,
19540123,800,,,,,9,0,10356,0,0,0,5,0,18,0,17,0,19,0,77,0,0,0,00,0,,,,,,
19540123,1400,,,,,1,0,10352,0,0,0,-6,0,3,0,3,0,19,0,83,0,0,0,00,0,,,,,,
19540123,1900,,,,,0,0,10351,0,0,0,-15,0,-1,0,-1,0,6,0,74,0,0,0,00,0,,,,,,
19540124,800,,,,,1,0,10347,0,0,0,-45,1,-39,0,-39,0,-1,0,83,0,0,0,00,0,,,,,,
19540124,1400,,,,,1,0,10326,0,0,0,-20,0,3,0,-39,0,3,0,59,0,0,0,00,0,,,,,,
19540124,1900,,,,,1,0,10304,0,0,0,-18,1,-7,0,-7,0,3,0,78,0,0,0,00,0,,,,,,
19540125,800,,,,,0,0,10239,0,0,0,-57,1,-50,0,-50,0,-7,0,78,0,0,0,00,0,,,,,,
19540125,1400,,,,,0,0,10203,0,0,0,-32,1,-7,0,-50,0,-7,0,50,0,0,0,00,0,,,,,,
19540125,1900,,,,,0,0,10186,0,0,0,-45,1,-25,0,-25,0,-5,0,55,0,0,0,00,0,,,,,,
19540126,800,,,,,0,0,10175,0,0,0,-56,1,-53,0,-53,0,-25,0,88,0,0,0,00,0,,,,,,
19540126,1400,,,,,0,0,10171,0,0,0,-56,1,-44,0,-54,0,-44,0,68,0,0,0,00,0,,,,,,
19540126,1900,,,,,0,0,10199,0,0,0,-77,1,-67,0,-67,0,-43,0,67,0,0,0,00,0,,,,,,
19540127,800,,,,,0,0,10228,0,0,0,-77,1,-75,0,-80,0,-67,0,88,0,0,0,05,0,,,,,,
19540127,1400,,,,,0,0,10215,0,0,0,-58,1,-45,0,-78,0,-45,0,65,0,0,0,00,0,,,,,,
19540127,1900,,,,,0,0,10202,0,0,0,-60,1,-48,0,-48,0,-39,0,67,0,0,0,00,0,,,,,,
19540128,800,,,,,8,0,10132,0,0,0,-95,1,-85,0,-85,0,-48,0,63,0,0,0,00,0,,,,,,
19540128,1400,,,,,0,0,10104,0,0,0,-73,1,-60,0,-87,0,-60,0,61,0,0,0,05,0,,,,,,
19540128,1900,,,,,4,0,10094,0,0,0,-67,1,-59,0,-60,0,-53,0,74,0,0,0,00,0,,,,,,
19540129,800,,,,,0,0,10082,0,0,0,-73,1,-67,0,-67,0,-59,0,78,0,0,0,05,0,,,,,,
19540129,1400,,,,,1,0,10083,0,0,0,-29,1,-19,0,-67,0,-19,0,77,0,0,0,00,0,,,,,,
19540129,1900,,,,,0,0,10114,0,0,0,-47,1,-37,0,-37,0,-17,0,74,0,0,0,00,0,,,,,,
19540130,800,,,,,2,0,10190,0,0,0,-66,1,-63,0,-64,0,-37,0,87,0,0,0,00,0,,,,,,
19540130,1400,,,,,3,0,10214,0,0,0,-45,1,-35,0,-63,0,-35,0,74,0,0,0,00,0,,,,,,
19540130,1900,,,,,2,0,10239,0,0,0,-62,1,-56,0,-56,0,-32,0,80,0,0,0,00,0,,,,,,
19540131,800,,,,,0,0,10278,0,0,0,-95,1,-89,0,-91,0,-56,0,74,0,0,0,00,0,,,,,,
19540131,1400,,,,,1,0,10274,0,0,0,-64,1,-48,0,-89,0,-48,0,57,0,0,0,00,0,,,,,,
19540131,1900,,,,,0,0,10278,0,0,0,-70,1,-64,0,-64,0,-44,0,78,0,0,0,00,0,,,,,,
19540201,800,,,,,0,0,10270,0,0,0,-110,1,-104,0,-104,0,-64,0,71,0,0,0,00,0,,,,,,
19540201,1400,,,,,0,0,10255,0,0,0,-92,1,-80,0,-106,0,-80,0,59,0,0,0,00,0,,,,,,
19540201,1900,,,,,0,0,10259,0,0,0,-90,1,-80,0,-80,0,-69,0,64,0,0,0,00,0,,,,,,
19540202,800,,,,,1,0,10260,0,0,0,-115,1,-110,0,-115,0,-80,0,73,0,0,0,00,0,,,,,,
19540202,1400,,,,,0,0,10259,0,0,0,-66,1,-51,0,-111,0,-51,0,59,0,0,0,00,0,,,,,,
19540202,1900,,,,,0,0,10286,0,0,0,-74,1,-63,0,-63,0,-44,0,66,0,0,0,00,0,,,,,,
19540203,800,,,,,0,0,10318,0,0,0,-88,1,-80,0,-87,0,-63,0,70,0,0,0,00,0,,,,,,
19540203,1400,,,,,1,0,10315,0,0,0,-31,1,-17,0,-80,0,-17,0,69,0,0,0,00,0,,,,,,
