Amsterdam (Filiaal Inrichting)(123_G) "52:22:29" NB "4:56:16" OL     1.4 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phpa  Druk  :  Totale luchtdruk  (0.1 hPa). ;  Phpa  Pressuse  :  Total air pressure  (0.1 hPa).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,Phpa,Q_Phpa,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW,DP,Q_DP,EE,Q_EE,RD,Q_RD
19530919,1900,ZW,2,1,2,1,0,10086,0,0,0,149,0,168,0,146,0,181,0,80,0,0,0,00,0,,,,,,
19530920,800,Z,2,4,2,10,0,10014,0,0,0,124,0,140,0,,,,,82,0,0,0,00,0,,,,,,
19530920,1400,ZZW,2,3,2,7,0,10004,0,9,0,152,0,159,0,,,,,92,0,0,0,00,0,,,,,,
19530920,1900,ZW,2,2,2,4,0,10043,0,3,0,140,0,153,0,132,0,168,0,86,0,0,0,00,0,,,,,,
19530921,800,Z,2,5,2,9,0,9999,0,0,0,124,0,136,0,,,,,87,0,0,0,00,0,,,,,,
19530921,1400,ZZW,2,5,2,9,0,9962,0,10,0,141,0,157,0,,,,,84,0,0,0,00,0,,,,,,
19530921,1900,ZZW,2,4,2,5,0,9952,0,10,0,127,0,142,0,124,0,166,0,84,0,0,0,00,0,,,,,,
19530922,800,ZZW,2,7,2,10,0,9954,0,42,0,110,0,119,0,,,,,90,0,0,0,00,0,,,,,,
19530922,1400,ZZW,2,5,2,9,0,9986,0,32,0,126,0,134,0,,,,,91,0,0,0,00,0,,,,,,
19530922,1900,ZZW,2,5,2,7,0,10019,0,34,0,123,0,136,0,113,0,144,0,86,0,0,0,00,0,,,,,,
19530923,800,ZZW,2,5,2,9,0,9954,0,23,0,127,0,141,0,,,,,85,0,0,0,00,0,,,,,,
19530923,1400,ZW,2,5,2,7,0,9958,0,3,0,137,0,161,0,,,,,75,0,0,0,00,0,,,,,,
19530923,1900,ZW,2,4,2,10,0,9992,0,0,0,125,0,137,0,121,0,163,0,87,0,0,0,00,0,,,,,,
19530924,800,ZZW,2,3,2,1,0,10072,0,105,0,110,0,120,0,,,,,89,0,0,0,00,0,,,,,,
19530924,1400,ZW,2,3,2,8,0,10086,0,0,0,136,0,162,0,,,,,73,0,0,0,00,0,,,,,,
19530924,1900,ZZW,2,2,2,7,0,10100,0,50,0,127,0,140,0,105,0,165,0,86,0,0,0,00,0,,,,,,
19530925,800,ZZW,2,3,2,3,0,10128,0,1,0,124,0,135,0,,,,,88,0,0,0,00,0,,,,,,
19530925,1400,WZW,2,4,2,4,0,10143,0,0,0,145,0,169,0,,,,,73,0,0,0,00,0,,,,,,
19530925,1900,WZW,2,2,2,0,0,10171,0,0,0,148,0,153,0,111,0,170,0,94,0,0,0,00,0,,,,,,
19530926,800,ZZW,2,2,2,10,0,10208,0,2,0,119,0,125,0,,,,,94,0,0,0,45,0,,,,,,
19530926,1400,ZZW,2,2,2,1,0,10198,0,0,0,153,0,176,0,,,,,77,0,0,0,00,0,,,,,,
19530926,1900,NNO,2,1,2,0,0,10195,0,0,0,142,0,153,0,110,0,178,0,88,0,0,0,00,0,,,,,,
19530927,800,O,2,1,2,8,0,10146,0,0,0,127,0,135,0,,,,,91,0,0,0,00,0,,,,,,
19530927,1400,OZO,2,3,2,2,0,10100,0,0,0,153,0,176,0,,,,,77,0,0,0,00,0,,,,,,
19530927,1900,Z,2,1,2,8,0,10079,0,0,0,170,0,183,0,128,0,195,0,87,0,0,0,00,0,,,,,,
19530928,800,ZW,2,3,2,9,0,10088,0,0,0,142,0,158,0,,,,,83,0,0,0,00,0,,,,,,
19530928,1400,W,2,5,2,3,0,10120,0,0,0,122,0,148,0,,,,,72,0,0,0,00,0,,,,,,
19530928,1900,WNW,2,4,2,10,0,10175,0,1,0,114,0,138,0,134,0,183,0,73,0,0,0,00,0,,,,,,
19530929,800,ZZW,2,2,2,2,0,10232,0,0,0,115,0,134,0,,,,,78,0,0,0,00,0,,,,,,
19530929,1400,WZW,2,4,2,3,0,10232,0,0,0,121,0,157,0,,,,,63,0,0,0,00,0,,,,,,
19530929,1900,ZZW,2,3,2,9,0,10234,0,0,0,123,0,142,0,125,0,160,0,79,0,0,0,53,0,,,,,,
19530930,800,ZZW,2,3,2,9,0,10243,0,6,0,131,0,140,0,,,,,91,0,0,0,00,0,,,,,,
19530930,1400,ZW,2,5,2,7,0,10246,0,0,0,145,0,165,0,,,,,79,0,0,0,00,0,,,,,,
19530930,1900,ZW,2,5,2,9,0,10250,0,0,0,141,0,154,0,131,0,173,0,86,0,0,0,00,0,,,,,,
19531001,800,WZW,2,4,2,9,0,10263,0,0,0,154,0,166,0,,,,,87,0,0,0,00,0,,,,,,
19531001,1400,ZW,2,4,2,7,0,10278,0,0,0,158,0,176,0,,,,,82,0,0,0,00,0,,,,,,
19531001,1900,ZW,2,3,2,7,0,10284,0,0,0,150,0,160,0,153,0,177,0,89,0,0,0,00,0,,,,,,
19531002,800,ZW,2,3,2,10,0,10282,0,0,0,146,0,153,0,,,,,92,0,0,0,10,0,,,,,,
19531002,1400,ZW,2,2,2,10,0,10267,0,0,0,152,0,165,0,,,,,86,0,0,0,00,0,,,,,,
19531002,1900,ZZO,2,1,2,9,0,10247,0,0,0,149,0,159,0,145,0,167,0,89,0,0,0,00,0,,,,,,
19531003,800,OZO,2,1,2,10,0,10212,0,0,0,133,0,135,0,,,,,98,0,0,0,45,0,,,,,,
19531003,1400,ZZW,2,2,2,5,0,10203,0,0,0,157,0,163,0,,,,,94,0,0,0,00,0,,,,,,
19531003,1900,W,2,2,2,0,0,10210,0,0,0,150,0,157,0,120,0,167,0,92,0,0,0,00,0,,,,,,
19531004,800,NNO,2,3,2,9,0,10230,0,1,0,121,0,125,0,,,,,96,0,0,0,63,0,,,,,,
19531004,1400,NNO,2,3,2,8,0,10252,0,0,0,110,0,137,0,,,,,70,0,0,0,00,0,,,,,,
19531004,1900,N,2,3,2,7,0,10268,0,0,0,95,0,112,0,112,0,157,0,79,0,0,0,00,0,,,,,,
19531005,800,NNW,2,3,2,9,0,10314,0,0,0,92,0,117,0,,,,,70,0,0,0,00,0,,,,,,
19531005,1400,N,2,3,2,9,0,10326,0,0,0,98,0,118,0,,,,,76,0,0,0,00,0,,,,,,
19531005,1900,NNW,2,2,2,9,0,10322,0,0,0,99,0,118,0,106,0,130,0,78,0,0,0,00,0,,,,,,
19531006,800,WNW,2,2,2,10,0,10280,0,0,0,105,0,122,0,,,,,80,0,0,0,00,0,,,,,,
19531006,1400,NNW,2,4,2,10,0,10248,0,0,0,109,0,132,0,,,,,74,0,0,0,00,0,,,,,,
19531006,1900,NW,2,2,2,6,0,10238,0,0,0,115,0,126,0,113,0,143,0,88,0,0,0,00,0,,,,,,
19531007,800,N,2,3,2,10,0,10223,0,3,0,107,0,111,0,,,,,95,0,0,0,63,0,,,,,,
19531007,1400,N,2,3,2,9,0,10218,0,0,0,107,0,131,0,,,,,73,0,0,0,00,0,,,,,,
19531007,1900,N,2,2,2,9,0,10228,0,0,0,104,0,123,0,103,0,133,0,78,0,0,0,00,0,,,,,,
19531008,800,NNO,2,2,2,9,0,10262,0,0,0,99,0,110,0,,,,,87,0,0,0,00,0,,,,,,
19531008,1400,N,2,3,2,9,0,10268,0,0,0,118,0,134,0,,,,,82,0,0,0,00,0,,,,,,
19531008,1900,N,2,2,2,10,0,10284,0,0,0,114,0,123,0,93,0,136,0,90,0,0,0,00,0,,,,,,
19531009,800,ZZW,2,2,2,9,0,10295,0,0,0,116,0,124,0,,,,,91,0,0,0,00,0,,,,,,
19531009,1400,WZW,2,3,2,9,0,10284,0,0,0,116,0,145,0,,,,,69,0,0,0,00,0,,,,,,
19531009,1900,ZZW,2,2,2,8,0,10275,0,0,0,112,0,128,0,117,0,147,0,82,0,0,0,00,0,,,,,,
19531010,800,ZZW,2,2,2,0,0,10250,0,0,0,81,0,93,0,,,,,84,0,0,0,00,0,,,,,,
19531010,1400,WZW,2,3,2,4,0,10236,0,0,0,128,0,148,0,,,,,78,0,0,0,00,0,,,,,,
19531010,1900,ZZW,2,2,2,6,0,10223,0,0,0,116,0,132,0,85,0,149,0,82,0,0,0,00,0,,,,,,
19531011,800,ZZO,2,2,2,1,0,10204,0,0,0,86,0,97,0,,,,,86,0,0,0,00,0,,,,,,
19531011,1400,O,2,2,2,0,0,10179,0,0,0,124,0,148,0,,,,,74,0,0,0,00,0,,,,,,
19531011,1900,OZO,2,3,2,0,0,10155,0,0,0,113,0,128,0,94,0,149,0,83,0,0,0,00,0,,,,,,
19531012,800,Z,2,3,2,1,0,10115,0,0,0,72,0,86,0,,,,,81,0,0,0,00,0,,,,,,
19531012,1400,Z,2,3,2,1,0,10098,0,0,0,129,0,153,0,,,,,74,0,0,0,00,0,,,,,,
19531012,1900,Z,2,2,2,10,0,10092,0,0,0,129,0,147,0,74,0,158,0,81,0,0,0,00,0,,,,,,
19531013,800,ZO,2,2,2,1,0,10048,0,0,0,108,0,123,0,,,,,83,0,0,0,00,0,,,,,,
19531013,1400,OZO,2,3,2,9,0,10010,0,0,0,128,0,171,0,,,,,58,0,0,0,00,0,,,,,,
19531013,1900,ZZO,2,3,2,9,0,10008,0,0,0,134,0,159,0,118,0,175,0,74,0,0,0,00,0,,,,,,
19531014,800,ZZW,2,3,2,10,0,10036,0,0,0,136,0,142,0,,,,,94,0,0,0,00,0,,,,,,
19531014,1400,Z,2,1,2,10,0,10048,0,0,0,143,0,154,0,,,,,88,0,0,0,00,0,,,,,,
19531014,1900,NNW,2,2,2,10,0,10075,0,0,0,138,0,145,0,140,0,159,0,93,0,0,0,10,0,,,,,,
19531015,800,N,2,3,2,10,0,10115,0,0,0,123,0,132,0,,,,,90,0,0,0,00,0,,,,,,
19531015,1400,NNO,2,3,2,10,0,10128,0,0,0,126,0,134,0,,,,,91,0,0,0,00,0,,,,,,
19531015,1900,N,2,2,2,10,0,10146,0,0,0,121,0,129,0,129,0,145,0,91,0,0,0,00,0,,,,,,
19531016,800,N,2,2,2,10,0,10186,0,0,0,122,0,128,0,,,,,94,0,0,0,00,0,,,,,,
19531016,1400,N,2,2,2,10,0,10192,0,0,0,122,0,138,0,,,,,82,0,0,0,00,0,,,,,,
19531016,1900,NNO,2,2,2,10,0,10203,0,0,0,114,0,124,0,124,0,141,0,89,0,0,0,00,0,,,,,,
19531017,800,NW,2,2,2,4,0,10219,0,0,0,102,0,107,0,,,,,94,0,0,0,00,0,,,,,,
19531017,1400,NNO,2,2,2,7,0,10228,0,0,0,121,0,134,0,,,,,86,0,0,0,00,0,,,,,,
19531017,1900,N,2,2,2,7,0,10250,0,0,0,103,0,113,0,103,0,135,0,88,0,0,0,00,0,,,,,,
19531018,800,WNW,2,1,2,3,0,10279,0,1,0,112,0,117,0,,,,,95,0,0,0,00,0,,,,,,
19531018,1400,NO,2,3,2,6,0,10282,0,0,0,121,0,141,0,,,,,78,0,0,0,00,0,,,,,,
19531018,1900,NNO,2,2,2,0,0,10291,0,0,0,107,0,113,0,100,0,142,0,93,0,0,0,00,0,,,,,,
19531019,800,NO,2,2,2,10,0,10298,0,2,0,101,0,101,0,,,,,100,0,0,0,45,0,,,,,,
19531019,1400,ONO,2,3,2,10,0,10283,0,0,0,111,0,118,0,,,,,93,0,0,0,00,0,,,,,,
19531019,1900,NO,2,3,2,10,0,10283,0,0,0,123,0,129,0,87,0,129,0,94,0,0,0,00,0,,,,,,
19531020,800,NO,2,2,2,10,0,10276,0,0,0,125,0,127,0,,,,,98,0,0,0,53,0,,,,,,
19531020,1400,NO,2,1,2,10,0,10266,0,0,0,129,0,132,0,,,,,97,0,0,0,53,0,,,,,,
19531020,1900,NNO,2,1,2,10,0,10268,0,3,0,130,0,130,0,120,0,132,0,100,0,0,0,45,0,,,,,,
19531021,800,O,2,2,2,10,0,10252,0,0,0,131,0,131,0,,,,,100,0,0,0,45,0,,,,,,
19531021,1400,NNO,2,2,2,10,0,10239,0,0,0,134,0,138,0,,,,,96,0,0,0,00,0,,,,,,
19531021,1900,NO,2,2,2,10,0,10230,0,0,0,127,0,128,0,126,0,139,0,99,0,0,0,45,0,,,,,,
19531022,800,O,2,3,2,10,0,10190,0,0,0,100,0,110,0,,,,,87,0,0,0,00,0,,,,,,
19531022,1400,ONO,2,3,2,10,0,10166,0,0,0,94,0,100,0,,,,,92,0,0,0,00,0,,,,,,
19531022,1900,O,2,2,2,10,0,10159,0,0,0,107,0,111,0,96,0,128,0,95,0,0,0,10,0,,,,,,
19531023,800,Z,2,2,2,10,0,10155,0,0,0,122,0,125,0,,,,,97,0,0,0,45,0,,,,,,
19531023,1400,Z,2,3,2,9,0,10139,0,0,0,139,0,151,0,,,,,87,0,0,0,10,0,,,,,,
19531023,1900,Z,2,3,2,8,0,10143,0,4,0,129,0,134,0,107,0,152,0,95,0,0,0,10,0,,,,,,
19531024,800,ZZW,2,3,2,5,0,10170,0,23,0,121,0,127,0,,,,,94,0,0,0,00,0,,,,,,
19531024,1400,ZZW,2,4,2,3,0,10179,0,0,0,125,0,145,0,,,,,78,0,0,0,00,0,,,,,,
19531024,1900,ZZO,2,2,2,10,0,10172,0,0,0,118,0,128,0,124,0,146,0,89,0,0,0,00,0,,,,,,
19531025,800,Z,2,3,2,2,0,10119,0,0,0,110,0,119,0,,,,,90,0,0,0,00,0,,,,,,
19531025,1400,Z,2,2,2,1,0,10124,0,0,0,153,0,166,0,,,,,86,0,0,0,00,0,,,,,,
19531025,1900,NNW,2,1,2,2,0,10138,0,0,0,129,0,135,0,111,0,167,0,94,0,0,0,00,0,,,,,,
19531026,800,ZZW,2,2,2,0,0,10150,0,0,0,108,0,115,0,,,,,92,0,0,0,45,0,,,,,,
19531026,1400,ZZW,2,3,2,9,0,10138,0,0,0,111,0,121,0,,,,,89,0,0,0,00,0,,,,,,
19531026,1900,Z,2,3,2,10,0,10128,0,0,0,103,0,108,0,106,0,135,0,94,0,0,0,10,0,,,,,,
19531027,800,Z,2,4,2,6,0,10075,0,0,0,78,0,89,0,,,,,86,0,0,0,00,0,,,,,,
19531027,1400,Z,2,3,2,2,0,10048,0,0,0,114,0,136,0,,,,,75,0,0,0,00,0,,,,,,
19531027,1900,ZZO,2,3,2,0,0,10047,0,0,0,107,0,122,0,81,0,142,0,83,0,0,0,00,0,,,,,,
19531028,800,ZW,2,2,2,9,0,10083,0,0,0,105,0,115,0,,,,,88,0,0,0,00,0,,,,,,
19531028,1400,Z,2,2,2,10,0,10100,0,0,0,118,0,137,0,,,,,79,0,0,0,00,0,,,,,,
19531028,1900,ZZW,2,2,2,10,0,10122,0,0,0,115,0,125,0,107,0,142,0,89,0,0,0,00,0,,,,,,
19531029,800,Z,2,2,2,2,0,10160,0,0,0,89,0,94,0,,,,,93,0,0,0,00,0,,,,,,
19531029,1400,ZW,2,3,2,10,0,10163,0,0,0,95,0,108,0,,,,,84,0,0,0,00,0,,,,,,
19531029,1900,ZZW,2,3,2,9,0,10167,0,0,0,83,0,92,0,84,0,125,0,88,0,0,0,00,0,,,,,,
19531030,800,ZZW,2,3,2,10,0,10152,0,0,0,71,0,74,0,,,,,96,0,0,0,45,0,,,,,,
19531030,1400,Z,2,3,2,1,0,10136,0,0,0,77,0,83,0,,,,,92,0,0,0,10,0,,,,,,
19531030,1900,ZZO,2,3,2,10,0,10128,0,0,0,79,0,87,0,66,0,92,0,89,0,0,0,00,0,,,,,,
19531031,800,ZZW,2,3,2,1,0,10122,0,3,0,72,0,78,0,,,,,92,0,0,0,00,0,,,,,,
19531031,1400,ZZW,2,4,2,1,0,10120,0,0,0,91,0,111,0,,,,,75,0,0,0,00,0,,,,,,
19531031,1900,Z,2,3,2,8,0,10111,0,0,0,74,0,86,0,72,0,111,0,84,0,0,0,00,0,,,,,,
19531101,800,Z,2,5,2,6,0,10047,0,8,0,90,0,99,0,,,,,88,0,0,0,00,0,,,,,,
19531101,1400,Z,2,5,2,9,0,10008,0,0,0,113,0,132,0,,,,,78,0,0,0,00,0,,,,,,
19531101,1900,Z,2,5,2,8,0,9974,0,0,0,104,0,127,0,75,0,133,0,74,0,0,0,00,0,,,,,,
19531102,800,ZZW,2,5,2,7,0,9960,0,19,0,81,0,92,0,,,,,86,0,0,0,00,0,,,,,,
19531102,1400,ZZW,2,5,2,3,0,9988,0,0,0,81,0,100,0,,,,,75,0,0,0,00,0,,,,,,
19531102,1900,Z,2,3,2,10,0,9995,0,0,0,78,0,96,0,85,0,127,0,76,0,0,0,00,0,,,,,,
19531103,800,Z,2,2,2,9,0,10059,0,14,0,76,0,82,0,,,,,92,0,0,0,00,0,,,,,,
19531103,1400,ZZW,2,2,2,9,0,10080,0,0,0,93,0,107,0,,,,,83,0,0,0,00,0,,,,,,
19531103,1900,ZZW,2,2,2,3,0,10098,0,0,0,83,0,92,0,79,0,108,0,88,0,0,0,00,0,,,,,,
19531104,800,Z,2,4,2,10,0,10083,0,0,0,62,0,68,0,,,,,91,0,0,0,00,0,,,,,,
19531104,1400,ZZW,2,3,2,10,0,10095,0,9,0,75,0,78,0,,,,,96,0,0,0,53,0,,,,,,
19531104,1900,NW,2,2,2,4,0,10143,0,1,0,77,0,92,0,54,0,95,0,80,0,0,0,00,0,,,,,,
19531105,800,Z,2,2,2,10,0,10188,0,0,0,67,0,76,0,,,,,88,0,0,0,00,0,,,,,,
19531105,1400,Z,2,2,2,10,0,10170,0,0,0,78,0,90,0,,,,,84,0,0,0,00,0,,,,,,
19531105,1900,OZO,2,2,2,10,0,10167,0,0,0,74,0,79,0,69,0,93,0,93,0,0,0,10,0,,,,,,
19531106,800,NW,2,3,2,8,0,10224,0,17,0,70,0,89,0,,,,,74,0,0,0,00,0,,,,,,
19531106,1400,N,2,3,2,8,0,10267,0,7,0,85,0,101,0,,,,,79,0,0,0,63,0,,,,,,
19531106,1900,W,2,2,2,0,0,10291,0,0,0,74,0,90,0,74,0,108,0,78,0,0,0,00,0,,,,,,
19531107,800,ZZW,2,4,2,4,0,10258,0,0,0,54,0,60,0,,,,,91,0,0,0,00,0,,,,,,
19531107,1400,ZZW,2,5,2,10,0,10216,0,0,0,75,0,90,0,,,,,80,0,0,0,00,0,,,,,,
19531107,1900,ZZW,2,5,2,10,0,10199,0,0,0,81,0,94,0,57,0,94,0,82,0,0,0,00,0,,,,,,
19531108,800,ZZW,2,3,2,3,0,10211,0,2,0,89,0,92,0,,,,,96,0,0,0,00,0,,,,,,
19531108,1400,ZZW,2,3,2,9,0,10208,0,0,0,111,0,125,0,,,,,85,0,0,0,00,0,,,,,,
19531108,1900,ZZW,2,4,2,10,0,10191,0,0,0,104,0,110,0,90,0,125,0,93,0,0,0,63,0,,,,,,
19531109,800,ZZW,2,4,2,10,0,10156,0,0,0,81,0,89,0,,,,,89,0,0,0,00,0,,,,,,
19531109,1400,ZZW,2,4,2,10,0,10154,0,0,0,87,0,97,0,,,,,87,0,0,0,00,0,,,,,,
19531109,1900,ZW,2,4,2,10,0,10167,0,0,0,89,0,94,0,86,0,110,0,93,0,0,0,53,0,,,,,,
19531110,800,WZW,2,2,2,4,0,10250,0,15,0,78,0,92,0,,,,,81,0,0,0,00,0,,,,,,
19531110,1400,WZW,2,3,2,2,0,10266,0,0,0,89,0,110,0,,,,,74,0,0,0,00,0,,,,,,
19531110,1900,ZZW,2,3,2,1,0,10270,0,0,0,73,0,84,0,84,0,110,0,86,0,0,0,00,0,,,,,,
19531111,800,ZZW,2,3,2,9,0,10262,0,6,0,72,0,78,0,,,,,92,0,0,0,00,0,,,,,,
19531111,1400,ZZW,2,4,2,10,0,10248,0,0,0,81,0,95,0,,,,,82,0,0,0,00,0,,,,,,
19531111,1900,ZZW,2,4,2,10,0,10240,0,0,0,77,0,85,0,69,0,99,0,89,0,0,0,00,0,,,,,,
19531112,800,ZZW,2,4,2,10,0,10212,0,0,0,87,0,93,0,,,,,92,0,0,0,00,0,,,,,,
19531112,1400,ZW,2,4,2,10,0,10203,0,0,0,103,0,113,0,,,,,88,0,0,0,00,0,,,,,,
19531112,1900,ZW,2,5,2,10,0,10199,0,0,0,100,0,108,0,79,0,116,0,90,0,0,0,00,0,,,,,,
19531113,800,WZW,2,4,2,10,0,10204,0,2,0,111,0,122,0,,,,,88,0,0,0,00,0,,,,,,
19531113,1400,WNW,2,4,2,5,0,10236,0,0,0,103,0,122,0,,,,,78,0,0,0,00,0,,,,,,
19531113,1900,ZW,2,2,2,10,0,10258,0,0,0,99,0,109,0,100,0,129,0,91,0,0,0,00,0,,,,,,
19531114,800,ZW,2,4,2,10,0,10231,0,70,0,105,0,115,0,,,,,88,0,0,0,00,0,,,,,,
19531114,1400,ZZW,2,4,2,10,0,10231,0,9,0,108,0,120,0,,,,,86,0,0,0,00,0,,,,,,
19531114,1900,ZZW,2,4,2,10,0,10244,0,0,0,111,0,120,0,101,0,120,0,90,0,0,0,00,0,,,,,,
19531115,800,ZZW,2,3,2,10,0,10276,0,0,0,108,0,113,0,,,,,93,0,0,0,00,0,,,,,,
19531115,1400,ZW,2,4,2,10,0,10287,0,0,0,117,0,125,0,,,,,91,0,0,0,00,0,,,,,,
19531115,1900,ZZW,2,4,2,9,0,10300,0,0,0,98,0,105,0,105,0,126,0,90,0,0,0,00,0,,,,,,
19531116,800,ZZW,2,2,2,10,0,10334,0,0,0,84,0,90,0,,,,,92,0,0,0,00,0,,,,,,
19531116,1400,ZZW,2,2,2,10,0,10344,0,0,0,94,0,101,0,,,,,91,0,0,0,00,0,,,,,,
19531116,1900,ZZW,2,1,2,10,0,10347,0,0,0,97,0,101,0,87,0,108,0,95,0,0,0,10,0,,,,,,
19531117,800,O,2,1,2,10,0,10332,0,0,0,90,0,93,0,,,,,96,0,0,0,10,0,,,,,,
19531117,1400,NO,2,2,2,10,0,10316,0,0,0,89,0,98,0,,,,,88,0,0,0,00,0,,,,,,
19531117,1900,O,2,2,2,10,0,10307,0,0,0,84,0,86,0,84,0,103,0,98,0,0,0,45,0,,,,,,
19531118,800,NO,2,2,2,10,0,10283,0,2,0,68,0,69,0,,,,,99,0,0,0,10,0,,,,,,
19531118,1400,W,2,2,2,10,0,10274,0,0,0,78,0,83,0,,,,,93,0,0,0,10,0,,,,,,
19531118,1900,ZZW,2,2,2,10,0,10276,0,0,0,81,0,85,0,63,0,86,0,94,0,0,0,10,0,,,,,,
19531119,800,ZW,2,2,2,10,0,10284,0,0,0,84,0,90,0,,,,,92,0,0,0,10,0,,,,,,
19531119,1400,W,2,3,2,5,0,10292,0,0,0,87,0,105,0,,,,,77,0,0,0,00,0,,,,,,
19531119,1900,ZW,2,3,2,3,0,10295,0,0,0,78,0,89,0,84,0,107,0,86,0,0,0,00,0,,,,,,
19531120,800,ZW,2,2,2,4,0,10302,0,0,0,84,0,88,0,,,,,95,0,0,0,45,0,,,,,,
19531120,1400,W,2,3,2,4,0,10300,0,0,0,106,0,116,0,,,,,88,0,0,0,00,0,,,,,,
19531120,1900,ZW,2,2,2,9,0,10304,0,0,0,96,0,105,0,82,0,119,0,90,0,0,0,00,0,,,,,,
19531121,800,W,2,3,2,10,0,10298,0,0,0,83,0,96,0,,,,,83,0,0,0,00,0,,,,,,
19531121,1400,WNW,2,3,2,10,0,10295,0,0,0,79,0,95,0,,,,,79,0,0,0,00,0,,,,,,
19531121,1900,WZW,2,2,2,10,0,10295,0,0,0,82,0,91,0,88,0,105,0,88,0,0,0,00,0,,,,,,
19531122,800,ZZW,2,2,2,10,0,10287,0,0,0,75,0,85,0,,,,,87,0,0,0,00,0,,,,,,
19531122,1400,ZZW,2,2,2,10,0,10283,0,0,0,71,0,85,0,,,,,81,0,0,0,00,0,,,,,,
19531122,1900,ZZO,2,2,2,10,0,10284,0,0,0,61,0,78,0,78,0,91,0,76,0,0,0,00,0,,,,,,
19531123,800,ZO,2,3,2,10,0,10282,0,0,0,45,0,55,0,,,,,85,0,0,0,00,0,,,,,,
19531123,1400,ZZO,2,3,2,10,0,10271,0,0,0,41,0,51,0,,,,,85,0,0,0,10,0,,,,,,
19531123,1900,ZZO,2,2,2,3,0,10268,0,0,0,40,0,44,0,44,0,78,0,93,0,0,0,10,0,,,,,,
19531124,800,Z,2,2,2,10,0,10280,0,0,0,5,0,6,0,,,,,98,0,0,0,45,0,,,,,,
19531124,1400,ZZO,2,3,2,9,0,10276,0,0,0,14,0,16,0,,,,,96,0,0,0,10,0,,,,,,
19531124,1900,ZZO,2,3,2,10,0,10280,0,0,0,13,0,14,0,-4,0,44,0,96,0,0,0,45,0,,,,,,
19531125,800,Z,2,2,2,10,0,10290,0,0,0,3,0,3,0,,,,,100,0,0,0,45,0,,,,,,
19531125,1400,Z,2,3,2,10,0,10284,0,0,0,4,0,5,0,,,,,98,0,0,0,45,0,,,,,,
19531125,1900,Z,2,3,2,10,0,10287,0,8,0,11,0,13,0,-3,0,14,0,96,0,0,0,53,0,,,,,,
19531126,800,Z,2,3,2,10,0,10252,0,15,0,36,0,36,0,,,,,100,0,0,0,45,0,,,,,,
19531126,1400,ZZW,2,3,2,10,0,10228,0,1,0,54,0,56,0,,,,,97,0,0,0,10,0,,,,,,
