Amsterdam (Felix Merites)(61_G)  NB "52° 22'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).

DATUM,tijd,DD,Q_DD,DP,Q_DP,EE,Q_EE,N,Q_N,RD,Q_RD,T,Q_T,U,Q_U
18820513,1400,,,91,0,,,,,,,,,,
18820513,2200,,,90,0,,,,,,,,,,
18820513,2400,,,,,,,0,0,,,,,,
18820514,800,,,79,0,,,,,,,,,,
18820514,1400,,,67,0,,,,,,,,,,
18820514,2200,,,65,0,,,,,,,,,,
18820514,2400,,,,,,,10,0,,,,,,
18820515,800,,,54,0,,,,,,,,,,
18820515,1400,,,57,0,,,,,,,,,,
18820515,2200,,,64,0,,,,,,,,,,
18820515,2400,,,,,,,2,0,,,,,,
18820516,800,,,95,0,,,,,,,,,,
18820516,1400,,,95,0,,,,,,,,,,
18820516,2200,,,109,0,,,,,,,,,,
18820516,2400,,,,,,,5,0,,,,,,
18820517,800,,,126,0,,,,,,,,,,
18820517,1400,,,118,0,,,,,,,,,,
18820517,2200,,,116,0,,,,,,,,,,
18820517,2400,,,,,,,,,20,0,,,,
18820518,800,,,103,0,,,,,,,,,,
18820518,1400,,,95,0,,,,,,,,,,
18820518,2200,,,84,0,,,,,,,,,,
18820518,2400,,,,,,,5,0,,,,,,
18820519,800,,,83,0,,,,,,,,,,
18820519,1400,,,51,0,,,,,,,,,,
18820519,2200,,,34,0,,,,,,,,,,
18820519,2400,,,,,,,0,0,,,,,,
18820520,800,,,24,0,,,,,,,,,,
18820520,1400,,,2,0,,,,,,,,,,
18820520,2200,,,-9,0,,,,,,,,,,
18820520,2400,,,,,,,0,0,,,,,,
18820521,800,,,3,0,,,,,,,,,,
18820521,1400,,,7,0,,,,,,,,,,
18820521,2200,,,9,0,,,,,,,,,,
18820521,2400,,,,,,,0,0,,,,,,
18820522,800,,,3,0,,,,,,,,,,
18820522,1400,,,-20,0,,,,,,,,,,
18820522,2200,,,-36,0,,,,,,,,,,
18820522,2400,,,,,,,5,0,,,,,,
18820523,800,,,-59,0,,,,,,,,,,
18820523,1400,,,-86,0,,,,,,,,,,
18820523,2200,,,-91,0,,,,,,,,,,
18820523,2400,,,,,,,10,0,,,,,,
18820524,800,,,-81,0,,,,,,,,,,
18820524,1400,,,-85,0,,,,,,,,,,
18820524,2200,,,-85,0,,,,,,,,,,
18820524,2400,,,,,,,,,123,0,,,,
18820525,800,,,-75,0,,,,,,,,,,
18820525,1400,,,-104,0,,,,,,,,,,
18820525,2200,,,-85,0,,,,,,,,,,
18820525,2400,,,,,,,10,0,,,,,,
18820526,800,,,-21,0,,,,,,,,,,
18820526,1400,,,-6,0,,,,,,,,,,
18820526,2200,,,9,0,,,,,,,,,,
18820526,2400,,,,,,,,,4,0,,,,
18820527,800,,,38,0,,,,,,,,,,
18820527,1400,,,46,0,,,,,,,,,,
18820527,2200,,,65,0,,,,,,,,,,
18820527,2400,,,,,,,2,0,,,,,,
18820528,800,,,65,0,,,,,,,,,,
18820528,1400,,,54,0,,,,,,,,,,
18820528,2200,,,41,0,,,,,,,,,,
18820528,2400,,,,,,,2,0,,,,,,
18820529,800,,,72,0,,,,,,,,,,
18820529,1400,,,77,0,,,,,,,,,,
18820529,2200,,,80,0,,,,,,,,,,
18820529,2400,,,,,,,,,5,0,,,,
18820530,800,,,83,0,,,,,,,,,,
18820530,1400,,,63,0,,,,,,,,,,
18820530,2200,,,57,0,,,,,,,,,,
18820530,2400,,,,,,,5,0,,,,,,
18820531,800,,,67,0,,,,,,,,,,
18820531,1400,,,73,0,,,,,,,,,,
18820531,2200,,,80,0,,,,,,,,,,
18820531,2400,,,,,,,0,0,,,,,,
18820601,800,,,91,0,,,,,,,,,,
18820601,1400,,,90,0,,,,,,,,,,
18820601,2200,,,86,0,,,,,,,,,,
18820601,2400,,,,,,,5,0,,,,,,
18820602,800,,,78,0,,,,,,,,,,
18820602,1400,,,56,0,,,,,,,,,,
18820602,2200,,,43,0,,,,,,,,,,
18820602,2400,,,,,,,0,0,,,,,,
18820603,800,,,1,0,,,,,,,,,,
18820603,1400,,,-35,0,,,,,,,,,,
18820603,2200,,,-52,0,,,,,,,,,,
18820603,2400,,,,,,,5,0,,,,,,
18820604,800,,,-42,0,,,,,,,,,,
18820604,1400,,,-49,0,,,,,,,,,,
18820604,2200,,,-45,0,,,,,,,,,,
18820604,2400,,,,,,,,,6,0,,,,
18820605,800,,,-24,0,,,,,,,,,,
18820605,1400,,,-30,0,,,,,,,,,,
18820605,2200,,,-11,0,,,,,,,,,,
18820605,2400,,,,,,,,,0,0,,,,
18820606,800,,,-30,0,,,,,,,,,,
18820606,1400,,,-42,0,,,,,,,,,,
18820606,2200,,,-44,0,,,,,,,,,,
18820606,2400,,,,,,,,,1,0,,,,
18820607,800,,,-71,0,,,,,,,,,,
18820607,1400,,,-61,0,,,,,,,,,,
18820607,2200,,,-54,0,,,,,,,,,,
18820607,2400,,,,,,,,,62,0,,,,
18820608,800,,,-35,0,,,,,,,,,,
18820608,1400,,,-36,0,,,,,,,,,,
18820608,2200,,,-47,0,,,,,,,,,,
18820608,2400,,,,,,,,,0,0,,,,
18820609,800,,,-120,0,,,,,,,,,,
18820609,1400,,,-137,0,,,,,,,,,,
18820609,2200,,,-137,0,,,,,,,,,,
18820609,2400,,,,,,,,,83,0,,,,
18820610,800,,,-149,0,,,,,,,,,,
18820610,1400,,,-146,0,,,,,,,,,,
18820610,2200,,,-115,0,,,,,,,,,,
18820610,2400,,,,,,,,,121,0,,,,
18820611,800,,,-80,0,,,,,,,,,,
18820611,1400,,,-35,0,,,,,,,,,,
18820611,2200,,,-12,0,,,,,,,,,,
18820611,2400,,,,,,,,,63,0,,,,
18820612,800,,,-60,0,,,,,,,,,,
18820612,1400,,,-73,0,,,,,,,,,,
18820612,2200,,,-61,0,,,,,,,,,,
18820612,2400,,,,,,,,,160,0,,,,
18820613,800,,,-64,0,,,,,,,,,,
18820613,1400,,,-35,0,,,,,,,,,,
18820613,2200,,,-43,0,,,,,,,,,,
18820613,2400,,,,,,,,,33,0,,,,
18820614,800,,,-75,0,,,,,,,,,,
18820614,1400,,,-66,0,,,,,,,,,,
18820614,2200,,,-84,0,,,,,,,,,,
18820614,2400,,,,,,,,,97,0,,,,
18820615,800,,,-100,0,,,,,,,,,,
18820615,1400,,,-59,0,,,,,,,,,,
18820615,2200,,,-28,0,,,,,,,,,,
18820615,2400,,,,,,,,,28,0,,,,
18820616,800,,,14,0,,,,,,,,,,
18820616,1400,,,33,0,,,,,,,,,,
18820616,2200,,,49,0,,,,,,,,,,
18820616,2400,,,,,,,,,23,0,,,,
18820617,800,,,57,0,,,,,,,,,,
18820617,1400,,,38,0,,,,,,,,,,
18820617,2200,,,19,0,,,,,,,,,,
18820617,2400,,,,,,,,,5,0,,,,
18820618,800,,,-30,0,,,,,,,,,,
18820618,1400,,,-54,0,,,,,,,,,,
18820618,2200,,,-87,0,,,,,,,,,,
18820618,2400,,,,,,,,,0,0,,,,
18820619,800,,,-104,0,,,,,,,,,,
18820619,1400,,,-95,0,,,,,,,,,,
18820619,2200,,,-62,0,,,,,,,,,,
18820619,2400,,,,,,,,,142,0,,,,
18820620,800,,,-34,0,,,,,,,,,,
18820620,1400,,,-19,0,,,,,,,,,,
18820620,2200,,,-5,0,,,,,,,,,,
18820620,2400,,,,,,,,,127,0,,,,
18820621,800,,,6,0,,,,,,,,,,
18820621,1400,,,-2,0,,,,,,,,,,
18820621,2200,,,-2,0,,,,,,,,,,
18820621,2400,,,,,,,0,0,,,,,,
18820622,800,,,-13,0,,,,,,,,,,
18820622,1400,,,-32,0,,,,,,,,,,
18820622,2200,,,-45,0,,,,,,,,,,
18820622,2400,,,,,,,0,0,,,,,,
18820623,800,,,-23,0,,,,,,,,,,
18820623,1400,,,-1,0,,,,,,,,,,
18820623,2200,,,11,0,,,,,,,,,,
18820623,2400,,,,,,,,,71,0,,,,
18820624,800,,,17,0,,,,,,,,,,
18820624,1400,,,89,0,,,,,,,,,,
18820624,2200,,,8,0,,,,,,,,,,
18820624,2400,,,,,,,,,17,0,,,,
18820625,800,,,-7,0,,,,,,,,,,
18820625,1400,,,3,0,,,,,,,,,,
18820625,2200,,,26,0,,,,,,,,,,
18820625,2400,,,,,,,0,0,,,,,,
18820626,800,,,24,0,,,,,,,,,,
18820626,1400,,,1,0,,,,,,,,,,
18820626,2200,,,-14,0,,,,,,,,,,
18820626,2400,,,,,,,,,35,0,,,,
18820627,800,,,-6,0,,,,,,,,,,
18820627,1400,,,-18,0,,,,,,,,,,
18820627,2200,,,-22,0,,,,,,,,,,
18820627,2400,,,,,,,,,219,0,,,,
18820628,800,,,17,0,,,,,,,,,,
18820628,1400,,,31,0,,,,,,,,,,
18820628,2200,,,38,0,,,,,,,,,,
18820628,2400,,,,,,,5,0,,,,,,
18820629,800,,,35,0,,,,,,,,,,
18820629,1400,,,25,0,,,,,,,,,,
18820629,2200,,,28,0,,,,,,,,,,
18820629,2400,,,,,,,5,0,,,,,,
18820630,800,,,19,0,,,,,,,,,,
18820630,1400,,,16,0,,,,,,,,,,
18820630,2200,,,16,0,,,,,,,,,,
18820630,2400,,,,,,,0,0,,,,,,
18820701,800,,,6,0,,,,,,,,,,
18820701,1400,,,2,0,,,,,,,,,,
18820701,2200,,,5,0,,,,,,,,,,
18820701,2400,,,,,,,,,4,0,,,,
18820702,800,,,18,0,,,,,,,,,,
18820702,1400,,,21,0,,,,,,,,,,
18820702,2200,,,31,0,,,,,,,,,,
18820702,2400,,,,,,,,,1,0,,,,
18820703,800,,,41,0,,,,,,,,,,
18820703,1400,,,25,0,,,,,,,,,,
18820703,2200,,,12,0,,,,,,,,,,
18820703,2400,,,,,,,,,0,0,,,,
18820704,800,,,-16,0,,,,,,,,,,
18820704,1400,,,-37,0,,,,,,,,,,
18820704,2200,,,-60,0,,,,,,,,,,
18820704,2400,,,,,,,10,0,,,,,,
18820705,800,,,-107,0,,,,,,,,,,
18820705,1400,,,-108,0,,,,,,,,,,
18820705,2200,,,-106,0,,,,,,,,,,
18820705,2400,,,,,,,,,6,0,,,,
18820706,800,,,-109,0,,,,,,,,,,
18820706,1400,,,-111,0,,,,,,,,,,
18820706,2200,,,-125,0,,,,,,,,,,
18820706,2400,,,,,,,,,232,0,,,,
18820707,800,,,-120,0,,,,,,,,,,
18820707,1400,,,-127,0,,,,,,,,,,
18820707,2200,,,-116,0,,,,,,,,,,
18820707,2400,,,,,,,,,212,0,,,,
18820708,800,,,-103,0,,,,,,,,,,
18820708,1400,,,-105,0,,,,,,,,,,
18820708,2200,,,-105,0,,,,,,,,,,
18820708,2400,,,,,,,,,87,0,,,,
18820709,800,,,-81,0,,,,,,,,,,
18820709,1400,,,-83,0,,,,,,,,,,
18820709,2200,,,-71,0,,,,,,,,,,
18820709,2400,,,,,,,,,139,0,,,,
18820710,800,,,-68,0,,,,,,,,,,
18820710,1400,,,-58,0,,,,,,,,,,
18820710,2200,,,-47,0,,,,,,,,,,
18820710,2400,,,,,,,,,2,0,,,,
18820711,800,,,-58,0,,,,,,,,,,
18820711,1400,,,-84,0,,,,,,,,,,
18820711,2200,,,-123,0,,,,,,,,,,
18820711,2400,,,,,,,10,0,,,,,,
18820712,800,,,-140,0,,,,,,,,,,
18820712,1400,,,-86,0,,,,,,,,,,
18820712,2200,,,-34,0,,,,,,,,,,
18820712,2400,,,,,,,,,52,0,,,,
18820713,800,,,-10,0,,,,,,,,,,
18820713,1400,,,-19,0,,,,,,,,,,
18820713,2200,,,-33,0,,,,,,,,,,
18820713,2400,,,,,,,,,100,0,,,,
18820714,800,,,-64,0,,,,,,,,,,
18820714,1400,,,-64,0,,,,,,,,,,
18820714,2200,,,-55,0,,,,,,,,,,
18820714,2400,,,,,,,,,13,0,,,,
18820715,800,,,-82,0,,,,,,,,,,
18820715,1400,,,-115,0,,,,,,,,,,
18820715,2200,,,-108,0,,,,,,,,,,
18820715,2400,,,,,,,0,0,,,,,,
18820716,800,,,-79,0,,,,,,,,,,
18820716,1400,,,-69,0,,,,,,,,,,
18820716,2200,,,-60,0,,,,,,,,,,
18820716,2400,,,,,,,,,152,0,,,,
18820717,800,,,-33,0,,,,,,,,,,
18820717,1400,,,-20,0,,,,,,,,,,
18820717,2200,,,-10,0,,,,,,,,,,
18820717,2400,,,,,,,,,90,0,,,,
18820718,800,,,-11,0,,,,,,,,,,
18820718,1400,,,-2,0,,,,,,,,,,
18820718,2200,,,13,0,,,,,,,,,,
18820718,2400,,,,,,,,,1,0,,,,
18820719,800,,,30,0,,,,,,,,,,
18820719,1400,,,42,0,,,,,,,,,,
18820719,2200,,,41,0,,,,,,,,,,
18820719,2400,,,,,,,,,35,0,,,,
18820720,800,,,50,0,,,,,,,,,,
18820720,1400,,,54,0,,,,,,,,,,
18820720,2200,,,57,0,,,,,,,,,,
18820720,2400,,,,,,,5,0,,,,,,
18820721,800,,,35,0,,,,,,,,,,
18820721,1400,,,14,0,,,,,,,,,,
18820721,2200,,,8,0,,,,,,,,,,
18820721,2400,,,,,,,0,0,,,,,,
18820722,800,,,-6,0,,,,,,,,,,
18820722,1400,,,-22,0,,,,,,,,,,
18820722,2200,,,-28,0,,,,,,,,,,
18820722,2400,,,,,,,,,0,0,,,,
18820723,800,,,-49,0,,,,,,,,,,
18820723,1400,,,-58,0,,,,,,,,,,
18820723,2200,,,-64,0,,,,,,,,,,
18820723,2400,,,,,,,,,20,0,,,,
18820724,800,,,-34,0,,,,,,,,,,
18820724,1400,,,-38,0,,,,,,,,,,
18820724,2200,,,-23,0,,,,,,,,,,
18820724,2400,,,,,,,,,56,0,,,,
18820725,800,,,-14,0,,,,,,,,,,
18820725,1400,,,-20,0,,,,,,,,,,
18820725,2200,,,-21,0,,,,,,,,,,
18820725,2400,,,,,,,,,4,0,,,,
18820726,800,,,3,0,,,,,,,,,,
18820726,1400,,,38,0,,,,,,,,,,
18820726,2200,,,80,0,,,,,,,,,,
18820726,2400,,,,,,,,,103,0,,,,
18820727,800,,,118,0,,,,,,,,,,
18820727,1400,,,116,0,,,,,,,,,,
18820727,2200,,,115,0,,,,,,,,,,
18820727,2400,,,,,,,,,29,0,,,,
18820728,800,,,96,0,,,,,,,,,,
18820728,1400,,,85,0,,,,,,,,,,
18820728,2200,,,83,0,,,,,,,,,,
18820728,2400,,,,,,,10,0,,,,,,
18820729,800,,,74,0,,,,,,,,,,
18820729,1400,,,54,0,,,,,,,,,,
18820729,2200,,,43,0,,,,,,,,,,
18820729,2400,,,,,,,2,0,,,,,,
18820730,800,,,17,0,,,,,,,,,,
18820730,1400,,,5,0,,,,,,,,,,
18820730,2200,,,6,0,,,,,,,,,,
18820730,2400,,,,,,,2,0,,,,,,
18820731,800,,,47,0,,,,,,,,,,
18820731,1400,,,62,0,,,,,,,,,,
18820731,2200,,,68,0,,,,,,,,,,
18820731,2400,,,,,,,,,3,0,,,,
18820801,800,,,40,0,,,,,,,,,,
18820801,1400,,,27,0,,,,,,,,,,
18820801,2200,,,21,0,,,,,,,,,,
18820802,800,,,7,0,,,,,,,,,,
18820802,1400,,,-6,0,,,,,,,,,,
18820802,2200,,,-10,0,,,,,,,,,,
18820803,800,,,6,0,,,,,,,,,,
18820803,1400,,,31,0,,,,,,,,,,
18820803,2200,,,46,0,,,,,,,,,,
18820804,800,,,43,0,,,,,,,,,,
18820804,1400,,,51,0,,,,,,,,,,
18820804,2200,,,47,0,,,,,,,,,,
18820805,800,,,32,0,,,,,,,,,,
18820805,1400,,,36,0,,,,,,,,,,
18820805,2200,,,33,0,,,,,,,,,,
18820806,800,,,20,0,,,,,,,,,,
18820806,1400,,,20,0,,,,,,,,,,
18820806,2200,,,18,0,,,,,,,,,,
18820807,800,,,30,0,,,,,,,,,,
18820807,1400,,,35,0,,,,,,,,,,
18820807,2200,,,38,0,,,,,,,,,,
18820808,800,,,36,0,,,,,,,,,,
18820808,1400,,,39,0,,,,,,,,,,
18820808,2200,,,39,0,,,,,,,,,,
18820809,800,,,45,0,,,,,,,,,,
18820809,1400,,,51,0,,,,,,,,,,
18820809,2200,,,54,0,,,,,,,,,,
18820810,800,,,62,0,,,,,,,,,,
18820810,1400,,,68,0,,,,,,,,,,
18820810,2200,,,67,0,,,,,,,,,,
18820811,800,,,67,0,,,,,,,,,,
18820811,1400,,,61,0,,,,,,,,,,
18820811,2200,,,43,0,,,,,,,,,,
18820812,800,,,25,0,,,,,,,,,,
18820812,1400,,,9,0,,,,,,,,,,
18820812,2200,,,-5,0,,,,,,,,,,
18820813,800,,,-20,0,,,,,,,,,,
18820813,1400,,,-20,0,,,,,,,,,,
18820813,2200,,,-14,0,,,,,,,,,,
18820814,800,,,-2,0,,,,,,,,,,
18820814,1400,,,-6,0,,,,,,,,,,
18820814,2200,,,-7,0,,,,,,,,,,
18820815,800,,,-26,0,,,,,,,,,,
18820815,1400,,,-45,0,,,,,,,,,,
18820815,2200,,,-61,0,,,,,,,,,,
18820816,800,,,-70,0,,,,,,,,,,
18820816,1400,,,-80,0,,,,,,,,,,
18820816,2200,,,-90,0,,,,,,,,,,
18820817,800,,,-55,0,,,,,,,,,,
18820817,1400,,,-31,0,,,,,,,,,,
18820817,2200,,,-16,0,,,,,,,,,,
18820818,800,,,10,0,,,,,,,,,,
18820818,1400,,,17,0,,,,,,,,,,
18820818,2200,,,17,0,,,,,,,,,,
18820819,800,,,13,0,,,,,,,,,,
18820819,1400,,,5,0,,,,,,,,,,
18820819,2200,,,-2,0,,,,,,,,,,
18820820,800,,,-17,0,,,,,,,,,,
18820820,1400,,,-4,0,,,,,,,,,,
18820820,2200,,,-15,0,,,,,,,,,,
18820821,800,,,-78,0,,,,,,,,,,
18820821,1400,,,-79,0,,,,,,,,,,
18820821,2200,,,-94,0,,,,,,,,,,
18820822,800,,,-97,0,,,,,,,,,,
18820822,1400,,,-65,0,,,,,,,,,,
18820822,2200,,,-68,0,,,,,,,,,,
18820823,800,,,-175,0,,,,,,,,,,
18820823,1400,,,-171,0,,,,,,,,,,
18820823,2200,,,-146,0,,,,,,,,,,
18820824,800,,,-101,0,,,,,,,,,,
18820824,1400,,,-81,0,,,,,,,,,,
18820824,2200,,,-84,0,,,,,,,,,,
18820825,800,,,-85,0,,,,,,,,,,
18820825,1400,,,-89,0,,,,,,,,,,
18820825,2200,,,-119,0,,,,,,,,,,
18820826,800,,,-144,0,,,,,,,,,,
18820826,1400,,,-130,0,,,,,,,,,,
18820826,2200,,,-95,0,,,,,,,,,,
18820827,800,,,-79,0,,,,,,,,,,
18820827,1400,,,-70,0,,,,,,,,,,
18820827,2200,,,-64,0,,,,,,,,,,
18820828,800,,,-53,0,,,,,,,,,,
18820828,1400,,,-52,0,,,,,,,,,,
18820828,2200,,,-71,0,,,,,,,,,,
18820829,800,,,-116,0,,,,,,,,,,
18820829,1400,,,-141,0,,,,,,,,,,
18820829,2200,,,-121,0,,,,,,,,,,
18820830,800,,,-59,0,,,,,,,,,,
18820830,1400,,,-38,0,,,,,,,,,,
18820830,2200,,,-16,0,,,,,,,,,,
18820831,800,,,18,0,,,,,,,,,,
18820831,1400,,,19,0,,,,,,,,,,
18820831,2200,,,7,0,,,,,,,,,,
18820901,800,,,-11,0,,,,,,,,,,
18820901,1400,,,-25,0,,,,,,,,,,
18820901,2200,,,-43,0,,,,,,,,,,
18820901,2400,,,,,,,10,0,,,,,,
18820902,800,,,-84,0,,,,,,,,,,
18820902,1400,,,-82,0,,,,,,,,,,
18820902,2200,,,-81,0,,,,,,,,,,
18820902,2400,,,,,,,10,0,,,,,,
18820903,800,,,-48,0,,,,,,,,,,
18820903,1400,,,-28,0,,,,,,,,,,
18820903,2200,,,-25,0,,,,,,,,,,
18820903,2400,,,,,,,,,7,0,,,,
18820904,800,,,3,0,,,,,,,,,,
18820904,1400,,,25,0,,,,,,,,,,
18820904,2200,,,52,0,,,,,,,,,,
18820904,2400,,,,,,,,,22,0,,,,
18820905,800,,,63,0,,,,,,,,,,
18820905,1400,,,35,0,,,,,,,,,,
18820905,2200,,,46,0,,,,,,,,,,
18820905,2400,,,,,,,0,0,,,,,,
18820906,800,,,40,0,,,,,,,,,,
18820906,1400,,,43,0,,,,,,,,,,
18820906,2200,,,62,0,,,,,,,,,,
18820906,2400,,,,,,,,,28,0,,,,
18820907,800,,,96,0,,,,,,,,,,
18820907,1400,,,93,0,,,,,,,,,,
18820907,2200,,,96,0,,,,,,,,,,
18820907,2400,,,,,,,,,1,0,,,,
18820908,800,,,97,0,,,,,,,,,,
18820908,1400,,,96,0,,,,,,,,,,
18820908,2200,,,99,0,,,,,,,,,,
18820908,2400,,,,,,,0,0,,,,,,
18820909,800,,,111,0,,,,,,,,,,
18820909,1400,,,89,0,,,,,,,,,,
18820909,2200,,,72,0,,,,,,,,,,
18820909,2400,,,,,,,0,0,,,,,,
18820910,800,,,20,0,,,,,,,,,,
18820910,1400,,,-16,0,,,,,,,,,,
18820910,2200,,,-36,0,,,,,,,,,,
18820910,2400,,,,,,,0,0,,,,,,
18820911,800,,,-64,0,,,,,,,,,,
18820911,1400,,,-78,0,,,,,,,,,,
18820911,2200,,,-84,0,,,,,,,,,,
18820911,2400,,,,,,,10,0,,,,,,
18820912,800,,,-101,0,,,,,,,,,,
18820912,1400,,,-105,0,,,,,,,,,,
18820912,2200,,,-105,0,,,,,,,,,,
18820912,2400,,,,,,,,,1,0,,,,
18820913,800,,,-102,0,,,,,,,,,,
18820913,1400,,,-102,0,,,,,,,,,,
18820913,2200,,,-103,0,,,,,,,,,,
18820913,2400,,,,,,,,,70,0,,,,
18820914,800,,,-99,0,,,,,,,,,,
18820914,1400,,,-95,0,,,,,,,,,,
18820914,2200,,,-78,0,,,,,,,,,,
18820914,2400,,,,,,,,,119,0,,,,
18820915,800,,,-54,0,,,,,,,,,,
18820915,1400,,,-53,0,,,,,,,,,,
18820915,2200,,,-49,0,,,,,,,,,,
18820915,2400,,,,,,,,,129,0,,,,
18820916,800,,,-47,0,,,,,,,,,,
18820916,1400,,,-44,0,,,,,,,,,,
18820916,2200,,,-28,0,,,,,,,,,,
18820916,2400,,,,,,,5,0,,,,,,
18820917,800,,,-19,0,,,,,,,,,,
18820917,1400,,,-20,0,,,,,,,,,,
18820917,2200,,,-8,0,,,,,,,,,,
18820917,2400,,,,,,,,,2,0,,,,
18820918,800,,,-17,0,,,,,,,,,,
18820918,1400,,,-20,0,,,,,,,,,,
18820918,2200,,,-20,0,,,,,,,,,,
18820918,2400,,,,,,,,,50,0,,,,
18820919,800,,,-57,0,,,,,,,,,,
18820919,1400,,,-62,0,,,,,,,,,,
18820919,2200,,,-61,0,,,,,,,,,,
18820919,2400,,,,,,,,,116,0,,,,
18820920,800,,,-51,0,,,,,,,,,,
18820920,1400,,,-44,0,,,,,,,,,,
18820920,2200,,,-37,0,,,,,,,,,,
18820920,2400,,,,,,,,,27,0,,,,
18820921,800,,,-68,0,,,,,,,,,,
18820921,1400,,,-79,0,,,,,,,,,,
18820921,2200,,,-75,0,,,,,,,,,,
18820921,2400,,,,,,,10,0,,,,,,
18820922,800,,,-50,0,,,,,,,,,,
18820922,1400,,,-43,0,,,,,,,,,,
18820922,2200,,,-30,0,,,,,,,,,,
18820922,2400,,,,,,,,,5,0,,,,
18820923,800,,,-11,0,,,,,,,,,,
18820923,1400,,,-4,0,,,,,,,,,,
18820923,2200,,,11,0,,,,,,,,,,
18820923,2400,,,,,,,,,1,0,,,,
18820924,800,,,27,0,,,,,,,,,,
18820924,1400,,,23,0,,,,,,,,,,
18820924,2200,,,27,0,,,,,,,,,,
18820924,2400,,,,,,,10,0,,,,,,
18820925,800,,,10,0,,,,,,,,,,
18820925,1400,,,-14,0,,,,,,,,,,
18820925,2200,,,-28,0,,,,,,,,,,
18820925,2400,,,,,,,0,0,,,,,,
18820926,800,,,-80,0,,,,,,,,,,
18820926,1400,,,-108,0,,,,,,,,,,
18820926,2200,,,-115,0,,,,,,,,,,
18820926,2400,,,,,,,0,0,,,,,,
18820927,800,,,-143,0,,,,,,,,,,
18820927,1400,,,-144,0,,,,,,,,,,
18820927,2200,,,-131,0,,,,,,,,,,
18820927,2400,,,,,,,,,26,0,,,,
18820928,800,,,-94,0,,,,,,,,,,
18820928,1400,,,-72,0,,,,,,,,,,
18820928,2200,,,-61,0,,,,,,,,,,
18820928,2400,,,,,,,,,76,0,,,,
18820929,800,,,-108,0,,,,,,,,,,
18820929,1400,,,-182,0,,,,,,,,,,
18820929,2200,,,-120,0,,,,,,,,,,
18820929,2400,,,,,,,,,26,0,,,,
18820930,800,,,-22,0,,,,,,,,,,
18820930,1400,,,-3,0,,,,,,,,,,
18820930,2200,,,5,0,,,,,,,,,,
18820930,2400,,,,,,,,,111,0,,,,
18821001,800,,,3,0,,,,,,,,,,
18821001,1400,,,0,0,,,,,,,,,,
18821001,2200,,,-5,0,,,,,,,,,,
18821001,2400,,,,,,,10,0,,,,,,
18821002,800,,,5,0,,,,,,,,,,
18821002,1400,,,33,0,,,,,,,,,,
18821002,2200,,,47,0,,,,,,,,,,
18821002,2400,,,,,,,10,0,,,,,,
18821003,800,,,47,0,,,,,,,,,,
18821003,1400,,,55,0,,,,,,,,,,
18821003,2200,,,76,0,,,,,,,,,,
18821003,2400,,,,,,,,,1,0,,,,
18821004,800,,,100,0,,,,,,,,,,
18821004,1400,,,100,0,,,,,,,,,,
18821004,2200,,,123,0,,,,,,,,,,
18821004,2400,,,,,,,,,1,0,,,,
18821005,800,,,127,0,,,,,,,,,,
18821005,1400,,,106,0,,,,,,,,,,
18821005,2200,,,101,0,,,,,,,,,,
18821005,2400,,,,,,,,,94,0,,,,
18821006,800,,,83,0,,,,,,,,,,
18821006,1400,,,58,0,,,,,,,,,,
18821006,2200,,,55,0,,,,,,,,,,
18821006,2400,,,,,,,5,0,,,,,,
18821007,800,,,51,0,,,,,,,,,,
18821007,1400,,,53,0,,,,,,,,,,
18821007,2200,,,63,0,,,,,,,,,,
18821007,2400,,,,,,,10,0,,,,,,
18821008,800,,,61,0,,,,,,,,,,
18821008,1400,,,54,0,,,,,,,,,,
18821008,2200,,,61,0,,,,,,,,,,
