Lochem (Huize Boekhorst)(64_G) "52:09:00" NB "6:21:00" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18730315,800,O,0,5,0,76300,0,,,10,0
18730316,800,O,0,5,0,76200,0,,,10,0
18730317,800,O,0,2,0,75950,0,,,30,0
18730318,800,O,0,10,0,76100,0,,,30,0
18730319,800,NO,0,10,0,75600,0,,,30,0
18730320,800,NW,0,10,0,75500,0,,,30,0
18730321,800,O,0,8,0,75850,0,,,30,0
18730322,800,O,0,8,0,76300,0,,,0,0
18730323,800,O,0,2,0,76500,0,,,55,0
18730324,800,O,0,2,0,76500,0,,,40,0
18730325,800,N,0,2,0,76600,0,,,40,0
18730326,800,NO,0,0,0,76650,0,,,40,0
18730327,800,O,0,0,0,76500,0,,,65,0
18730328,800,O,0,0,0,76000,0,,,55,0
18730329,800,O,0,0,0,76200,0,,,70,0
18730329,2400,,,,,,,15,0,,
18730330,800,NO,0,0,0,76300,0,,,55,0
18730331,800,Z,0,0,0,75800,0,,,110,0
18730401,800,Z,0,0,0,76000,0,,,115,0
18730402,800,NO,0,,,76500,0,,,90,0
18730403,800,NO,0,2,0,76700,0,,,90,0
18730404,800,W,0,0,0,76500,0,,,70,0
18730405,800,W,0,10,0,76350,0,,,80,0
18730406,800,W,0,2,0,74900,0,,,60,0
18730406,2400,,,,,,,20,0,,
18730407,800,ZW,0,,,74900,0,,,40,0
18730407,2400,,,,,,,106,0,,
18730408,800,ZW,0,8,0,75600,0,,,40,0
18730408,2400,,,,,,,30,0,,
18730409,800,NO,0,10,0,76600,0,,,50,0
18730409,2400,,,,,,,40,0,,
18730410,800,O,0,0,0,76900,0,,,40,0
18730411,800,N,0,0,0,76200,0,,,25,0
18730412,800,N,0,,,76000,0,,,50,0
18730413,800,ZO,0,10,0,76300,0,,,70,0
18730414,800,Z,0,2,0,76250,0,,,60,0
18730415,800,O,0,2,0,75900,0,,,90,0
18730416,800,NO,0,2,0,75300,0,,,110,0
18730417,800,O,0,5,0,77500,0,,,110,0
18730418,800,O,0,8,0,75200,0,,,110,0
18730419,800,N,0,10,0,75700,0,,,70,0
18730420,800,O,0,10,0,76100,0,,,70,0
18730420,2400,,,,,,,60,0,,
18730421,800,NO,0,0,0,75500,0,,,40,0
18730422,800,NO,0,10,0,76000,0,,,70,0
18730423,800,ZW,0,5,0,75600,0,,,30,0
18730424,800,NO,0,5,0,75800,0,,,10,0
18730424,2400,,,,,,,32,0,,
18730425,800,NO,0,10,0,76100,0,,,10,0
18730426,800,N,0,2,0,76500,0,,,15,0
18730427,800,NW,0,10,0,75400,0,,,40,0
18730427,2400,,,,,,,84,0,,
18730428,800,N,0,8,0,76000,0,,,60,0
18730428,2400,,,,,,,23,0,,
18730429,800,NW,0,5,0,75600,0,,,80,0
18730429,2400,,,,,,,32,0,,
18730430,800,W,0,8,0,76300,0,,,50,0
18730430,2400,,,,,,,16,0,,
18730601,800,ZO,0,2,0,76000,0,,,105,0
18730601,2400,,,,,,,90,0,,
18730602,800,NO,0,0,0,76500,0,,,140,0
18730603,800,O,0,0,0,76200,0,,,160,0
18730604,800,ZW,0,2,0,75900,0,,,175,0
18730605,800,NW,0,2,0,75700,0,,,190,0
18730606,800,NW,0,10,0,75800,0,,,170,0
18730606,2400,,,,,,,65,0,,
18730607,800,N,0,8,0,76100,0,,,110,0
18730608,800,NW,0,10,0,76400,0,,,100,0
18730608,2400,,,,,,,5,0,,
18730609,800,W,0,8,0,76200,0,,,150,0
18730609,2400,,,,,,,10,0,,
18730610,800,ZW,0,,,76800,0,,,160,0
18730611,800,ZW,0,2,0,75600,0,,,170,0
18730612,800,ZW,0,5,0,75200,0,,,170,0
18730612,2400,,,,,,,25,0,,
18730613,800,NW,0,5,0,75000,0,,,160,0
18730613,2400,,,,,,,100,0,,
18730614,800,O,0,2,0,75700,0,,,150,0
18730615,800,Z,0,10,0,75800,0,,,160,0
18730615,2400,,,,,,,45,0,,
18730616,800,ZW,0,8,0,75900,0,,,150,0
18730616,2400,,,,,,,20,0,,
18730617,800,Z,0,0,0,76300,0,,,140,0
18730618,800,NW,0,0,0,76200,0,,,145,0
18730619,800,NO,0,8,0,76500,0,,,150,0
18730619,2400,,,,,,,80,0,,
18730620,800,ZW,0,8,0,76700,0,,,200,0
18730621,800,W,0,2,0,76300,0,,,170,0
18730622,800,NW,0,2,0,76000,0,,,190,0
18730623,800,Z,0,2,0,76400,0,,,150,0
18730623,2400,,,,,,,10,0,,
18730624,800,W,0,2,0,76200,0,,,,
18730625,800,W,0,10,0,75550,0,,,160,0
18730625,2400,,,,,,,60,0,,
18730626,800,W,0,10,0,76300,0,,,130,0
18730626,2400,,,,,,,22,0,,
18730627,800,NW,0,10,0,76200,0,,,160,0
18730627,2400,,,,,,,20,0,,
18730628,800,ZW,0,10,0,76300,0,,,160,0
18730629,800,N,0,2,0,76250,0,,,170,0
18730630,800,ZO,0,8,0,75600,0,,,180,0
18730630,2400,,,,,,,45,0,,
18730701,800,ZW,0,8,0,75600,0,,,180,0
18730701,2400,,,,,,,14,0,,
18730702,800,W,0,8,0,76200,0,,,140,0
18730702,2400,,,,,,,21,0,,
18730703,800,ZO,0,2,0,76300,0,,,160,0
18730704,800,Z,0,2,0,75500,0,,,200,0
18730705,800,ZW,0,2,0,76000,0,,,150,0
18730705,2400,,,,,,,30,0,,
18730706,800,Z,0,8,0,75900,0,,,200,0
18730707,800,W,0,5,0,76500,0,,,160,0
18730707,2400,,,,,,,40,0,,
18730708,800,O,0,0,0,76700,0,,,170,0
18730709,800,ZW,0,2,0,76300,0,,,190,0
18730710,800,ZW,0,2,0,76200,0,,,160,0
18730711,800,W,0,10,0,75300,0,,,180,0
18730712,800,NO,0,10,0,75500,0,,,160,0
18730712,2400,,,,,,,6,0,,
18730713,800,ZW,0,5,0,75500,0,,,160,0
18730713,2400,,,,,,,150,0,,
18730714,800,ZW,0,2,0,75500,0,,,170,0
18730715,800,ZW,0,10,0,76500,0,,,170,0
18730716,800,W,0,10,0,76600,0,,,150,0
18730717,800,ZW,0,10,0,75800,0,,,150,0
18730717,2400,,,,,,,20,0,,
18730718,800,ZW,0,8,0,76200,0,,,200,0
18730719,800,W,0,10,0,76100,0,,,150,0
18730719,2400,,,,,,,55,0,,
18730720,800,ZW,0,10,0,76500,0,,,170,0
18730721,800,ZW,0,2,0,76700,0,,,200,0
18730722,800,ZO,0,2,0,76600,0,,,220,0
18730723,800,ZO,0,0,0,76100,0,,,230,0
18730724,800,ZW,0,10,0,76000,0,,,200,0
18730724,2400,,,,,,,85,0,,
18730725,800,ZO,0,0,0,76400,0,,,170,0
18730726,800,ZO,0,2,0,76150,0,,,210,0
18730727,800,W,0,2,0,76100,0,,,180,0
18730728,800,ZW,0,0,0,76300,0,,,170,0
18730729,800,O,0,10,0,76200,0,,,180,0
18730730,800,Z,0,0,0,75950,0,,,210,0
18730731,800,Z,0,0,0,76400,0,,,190,0
18730801,800,ZW,0,2,0,76200,0,,,180,0
18730802,800,ZW,0,5,0,76350,0,,,120,0
18730803,800,ZW,0,5,0,76500,0,,,170,0
18730803,2400,,,,,,,10,0,,
18730804,800,ZO,0,2,0,76400,0,,,170,0
18730805,800,W,0,8,0,75900,0,,,170,0
18730806,800,Z,0,10,0,75900,0,,,180,0
18730807,800,W,0,8,0,76300,0,,,200,0
18730808,800,ZW,0,0,0,76300,0,,,200,0
18730809,800,ZW,0,10,0,75400,0,,,180,0
18730809,2400,,,,,,,95,0,,
18730810,800,W,0,10,0,75900,0,,,140,0
18730810,2400,,,,,,,21,0,,
18730811,800,Z,0,10,0,76100,0,,,130,0
18730811,2400,,,,,,,46,0,,
18730812,800,ZW,0,2,0,76300,0,,,160,0
18730813,800,W,0,10,0,75900,0,,,160,0
18730813,2400,,,,,,,34,0,,
18730814,800,W,0,8,0,76200,0,,,160,0
18730814,2400,,,,,,,200,0,,
18730815,800,W,0,0,0,76600,0,,,150,0
18730815,2400,,,,,,,10,0,,
18730816,800,Z,0,,,76400,0,,,185,0
18730817,800,W,0,5,0,76400,0,,,160,0
18730818,800,ZO,0,2,0,76200,0,,,150,0
18730819,800,Z,0,10,0,75400,0,,,140,0
18730819,2400,,,,,,,190,0,,
18730820,800,ZW,0,2,0,75700,0,,,150,0
18730821,800,ZW,0,10,0,75300,0,,,160,0
18730821,2400,,,,,,,35,0,,
18730822,800,ZO,0,2,0,76100,0,,,160,0
18730822,2400,,,,,,,32,0,,
18730823,800,O,0,,,76000,0,,,180,0
18730824,800,W,0,,,76000,0,,,170,0
18730824,2400,,,,,,,47,0,,
18730825,800,O,0,0,0,76050,0,,,180,0
18730826,800,O,0,,,75850,0,,,210,0
18730826,2400,,,,,,,5,0,,
18730827,800,ZW,0,2,0,76200,0,,,170,0
18730827,2400,,,,,,,195,0,,
18730828,800,ZO,0,2,0,75600,0,,,180,0
18730829,800,ZW,0,10,0,75300,0,,,150,0
18730830,800,Z,0,10,0,75400,0,,,130,0
18730830,2400,,,,,,,110,0,,
18730831,800,ZW,0,2,0,75300,0,,,140,0
18730831,2400,,,,,,,15,0,,
18730901,800,W,0,2,0,75900,0,,,170,0
18730901,2400,,,,,,,15,0,,
18730902,800,ZW,0,8,0,75600,0,,,150,0
18730903,800,ZW,0,10,0,75900,0,,,140,0
18730903,2400,,,,,,,20,0,,
18730904,800,ZW,0,2,0,76100,0,,,110,0
18730904,2400,,,,,,,15,0,,
18730905,800,W,0,0,0,75950,0,,,110,0
18730905,2400,,,,,,,10,0,,
18730906,800,ZW,0,,,75750,0,,,120,0
18730906,2400,,,,,,,50,0,,
18730907,800,Z,0,,,75800,0,,,100,0
18730907,2400,,,,,,,11,0,,
18730908,800,ZO,0,10,0,75600,0,,,110,0
18730909,800,ZW,0,,,75900,0,,,90,0
18730909,2400,,,,,,,85,0,,
18730910,800,ZW,0,10,0,75100,0,,,140,0
18730910,2400,,,,,,,38,0,,
18730911,800,ZW,0,10,0,75300,0,,,130,0
18730911,2400,,,,,,,130,0,,
18730912,800,ZW,0,2,0,75900,0,,,115,0
18730912,2400,,,,,,,30,0,,
18730913,800,Z,0,,,76100,0,,,100,0
18730914,800,ZW,0,10,0,75400,0,,,150,0
18730914,2400,,,,,,,86,0,,
18730915,800,Z,0,0,0,75100,0,,,110,0
18730915,2400,,,,,,,140,0,,
18730916,800,ZW,0,2,0,74800,0,,,110,0
18730916,2400,,,,,,,100,0,,
18730917,800,ZW,0,2,0,75500,0,,,110,0
18730917,2400,,,,,,,45,0,,
18730918,800,ZW,0,2,0,75600,0,,,125,0
18730918,2400,,,,,,,105,0,,
18730919,800,ZW,0,5,0,76000,0,,,110,0
18730920,800,W,0,10,0,76400,0,,,130,0
18730921,800,W,0,10,0,76500,0,,,150,0
18730922,800,NW,0,2,0,77300,0,,,90,0
18730923,800,NW,0,2,0,77200,0,,,90,0
18730924,800,NW,0,10,0,76900,0,,,120,0
18730925,800,NO,0,0,0,77100,0,,,90,0
18730926,800,ZO,0,0,0,76900,0,,,70,0
18730927,800,ZO,0,0,0,76600,0,,,60,0
18730928,800,Z,0,2,0,76050,0,,,150,0
18730929,800,NO,0,5,0,76600,0,,,100,0
18730930,800,NO,0,8,0,76500,0,,,90,0
18731001,800,NO,0,,,76400,0,,,140,0
18731002,800,ZW,0,,,76200,0,,,150,0
18731002,2400,,,,,,,150,0,,
18731003,800,ZZW,0,2,0,76200,0,,,145,0
18731004,800,ZW,0,2,0,75500,0,,,170,0
18731004,2400,,,,,,,150,0,,
18731005,800,NO,0,10,0,76100,0,,,130,0
18731005,2400,,,,,,,15,0,,
18731006,800,ZW,0,2,0,76400,0,,,130,0
18731007,800,ZW,0,8,0,75750,0,,,140,0
18731008,800,W,0,5,0,75350,0,,,110,0
18731009,800,ZW,0,2,0,75900,0,,,70,0
18731009,2400,,,,,,,30,0,,
18731010,800,W,0,8,0,75300,0,,,80,0
18731011,800,W,0,10,0,75900,0,,,140,0
18731012,800,Z,0,10,0,75300,0,,,140,0
18731013,800,Z,0,8,0,75200,0,,,130,0
18731014,800,ZW,0,,,75800,0,,,80,0
18731015,800,ZW,0,2,0,76150,0,,,60,0
18731016,800,ZW,0,8,0,76300,0,,,60,0
18731017,800,ZW,0,,,76650,0,,,40,0
18731018,800,O,0,0,0,76850,0,,,10,0
18731019,800,NO,0,2,0,76700,0,,,90,0
18731020,800,ZW,0,10,0,75800,0,,,90,0
18731021,800,W,0,8,0,75600,0,,,80,0
18731021,2400,,,,,,,75,0,,
18731022,800,ZW,0,8,0,74300,0,,,110,0
18731022,2400,,,,,,,35,0,,
18731023,800,ZO,0,8,0,74300,0,,,110,0
18731023,2400,,,,,,,165,0,,
18731024,800,Z,0,8,0,74600,0,,,80,0
18731024,2400,,,,,,,33,0,,
18731025,800,ZW,0,8,0,74500,0,,,70,0
18731025,2400,,,,,,,90,0,,
18731026,800,ZO,0,5,0,75700,0,,,30,0
18731027,800,NW,0,5,0,76600,0,,,50,0
18731028,800,W,0,2,0,77200,0,,,0,0
18731028,2400,,,,,,,5,0,,
18731029,800,NO,0,,,77700,0,,,-10,0
18731030,800,O,0,,,76200,0,,,25,0
18731031,800,Z,0,,,75400,0,,,40,0
18731101,800,Z,0,10,0,74700,0,,,75,0
18731102,800,Z,0,2,0,74900,0,,,70,0
18731102,2400,,,,,,,72,0,,
18731103,800,ZO,0,0,0,75000,0,,,50,0
18731103,2400,,,,,,,10,0,,
18731104,800,NO,0,,,75100,0,,,40,0
18731105,800,ZO,0,10,0,75400,0,,,60,0
18731106,800,ZO,0,2,0,75200,0,,,60,0
18731107,800,ZO,0,8,0,75500,0,,,60,0
18731108,800,Z,0,5,0,76100,0,,,60,0
18731109,800,O,0,2,0,76600,0,,,20,0
18731110,800,NO,0,8,0,76800,0,,,25,0
18731111,800,O,0,0,0,77200,0,,,-10,0
18731112,800,O,0,0,0,76850,0,,,-30,0
18731113,800,O,0,0,0,76150,0,,,-15,0
18731114,800,W,0,,,75900,0,,,20,0
18731115,800,NO,0,0,0,77000,0,,,-20,0
18731116,800,W,0,,,76900,0,,,30,0
18731117,800,W,0,,,77100,0,,,30,0
18731118,800,W,0,8,0,76300,0,,,50,0
18731119,800,NW,0,,,76750,0,,,40,0
18731120,800,NW,0,8,0,76600,0,,,50,0
18731121,800,ZW,0,,,76300,0,,,-10,0
18731122,800,ZW,0,10,0,75700,0,,,70,0
18731122,2400,,,,,,,50,0,,
18731123,800,ZW,0,10,0,76400,0,,,80,0
18731123,2400,,,,,,,120,0,,
18731124,800,W,0,8,0,75300,0,,,60,0
18731124,2400,,,,,,,5,0,,
18731125,800,ZW,0,2,0,76500,0,,,30,0
18731126,800,ZO,0,,,76400,0,,,60,0
18731127,800,W,0,8,0,74300,0,,,80,0
18731127,2400,,,,,,,5,0,,
18731128,800,NW,0,8,0,75400,0,,,80,0
18731128,2400,,,,,,,25,0,,
18731129,800,ZW,0,8,0,75700,0,,,100,0
18731129,2400,,,,,,,10,0,,
18731130,800,W,0,10,0,74800,0,,,70,0
18731130,2400,,,,,,,150,0,,
18731201,2400,,,2,0,,,,,,
18731205,2400,,,,,,,20,0,,
18731206,2400,,,10,0,,,,,,
18731208,2400,,,2,0,,,,,,
18731209,2400,,,0,0,,,,,,
18731210,2400,,,8,0,,,,,,
18731215,2400,,,,,,,10,0,,
18731217,2400,,,2,0,,,,,,
18731219,2400,,,,,,,12,0,,
18731221,2400,,,5,0,,,,,,
18731222,2400,,,,,,,20,0,,
18731223,2400,,,,,,,15,0,,
18731224,2400,,,8,0,,,,,,
18731225,2400,,,5,0,,,,,,
18731227,2400,,,,,,,140,0,,
18731228,2400,,,0,0,,,,,,
18731229,2400,,,2,0,,,,,,
18731230,2400,,,0,0,,,,,,
18731231,2400,,,2,0,,,,,,
18740101,800,ZW,0,,,76400,0,,,40,0
18740101,2400,,,,,,,12,0,,
18740102,800,ZW,0,,,76400,0,,,45,0
18740102,2400,,,5,0,,,,,,
18740103,800,ZW,0,,,75900,0,,,60,0
18740103,2400,,,,,,,115,0,,
18740104,800,ZW,0,,,75000,0,,,50,0
18740104,2400,,,,,,,20,0,,
18740105,800,W,0,,,75600,0,,,-10,0
18740105,2400,,,10,0,,,,,,
18740106,800,Z,0,,,77000,0,,,20,0
18740107,800,ZO,0,,,76600,0,,,-30,0
18740107,2400,,,0,0,,,,,,
18740108,800,ZO,0,,,76700,0,,,-10,0
18740108,2400,,,2,0,,,,,,
18740109,800,ZO,0,,,76300,0,,,10,0
18740109,2400,,,2,0,,,,,,
18740110,800,ZO,0,,,76640,0,,,-10,0
18740110,2400,,,2,0,,,,,,
18740111,800,ZW,0,,,76400,0,,,10,0
18740112,800,ZW,0,,,75950,0,,,25,0
18740112,2400,,,,,,,20,0,,
18740113,800,W,0,,,76150,0,,,10,0
18740113,2400,,,2,0,,,,,,
18740114,800,ZW,0,,,75900,0,,,60,0
18740114,2400,,,,,,,5,0,,
18740115,800,ZW,0,,,76200,0,,,70,0
18740116,800,ZW,0,,,75800,0,,,10,0
18740116,2400,,,2,0,,,,,,
18740117,800,ZW,0,,,75100,0,,,40,0
18740117,2400,,,10,0,,,,,,
18740118,800,Z,0,,,75900,0,,,-10,0
18740118,2400,,,,,,,75,0,,
18740119,800,ZW,0,,,75400,0,,,70,0
18740119,2400,,,,,,,62,0,,
18740120,800,ZW,0,,,75700,0,,,100,0
18740120,2400,,,,,,,46,0,,
18740121,800,ZW,0,,,76400,0,,,60,0
18740121,2400,,,2,0,,,,,,
18740122,800,Z,0,,,77400,0,,,10,0
18740123,800,ZW,0,,,77000,0,,,35,0
18740124,800,ZW,0,,,76400,0,,,35,0
18740124,2400,,,,,,,61,0,,
18740125,800,NW,0,,,77100,0,,,-10,0
18740125,2400,,,2,0,,,,,,
18740126,800,ZW,0,,,77400,0,,,10,0
18740126,2400,,,2,0,,,,,,
18740127,800,W,0,,,76700,0,,,50,0
18740127,2400,,,5,0,,,,,,
18740128,800,NW,0,,,77200,0,,,70,0
18740128,2400,,,2,0,,,,,,
18740129,800,W,0,,,77100,0,,,50,0
18740130,800,W,0,,,76700,0,,,50,0
18740131,800,W,0,,,77000,0,,,30,0
18740131,2400,,,2,0,,,,,,
18740201,800,NW,0,,,77100,0,,,60,0
18740201,2400,,,10,0,,,,,,
18740202,800,W,0,,,77100,0,,,30,0
18740202,2400,,,8,0,,,,,,
18740203,800,W,0,,,76900,0,,,40,0
18740203,2400,,,8,0,,,,,,
18740204,800,N,0,,,77650,0,,,-10,0
18740205,800,W,0,,,77700,0,,,10,0
18740205,2400,,,5,0,,,,,,
18740206,800,ZW,0,,,77500,0,,,-10,0
18740207,800,Z,0,,,76900,0,,,-50,0
18740207,2400,,,,,,,90,0,,
18740208,800,W,0,,,75500,0,,,50,0
18740208,2400,,,10,0,,,,,,
18740209,800,W,0,,,76200,0,,,0,0
18740209,2400,,,,,,,50,0,,
18740210,800,N,0,,,77400,0,,,-75,0
18740210,2400,,,0,0,,,,,,
18740211,800,ZO,0,,,77700,0,,,-105,0
18740211,2400,,,0,0,,,,,,
18740212,800,ZO,0,,,77100,0,,,-100,0
18740212,2400,,,0,0,,,,,,
18740213,800,Z,0,,,76700,0,,,-100,0
18740213,2400,,,0,0,,,,,,
18740214,800,Z,0,,,76250,0,,,50,0
18740214,2400,,,2,0,,,,,,
18740215,800,ZO,0,,,75600,0,,,50,0
18740215,2400,,,2,0,,,,,,
18740216,800,Z,0,,,75400,0,,,55,0
18740216,2400,,,2,0,,,,,,
18740217,800,ZW,0,,,75000,0,,,55,0
18740217,2400,,,,,,,43,0,,
18740218,800,ZW,0,,,74900,0,,,45,0
18740218,2400,,,10,0,,,,,,
18740219,800,ZW,0,,,75800,0,,,-20,0
18740219,2400,,,,,,,130,0,,
18740220,800,ZO,0,,,76600,0,,,25,0
18740221,800,O,0,,,76700,0,,,5,0
18740222,800,ZO,0,,,76200,0,,,-10,0
18740222,2400,,,0,0,,,,,,
18740223,800,O,0,,,76000,0,,,-20,0
18740223,2400,,,0,0,,,,,,
18740224,800,NO,0,,,76400,0,,,-15,0
18740224,2400,,,0,0,,,,,,
18740225,800,O,0,,,76200,0,,,-20,0
18740225,2400,,,0,0,,,,,,
18740226,800,O,0,,,75500,0,,,-5,0
18740226,2400,,,0,0,,,,,,
18740227,800,ZO,0,,,74700,0,,,70,0
18740227,2400,,,,,,,10,0,,
18740228,800,NO,0,,,76000,0,,,60,0
18740228,2400,,,,,,,25,0,,
18740301,800,Z,0,,,76400,0,,,50,0
18740302,800,NO,0,,,77300,0,,,-5,0
18740302,2400,,,0,0,,,,,,
18740303,800,NO,0,,,77600,0,,,-5,0
18740303,2400,,,0,0,,,,,,
18740304,800,ZO,0,,,77700,0,,,-10,0
18740304,2400,,,0,0,,,,,,
18740305,800,NW,0,,,77600,0,,,-10,0
18740306,800,NW,0,,,77650,0,,,5,0
18740306,2400,,,2,0,,,,,,
18740307,800,W,0,,,77400,0,,,40,0
18740307,2400,,,2,0,,,,,,
18740308,800,ZW,0,,,76600,0,,,30,0
18740308,2400,,,0,0,,,,,,
18740309,800,ZW,0,,,75400,0,,,30,0
18740309,2400,,,5,0,,,,,,
18740310,800,NO,0,,,74500,0,,,20,0
18740310,2400,,,,,,,15,0,,
18740311,800,W,0,,,75650,0,,,-40,0
18740311,2400,,,,,,,73,0,,
18740312,800,W,0,,,76400,0,,,-20,0
18740312,2400,,,,,,,35,0,,
18740313,800,NO,0,,,77000,0,,,-60,0
18740313,2400,,,,,,,10,0,,
18740314,800,W,0,,,77200,0,,,20,0
18740314,2400,,,10,0,,,,,,
18740315,800,NW,0,,,76500,0,,,60,0
18740315,2400,,,,,,,55,0,,
18740316,800,W,0,,,76300,0,,,70,0
18740316,2400,,,,,,,10,0,,
18740317,800,W,0,,,76800,0,,,30,0
18740317,2400,,,10,0,,,,,,
18740318,800,ZW,0,,,76100,0,,,90,0
18740318,2400,,,,,,,45,0,,
18740319,800,W,0,,,76300,0,,,40,0
18740319,2400,,,,,,,131,0,,
18740320,800,NW,0,,,75400,0,,,60,0
18740320,2400,,,,,,,50,0,,
18740321,800,W,0,,,76600,0,,,40,0
18740321,2400,,,,,,,15,0,,
18740322,800,W,0,,,76450,0,,,30,0
18740322,2400,,,10,0,,,,,,
18740323,800,W,0,,,76300,0,,,50,0
18740323,2400,,,,,,,40,0,,
18740324,800,Z,0,,,77000,0,,,60,0
18740324,2400,,,2,0,,,,,,
18740325,800,Z,0,,,76800,0,,,70,0
18740325,2400,,,,,,,25,0,,
18740326,800,NO,0,,,77100,0,,,80,0
18740326,2400,,,5,0,,,,,,
18740327,800,ZW,0,,,76600,0,,,60,0
18740327,2400,,,0,0,,,,,,
18740328,800,W,0,,,76200,0,,,40,0
18740328,2400,,,10,0,,,,,,
18740329,800,ZW,0,,,75200,0,,,80,0
18740329,2400,,,10,0,,,,,,
18740330,800,ZW,0,,,75600,0,,,100,0
18740330,2400,,,,,,,55,0,,
18740331,800,ZW,0,,,75950,0,,,60,0
18740331,2400,,,,,,,15,0,,
18740401,800,W,0,,,76200,0,,,60,0
18740401,2400,,,,,,,75,0,,
18740402,800,ZW,0,,,75700,0,,,80,0
18740402,2400,,,,,,,25,0,,
18740403,800,ZW,0,,,74400,0,,,130,0
18740403,2400,,,10,0,,,,,,
18740404,800,W,0,,,75200,0,,,70,0
18740404,2400,,,,,,,25,0,,
18740405,800,Z,0,,,75200,0,,,70,0
18740405,2400,,,5,0,,,,,,
18740406,800,W,0,,,75400,0,,,50,0
18740406,2400,,,0,0,,,,,,
18740407,800,ZW,0,,,76150,0,,,40,0
18740407,2400,,,0,0,,,,,,
18740408,800,ZW,0,,,76000,0,,,40,0
18740408,2400,,,,,,,36,0,,
18740409,800,NO,0,,,76000,0,,,70,0
18740409,2400,,,0,0,,,,,,
18740410,800,ZO,0,,,75150,0,,,70,0
18740410,2400,,,0,0,,,,,,
18740411,800,Z,0,,,74400,0,,,90,0
18740411,2400,,,10,0,,,,,,
18740412,800,NO,0,,,74500,0,,,90,0
18740412,2400,,,2,0,,,,,,
18740413,800,ZW,0,,,75100,0,,,80,0
18740413,2400,,,10,0,,,,,,
18740414,800,NO,0,,,75100,0,,,80,0
18740414,2400,,,10,0,,,,,,
18740415,800,NO,0,,,75500,0,,,60,0
18740416,800,NW,0,,,75900,0,,,60,0
18740417,800,ZW,0,,,75700,0,,,80,0
18740417,2400,,,10,0,,,,,,
18740418,800,W,0,,,76000,0,,,80,0
18740418,2400,,,,,,,10,0,,
18740419,800,ZW,0,,,76400,0,,,90,0
18740419,2400,,,10,0,,,,,,
18740420,800,ZW,0,,,76400,0,,,110,0
18740420,2400,,,8,0,,,,,,
18740421,800,Z,0,,,76450,0,,,130,0
18740421,2400,,,8,0,,,,,,
18740422,800,ZW,0,,,76200,0,,,130,0
18740422,2400,,,0,0,,,,,,
18740423,800,NO,0,,,76700,0,,,90,0
18740424,800,ZO,0,,,76550,0,,,130,0
18740424,2400,,,0,0,,,,,,
18740425,800,ZW,0,,,75500,0,,,120,0
18740426,800,NO,0,,,76700,0,,,80,0
18740427,800,O,0,,,76900,0,,,90,0
18740427,2400,,,0,0,,,,,,
18740428,800,O,0,,,77150,0,,,70,0
18740428,2400,,,0,0,,,,,,
18740429,800,O,0,,,77250,0,,,40,0
18740429,2400,,,0,0,,,,,,
18740430,800,W,0,,,76100,0,,,70,0
18740430,2400,,,2,0,,,,,,
18740501,800,NW,0,,,75600,0,,,90,0
18740501,2400,,,2,0,,,,,,
18740502,800,NW,0,,,76250,0,,,40,0
18740502,2400,,,2,0,,,,,,
18740503,800,NW,0,,,75800,0,,,30,0
18740503,2400,,,2,0,,,,,,
18740504,800,NW,0,,,75400,0,,,50,0
18740504,2400,,,,,,,20,0,,
18740505,800,NO,0,,,75700,0,,,60,0
18740505,2400,,,8,0,,,,,,
18740506,800,ZW,0,,,75000,0,,,60,0
18740506,2400,,,,,,,25,0,,
18740507,800,ZW,0,,,75600,0,,,70,0
18740507,2400,,,,,,,65,0,,
18740508,800,O,0,,,75000,0,,,80,0
18740509,800,ZW,0,,,75100,0,,,65,0
18740509,2400,,,2,0,,,,,,
18740510,800,W,0,,,75400,0,,,85,0
18740510,2400,,,,,,,55,0,,
18740511,800,N,0,,,76150,0,,,90,0
18740511,2400,,,5,0,,,,,,
18740512,800,NO,0,,,76200,0,,,80,0
