Delfzijl(102_G) "53:20:00" NB "6:55:0" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 FFkts  Windsnelheid  :  Volgens diverse schalen vastgesteld  (Knopen). ;  FFkts  Windspeed  :  estimated from a variety of scales  (Knopen).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,FFkts,Q_FFkts,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18910303,800,W,0,,,13,0,,,76040,0,,,26,0
18910303,1400,,,,,25,0,,,,,,,,
18910303,1900,NNW,0,,,12,0,,,76360,0,,,22,0
18910304,800,WNW,0,,,5,0,,,76660,0,,,16,0
18910304,1400,,,,,15,0,,,,,,,,
18910304,1900,NW,0,,,30,0,,,76080,0,,,58,0
18910305,800,WNW,0,,,22,0,,,76080,0,,,50,0
18910305,1400,,,,,27,0,,,,,,,,
18910305,1900,WNW,0,,,20,0,,,76140,0,,,68,0
18910306,800,W,0,,,20,0,,,75870,0,,,50,0
18910306,1400,,,,,33,0,,,,,,,,
18910306,1900,WNW,0,,,20,0,,,75620,0,,,56,0
18910307,800,ZW,0,,,,,,,75480,0,,,20,0
18910307,1400,,,,,12,0,,,,,,,,
18910307,1900,NW,0,,,,,,,75520,0,,,26,0
18910308,800,ZO,0,,,20,0,,,75380,0,,,6,0
18910308,1900,Z,0,,,,,,,75100,0,,,22,0
18910309,800,N,0,,,10,0,,,75600,0,,,4,0
18910309,1400,,,,,5,0,,,,,,,,
18910309,1900,ONO,0,,,0,0,,,75830,0,,,10,0
18910310,800,NO,0,,,35,0,,,74950,0,,,-16,0
18910310,1400,,,,,25,0,,,,,,,,
18910310,1900,NO,0,,,3,0,,,74540,0,,,14,0
18910311,800,ONO,0,,,,,,,74370,0,,,14,0
18910311,1900,ONO,0,,,,,,,74380,0,,,38,0
18910312,800,ZW,0,,,15,0,,,74900,0,,,16,0
18910312,1400,,,,,25,0,,,,,,,,
18910312,1900,ZW,0,,,0,0,,,75550,0,,,14,0
18910313,800,ZO,0,,,,,,,75970,0,,,0,0
18910313,1400,,,,,3,0,,,,,,,,
18910313,1900,OZO,0,,,10,0,,,75980,0,,,22,0
18910314,800,ONO,0,,,5,0,,,75860,0,,,2,0
18910314,1400,,,,,7,0,,,,,,,,
18910314,1900,O,0,,,3,0,,,75650,0,,,22,0
18910315,800,WNW,0,,,,,,,75480,0,,,22,0
18910315,1900,W,0,,,,,,,75450,0,,,30,0
18910316,800,ZO,0,,,13,0,,,75330,0,,,30,0
18910316,1400,,,,,10,0,,,,,,,,
18910316,1900,ZZO,0,,,0,0,,,75430,0,,,48,0
18910317,800,O,0,,,0,0,,,75720,0,,,40,0
18910317,1400,,,,,7,0,,,,,,,,
18910317,1900,OZO,0,,,10,0,,,76780,0,,,64,0
18910318,800,ONO,0,,,10,0,,,75930,0,,,20,0
18910318,1400,,,,,10,0,,,,,,,,
18910318,1900,OZO,0,,,10,0,,,75650,0,,,14,0
18910319,800,ZW,0,,,20,0,,,75200,0,,,20,0
18910319,1400,,,,,20,0,,,,,,,,
18910319,1900,N,0,,,10,0,,,75540,0,,,4,0
18910320,800,ZW,0,,,0,0,,,75550,0,,,-2,0
18910320,1400,,,,,0,0,,,,,,,,
18910320,1900,ZW,0,,,0,0,,,75300,0,,,20,0
18910321,800,WZW,0,,,0,0,,,75220,0,,,2,0
18910321,1400,,,,,28,0,,,,,,,,
18910321,1900,NO,0,,,20,0,,,75700,0,,,-6,0
18910322,800,NO,0,,,5,0,,,76060,0,,,-16,0
18910322,1400,,,,,10,0,,,,,,,,
18910322,1900,NO,0,,,0,0,,,76300,0,,,-20,0
18910323,800,ONO,0,,,0,0,,,76500,0,,,-18,0
18910323,1900,OZO,0,,,0,0,,,76400,0,,,-2,0
18910324,800,Z,0,,,0,0,,,76250,0,,,-10,0
18910324,1400,,,,,0,0,,,,,,,,
18910324,1900,ZW,0,,,7,0,,,75860,0,,,32,0
18910325,800,ZW,0,,,0,0,,,75220,0,,,30,0
18910325,1400,,,,,8,0,,,,,,,,
18910325,1900,ZW,0,,,3,0,,,75260,0,,,66,0
18910326,800,ZW,0,,,15,0,,,74920,0,,,44,0
18910326,1400,,,,,25,0,,,,,,,,
18910326,1900,ZW,0,,,8,0,,,75200,0,,,22,0
18910327,800,W,0,,,5,0,,,75340,0,,,22,0
18910327,1400,,,,,13,0,,,,,,,,
18910327,1900,WZW,0,,,3,0,,,75080,0,,,32,0
18910328,800,ZW,0,,,0,0,,,74600,0,,,12,0
18910328,1400,,,,,20,0,,,,,,,,
18910328,1900,NW,0,,,3,0,,,75000,0,,,24,0
18910329,800,WNW,0,,,15,0,,,74720,0,,,36,0
18910329,1400,,,,,30,0,,,,,,,,
18910329,1900,NW,0,,,27,0,,,74900,0,,,10,0
18910330,800,NW,0,,,7,0,,,74730,0,,,10,0
18910330,1400,,,,,18,0,,,,,,,,
18910330,1900,NW,0,,,18,0,,,75160,0,,,20,0
18910331,800,NO,0,,,8,0,,,75880,0,,,16,0
18910331,1400,,,,,7,0,,,,,,,,
18910331,1900,NO,0,,,,,,,76050,0,,,24,0
18910401,800,NO,0,,,,,,,76080,0,,,20,0
18910401,1400,,,,,0,0,,,,,,,,
18910401,1900,NO,0,,,3,0,,,76140,0,,,4,0
18910402,800,ONO,0,,,,,,,76220,0,,,4,0
18910402,1900,O,0,,,15,0,,,76080,0,,,12,0
18910403,800,O,0,,,28,0,,,75970,0,,,4,0
18910403,1400,,,,,20,0,,,,,,,,
18910403,1900,O,0,,,15,0,,,76020,0,,,46,0
18910404,800,O,0,,,25,0,,,76150,0,,,4,0
18910404,1400,,,,,20,0,,,,,,,,
18910404,1900,ZO,0,,,17,0,,,75940,0,,,54,0
18910405,800,OZO,0,,,40,0,,,75700,0,,,26,0
18910405,1400,,,,,28,0,,,,,,,,
18910405,1900,ZO,0,,,18,0,,,75740,0,,,42,0
18910406,800,OZO,0,,,23,0,,,75700,0,,,20,0
18910406,1400,,,,,5,0,,,,,,,,
18910406,1900,ZO,0,,,,,,,75660,0,,,52,0
18910407,800,O,0,,,5,0,,,75490,0,,,38,0
18910407,1400,,,,,5,0,,,,,,,,
18910407,1900,OZO,0,,,7,0,,,75270,0,,,56,0
18910408,800,O,0,,,,,,,75310,0,,,50,0
18910408,1900,O,0,,,5,0,,,75710,0,,,56,0
18910409,800,W,0,,,,,,,76100,0,,,56,0
18910409,1900,ONO,0,,,,,,,76320,0,,,76,0
18910410,800,ONO,0,,,15,0,,,76520,0,,,46,0
18910410,1400,,,,,22,0,,,,,,,,
18910410,1900,ONO,0,,,15,0,,,76600,0,,,70,0
18910411,800,ONO,0,,,20,0,,,76620,0,,,30,0
18910411,1400,,,,,20,0,,,,,,,,
18910411,1900,ONO,0,,,15,0,,,76450,0,,,40,0
18910412,800,NO,0,,,18,0,,,76460,0,,,44,0
18910412,1400,,,,,5,0,,,,,,,,
18910412,1900,ONO,0,,,5,0,,,76410,0,,,36,0
18910413,800,N,0,,,3,0,,,76120,0,,,46,0
18910413,1400,,,,,0,0,,,,,,,,
18910413,1900,N,0,,,2,0,,,76090,0,,,32,0
18910414,800,N,0,,,2,0,,,76180,0,,,40,0
18910414,1400,,,,,5,0,,,,,,,,
18910414,1900,N,0,,,5,0,,,76240,0,,,48,0
18910415,800,WNW,0,,,,,,,76360,0,,,48,0
18910415,1900,NW,0,,,,,,,76460,0,,,50,0
18910416,800,ZW,0,,,,,,,76400,0,,,44,0
18910416,1400,,,,,10,0,,,,,,,,
18910416,1900,W,0,,,8,0,,,75910,0,,,78,0
18910417,800,ZW,0,,,13,0,,,75450,0,,,32,0
18910417,1400,,,,,28,0,,,,,,,,
18910417,1900,NW,0,,,,,,,76000,0,,,42,0
18910418,800,NNO,0,,,,,,,76350,0,,,32,0
18910418,1400,,,,,5,0,,,,,,,,
18910418,1900,N,0,,,5,0,,,76380,0,,,42,0
18910419,800,NNO,0,,,,,,,76440,0,,,58,0
18910419,1900,N,0,,,5,0,,,76650,0,,,40,0
18910420,800,ONO,0,,,,,,,76900,0,,,52,0
18910420,1400,,,,,8,0,,,,,,,,
18910420,1900,ONO,0,,,10,0,,,76980,0,,,62,0
18910421,800,ONO,0,,,,,,,76900,0,,,58,0
18910421,1400,,,,,5,0,,,,,,,,
18910421,1900,NO,0,,,10,0,,,76770,0,,,68,0
18910422,800,O,0,,,20,0,,,76720,0,,,64,0
18910422,1400,,,,,15,0,,,,,,,,
18910422,1900,NO,0,,,8,0,,,76550,0,,,70,0
18910423,800,ONO,0,,,,,,,76590,0,,,62,0
18910423,1400,,,,,10,0,,,,,,,,
18910423,1900,NO,0,,,5,0,,,76490,0,,,62,0
18910424,800,O,0,,,0,0,,,76520,0,,,56,0
18910424,1400,,,,,2,0,,,,,,,,
18910424,1900,NO,0,,,0,0,,,76430,0,,,52,0
18910425,800,ONO,0,,,,,,,76420,0,,,50,0
18910425,1400,,,,,0,0,,,,,,,,
18910425,1900,NO,0,,,0,0,,,76260,0,,,58,0
18910426,800,NW,0,,,,,,,76270,0,,,54,0
18910426,1400,,,,,3,0,,,,,,,,
18910426,1900,NW,0,,,2,0,,,76170,0,,,50,0
18910427,800,O,0,,,0,0,,,76070,0,,,74,0
18910427,1900,OZO,0,,,15,0,,,75600,0,,,98,0
18910428,800,ZO,0,,,10,0,,,75160,0,,,88,0
18910428,1900,ZW,0,,,5,0,,,75460,0,,,80,0
18910429,800,ZW,0,,,,,,,75610,0,,,70,0
18910429,1400,,,,,2,0,,,,,,,,
18910429,1900,ZW,0,,,,,,,75620,0,,,86,0
18910430,800,ZW,0,,,5,0,,,75320,0,,,100,0
18910430,1400,,,,,10,0,,,,,,,,
18910430,1900,ZW,0,,,5,0,,,75680,0,,,106,0
18910501,800,ZW,0,,,3,0,,,75700,0,,,136,0
18910501,1400,,,,,13,0,,,,,,,,
18910501,1900,ZZO,0,,,5,0,,,75160,0,,,144,0
18910502,800,ZW,0,,,7,0,,,75570,0,,,132,0
18910502,1400,,,,,5,0,,,,,,,,
18910502,1900,ZW,0,,,0,0,,,75450,0,,,112,0
18910503,800,ZW,0,,,13,0,,,75760,0,,,78,0
18910503,1400,,,,,17,0,,,,,,,,
18910503,1900,ZW,0,,,,,,,76100,0,,,84,0
18910504,800,ZW,0,,,0,0,,,76100,0,,,90,0
18910504,1400,,,,,10,0,,,,,,,,
18910504,1900,ZW,0,,,,,,,76380,0,,,88,0
18910505,800,NO,0,,,0,0,,,76780,0,,,72,0
18910505,1400,,,,,5,0,,,,,,,,
18910505,1900,NW,0,,,10,0,,,76740,0,,,74,0
18910506,800,ONO,0,,,7,0,,,76640,0,,,94,0
18910506,1400,,,,,10,0,,,,,,,,
18910506,1900,ONO,0,,,15,0,,,76340,0,,,128,0
18910507,800,O,0,,,15,0,,,76210,0,,,112,0
18910507,1400,,,,,7,0,,,,,,,,
18910507,1900,O,0,,,3,0,,,75800,0,,,140,0
18910508,800,ONO,0,,,0,0,,,75530,0,,,106,0
18910508,1900,NO,0,,,0,0,,,75350,0,,,126,0
18910509,800,ONO,0,,,0,0,,,75400,0,,,114,0
18910509,1400,,,,,10,0,,,,,,,,
18910509,1900,NO,0,,,10,0,,,75400,0,,,120,0
18910510,800,O,0,,,20,0,,,75630,0,,,134,0
18910510,1400,,,,,18,0,,,,,,,,
18910510,1900,O,0,,,25,0,,,75700,0,,,158,0
18910511,800,O,0,,,3,0,,,76270,0,,,138,0
18910511,1400,,,,,0,0,,,,,,,,
18910511,1900,O,0,,,,,,,76400,0,,,170,0
18910512,800,O,0,,,3,0,,,76700,0,,,120,0
18910512,1400,,,,,0,0,,,,,,,,
18910512,1900,O,0,,,5,0,,,76600,0,,,162,0
18910513,800,NO,0,,,,,,,76480,0,,,132,0
18910513,1900,N,0,,,,,,,76220,0,,,106,0
18910514,800,NNO,0,,,2,0,,,76280,0,,,92,0
18910514,1900,NW,0,,,,,,,75870,0,,,90,0
18910515,800,ZW,0,,,7,0,,,75190,0,,,102,0
18910515,1400,,,,,15,0,,,,,,,,
18910515,1900,WNW,0,,,7,0,,,74860,0,,,84,0
18910516,800,NW,0,,,30,0,,,74840,0,,,58,0
18910516,1900,NW,0,,,5,0,,,75160,0,,,52,0
18910517,800,WZW,0,,,3,0,,,75230,0,,,54,0
18910517,1400,,,,,2,0,,,,,,,,
18910517,1900,Z,0,,,,,,,75170,0,,,80,0
18910518,800,Z,0,,,10,0,,,75180,0,,,80,0
18910518,1400,,,,,12,0,,,,,,,,
18910518,1900,ZZW,0,,,10,0,,,74570,0,,,76,0
18910519,800,ZW,0,,,3,0,,,75230,0,,,72,0
18910519,1400,,,,,0,0,,,,,,,,
18910519,1900,ZW,0,,,0,0,,,75230,0,,,68,0
18910520,800,ZW,0,,,5,0,,,75730,0,,,88,0
18910520,1400,,,,,7,0,,,,,,,,
18910520,1900,ZW,0,,,3,0,,,75720,0,,,106,0
18910521,800,OZO,0,,,10,0,,,75060,0,,,118,0
18910521,1400,,,,,10,0,,,,,,,,
18910521,1900,ZO,0,,,5,0,,,74540,0,,,144,0
18910522,800,W,0,,,15,0,,,75070,0,,,94,0
18910522,1400,,,,,7,0,,,,,,,,
18910522,1900,W,0,,,0,0,,,75370,0,,,104,0
18910523,800,ZW,0,,,2,0,,,75600,0,,,108,0
18910523,1400,,,,,5,0,,,,,,,,
18910523,1900,ZW,0,,,,,,,75700,0,,,120,0
18910524,800,O,0,,,,,,,75520,0,,,132,0
18910524,1400,,,,,13,0,,,,,,,,
18910524,1900,ZZO,0,,,,,,,75500,0,,,118,0
18910525,800,ZO,0,,,7,0,,,75520,0,,,130,0
18910525,1400,,,,,0,0,,,,,,,,
18910525,1900,ZZW,0,,,3,0,,,75620,0,,,122,0
18910526,800,ZW,0,,,5,0,,,75630,0,,,120,0
18910526,1400,,,,,10,0,,,,,,,,
18910526,1900,Z,0,,,3,0,,,75680,0,,,104,0
18910527,800,ZW,0,,,5,0,,,75700,0,,,116,0
18910527,1400,,,,,7,0,,,,,,,,
18910527,1900,ZW,0,,,3,0,,,75630,0,,,122,0
18910528,800,Z,0,,,8,0,,,75650,0,,,116,0
18910528,1400,,,,,5,0,,,,,,,,
18910528,1900,ZW,0,,,3,0,,,75950,0,,,120,0
18910529,800,Z,0,,,10,0,,,75920,0,,,128,0
18910529,1400,,,,,5,0,,,,,,,,
18910529,1900,ZZO,0,,,10,0,,,75900,0,,,136,0
18910530,800,Z,0,,,7,0,,,75800,0,,,144,0
18910530,1400,,,,,5,0,,,,,,,,
18910530,1900,ZZW,0,,,3,0,,,75950,0,,,136,0
18910531,800,NO,0,,,2,0,,,76040,0,,,150,0
18910531,1400,,,,,15,0,,,,,,,,
18910531,1900,ZO,0,,,,,,,76180,0,,,140,0
18910601,800,OZO,0,,,15,0,,,76260,0,,,148,0
18910601,1400,,,,,13,0,,,,,,,,
18910601,1900,ZO,0,,,25,0,,,75990,0,,,180,0
18910602,800,O,0,,,17,0,,,76180,0,,,164,0
18910602,1400,,,,,20,0,,,,,,,,
18910602,1900,OZO,0,,,25,0,,,75980,0,,,180,0
18910603,800,O,0,,,20,0,,,76220,0,,,146,0
18910603,1400,,,,,20,0,,,,,,,,
18910603,1900,O,0,,,10,0,,,76050,0,,,172,0
18910604,800,O,0,,,15,0,,,76080,0,,,136,0
18910604,1400,,,,,17,0,,,,,,,,
18910604,1900,O,0,,,23,0,,,75950,0,,,164,0
18910605,800,O,0,,,25,0,,,76140,0,,,94,0
18910605,1400,,,,,12,0,,,,,,,,
18910605,1900,O,0,,,12,0,,,76380,0,,,142,0
18910606,800,O,0,,,8,0,,,76360,0,,,132,0
18910606,1400,,,,,10,0,,,,,,,,
18910606,1900,ONO,0,,,10,0,,,76170,0,,,124,0
18910607,800,NO,0,,,15,0,,,76060,0,,,124,0
18910607,1400,,,,,20,0,,,,,,,,
18910607,1900,NO,0,,,17,0,,,75860,0,,,132,0
18910608,800,ONO,0,,,20,0,,,76130,0,,,124,0
18910608,1400,,,,,25,0,,,,,,,,
18910608,1900,O,0,,,23,0,,,76100,0,,,158,0
18910609,800,NO,0,,,30,0,,,75680,0,,,94,0
18910609,1400,,,,,25,0,,,,,,,,
18910609,1900,O,0,,,15,0,,,75330,0,,,128,0
18910610,800,WNW,0,,,25,0,,,75610,0,,,120,0
18910610,1400,,,,,20,0,,,,,,,,
18910610,1900,NW,0,,,8,0,,,76060,0,,,104,0
18910611,800,W,0,,,5,0,,,76140,0,,,104,0
18910611,1400,,,,,18,0,,,,,,,,
18910611,1900,W,0,,,13,0,,,76350,0,,,96,0
18910612,800,NW,0,,,18,0,,,76630,0,,,102,0
18910612,1400,,,,,25,0,,,,,,,,
18910612,1900,NW,0,,,15,0,,,76960,0,,,94,0
18910613,800,WNW,0,,,7,0,,,77000,0,,,90,0
18910613,1400,,,,,5,0,,,,,,,,
18910613,1900,W,0,,,5,0,,,76650,0,,,124,0
18910614,800,NW,0,,,10,0,,,76150,0,,,130,0
18910614,1400,,,,,28,0,,,,,,,,
18910614,1900,NW,0,,,15,0,,,76080,0,,,120,0
18910615,800,NW,0,,,10,0,,,76030,0,,,116,0
18910615,1400,,,,,7,0,,,,,,,,
18910615,1900,NW,0,,,,,,,75770,0,,,110,0
18910616,800,NO,0,,,5,0,,,75920,0,,,96,0
18910616,1400,,,,,10,0,,,,,,,,
18910616,1900,NO,0,,,5,0,,,76460,0,,,114,0
18910617,800,NW,0,,,5,0,,,76910,0,,,122,0
18910617,1400,,,,,5,0,,,,,,,,
18910617,1900,NW,0,,,,,,,77000,0,,,130,0
18910618,800,WZW,0,,,0,0,,,76920,0,,,146,0
18910618,1400,,,,,0,0,,,,,,,,
18910618,1900,WZW,0,,,,,,,76850,0,,,164,0
18910619,800,WNW,0,,,2,0,,,76840,0,,,158,0
18910619,1400,,,,,8,0,,,,,,,,
18910619,1900,W,0,,,12,0,,,76870,0,,,120,0
18910620,800,N,0,,,10,0,,,76850,0,,,114,0
18910620,1400,,,,,10,0,,,,,,,,
18910620,1900,NW,0,,,5,0,,,76810,0,,,158,0
18910621,800,NO,0,,,3,0,,,76570,0,,,150,0
18910621,1400,,,,,17,0,,,,,,,,
18910621,1900,N,0,,,10,0,,,76500,0,,,180,0
18910622,800,NO,0,,,17,0,,,76480,0,,,180,0
18910622,1400,,,,,30,0,,,,,,,,
18910622,1900,NO,0,,,30,0,,,76280,0,,,166,0
18910623,800,ONO,0,,,10,0,,,76160,0,,,156,0
18910623,1400,,,,,5,0,,,,,,,,
18910623,1900,O,0,,,2,0,,,76240,0,,,192,0
18910624,800,O,0,,,5,0,,,76450,0,,,192,0
18910624,1400,,,,,5,0,,,,,,,,
18910624,1900,O,0,,,,,,,76260,0,,,224,0
18910625,800,O,0,,,,,,,76150,0,,,200,0
18910625,1900,O,0,,,0,0,,,75880,0,,,224,0
18910626,800,OZO,0,,,,,,,75820,0,,,218,0
18910626,1900,Z,0,,,,,,,75980,0,,,184,0
18910627,800,W,0,,,5,0,,,75960,0,,,186,0
18910627,1400,,,,,5,0,,,,,,,,
18910627,1900,ZW,0,,,3,0,,,76040,0,,,180,0
18910628,800,WZW,0,,,2,0,,,76180,0,,,174,0
18910628,1400,,,,,15,0,,,,,,,,
18910628,1900,WNW,0,,,,,,,76200,0,,,190,0
18910629,800,ZO,0,,,5,0,,,76000,0,,,206,0
18910629,1400,,,,,2,0,,,,,,,,
18910629,1900,ZW,0,,,,,,,75840,0,,,212,0
18910630,800,WNW,0,,,3,0,,,75900,0,,,208,0
18910630,1400,,,,,5,0,,,,,,,,
18910630,1900,W,0,,,2,0,,,76070,0,,,194,0
18910701,800,ZZO,0,,,,,,,75980,0,,,202,0
18910701,1400,,,,,5,0,,,,,,,,
18910701,1900,ZZO,0,,,7,0,,,75800,0,,,202,0
18910702,800,ZW,0,,,15,0,,,75820,0,,,174,0
18910702,1400,,,,,15,0,,,,,,,,
18910702,1900,ZW,0,,,,,,,76070,0,,,172,0
18910703,800,ZW,0,,,3,0,,,75980,0,,,168,0
18910703,1400,,,,,8,0,,,,,,,,
18910703,1900,ZW,0,,,,,,,76000,0,,,170,0
18910704,800,Z,0,,,,,,,76100,0,,,168,0
18910704,1400,,,,,0,0,,,,,,,,
18910704,1900,ZO,0,,,,,,,76260,0,,,156,0
18910705,800,ZW,0,,,,,,,76340,0,,,162,0
18910705,1400,,,,,5,0,,,,,,,,
18910705,1900,Z,0,,,,,,,76180,0,,,170,0
18910706,800,ZO,0,,,10,0,,,75970,0,,,162,0
18910706,1400,,,,,5,0,,,,,,,,
18910706,1900,ZW,0,,,10,0,,,75600,0,,,188,0
18910707,800,WZW,0,,,5,0,,,75350,0,,,164,0
18910707,1400,,,,,18,0,,,,,,,,
18910707,1900,W,0,,,17,0,,,75480,0,,,164,0
18910708,800,ZZW,0,,,8,0,,,75300,0,,,140,0
18910708,1400,,,,,5,0,,,,,,,,
18910708,1900,W,0,,,23,0,,,75300,0,,,156,0
18910709,800,WNW,0,,,,,,,75590,0,,,154,0
18910709,1400,,,,,13,0,,,,,,,,
18910709,1900,W,0,,,15,0,,,75900,0,,,152,0
18910710,800,WNW,0,,,13,0,,,76060,0,,,138,0
18910710,1400,,,,,15,0,,,,,,,,
18910710,1900,N,0,,,8,0,,,76160,0,,,158,0
18910711,800,WNW,0,,,,,,,75950,0,,,150,0
18910711,1900,WNW,0,,,10,0,,,75980,0,,,140,0
18910712,800,WNW,0,,,2,0,,,76300,0,,,150,0
18910712,1400,,,,,5,0,,,,,,,,
18910712,1900,NNW,0,,,0,0,,,76480,0,,,150,0
18910713,800,NO,0,,,,,,,76750,0,,,160,0
18910713,1400,,,,,5,0,,,,,,,,
18910713,1900,NO,0,,,5,0,,,76840,0,,,152,0
18910714,800,N,0,,,5,0,,,76800,0,,,156,0
18910714,1400,,,,,13,0,,,,,,,,
18910714,1900,NNO,0,,,7,0,,,76470,0,,,162,0
18910715,800,NO,0,,,12,0,,,75710,0,,,162,0
18910715,1400,,,,,5,0,,,,,,,,
18910715,1900,NO,0,,,,,,,75650,0,,,176,0
18910716,800,W,0,,,2,0,,,75700,0,,,154,0
18910716,1400,,,,,3,0,,,,,,,,
18910716,1900,W,0,,,,,,,75820,0,,,168,0
18910717,800,ZO,0,,,,,,,76060,0,,,176,0
18910717,1400,,,,,0,0,,,,,,,,
18910717,1900,ZO,0,,,5,0,,,76210,0,,,194,0
18910718,800,Z,0,,,,,,,76380,0,,,204,0
18910718,1400,,,,,0,0,,,,,,,,
18910718,1900,NO,0,,,5,0,,,76370,0,,,214,0
18910719,800,OZO,0,,,,,,,76000,0,,,208,0
18910719,1400,,,,,15,0,,,,,,,,
18910719,1900,NW,0,,,5,0,,,76500,0,,,180,0
18910720,800,ZW,0,,,5,0,,,76560,0,,,178,0
18910720,1400,,,,,5,0,,,,,,,,
18910720,1900,NW,0,,,,,,,76560,0,,,180,0
18910721,800,Z,0,,,,,,,76560,0,,,170,0
18910721,1900,O,0,,,2,0,,,76400,0,,,200,0
18910722,800,ZO,0,,,0,0,,,76000,0,,,196,0
18910722,1900,ZO,0,,,,,,,75970,0,,,180,0
18910723,800,Z,0,,,,,,,75970,0,,,164,0
18910723,1900,ZW,0,,,,,,,76060,0,,,170,0
18910724,800,ZW,0,,,,,,,76060,0,,,168,0
18910724,1900,ZW,0,,,,,,,76150,0,,,166,0
18910725,800,WNW,0,,,,,,,76140,0,,,170,0
18910725,1400,,,,,15,0,,,,,,,,
18910725,1900,NW,0,,,8,0,,,76310,0,,,154,0
18910726,800,W,0,,,5,0,,,76400,0,,,168,0
18910726,1400,,,,,5,0,,,,,,,,
18910726,1900,W,0,,,3,0,,,75980,0,,,188,0
18910727,800,Z,0,,,,,,,75700,0,,,158,0
18910727,1400,,,,,0,0,,,,,,,,
18910727,1900,ZW,0,,,2,0,,,74950,0,,,156,0
18910728,800,W,0,,,10,0,,,75460,0,,,140,0
18910728,1400,,,,,12,0,,,,,,,,
18910728,1900,WZW,0,,,3,0,,,75560,0,,,140,0
18910729,800,ZW,0,,,8,0,,,75470,0,,,140,0
18910729,1400,,,,,10,0,,,,,,,,
18910729,1900,ZW,0,,,7,0,,,75340,0,,,134,0
18910730,800,Z,0,,,0,0,,,75120,0,,,150,0
18910730,1400,,,,,5,0,,,,,,,,
18910730,1900,ZW,0,,,,,,,75350,0,,,140,0
18910731,800,Z,0,,,,,,,75700,0,,,138,0
18910731,1400,,,,,5,0,,,,,,,,
18910731,1900,ZW,0,,,2,0,,,75820,0,,,146,0
18910801,800,ZW,0,,,,,,,75900,0,,,138,0
18910801,1900,WZW,0,,,,,,,75910,0,,,148,0
18910802,800,WZW,0,,,5,0,,,75950,0,,,150,0
18910802,1900,WZW,0,,,,,,,75840,0,,,148,0
18910803,800,ZW,0,,,,,,,75500,0,,,148,0
18910803,1400,,,,,13,0,,,,,,,,
18910803,1900,ZW,0,,,0,0,,,75280,0,,,140,0
18910804,800,ZW,0,,,5,0,,,75400,0,,,136,0
18910804,1400,,,,,5,0,,,,,,,,
18910804,1900,Z,0,,,,,,,75550,0,,,136,0
18910805,800,ZW,0,,,3,0,,,75630,0,,,130,0
18910805,1400,,,,,10,0,,,,,,,,
18910805,1900,ZW,0,,,7,0,,,75590,0,,,140,0
18910806,800,NW,0,,,15,0,,,75700,0,,,130,0
18910806,1400,,,,,22,0,,,,,,,,
18910806,1900,NNW,0,,,8,0,,,75980,0,,,130,0
18910807,800,W,0,,,8,0,,,76020,0,,,134,0
18910807,1400,,,,,20,0,,,,,,,,
18910807,1900,NW,0,,,13,0,,,76000,0,,,124,0
18910808,800,WZW,0,,,5,0,,,76120,0,,,140,0
18910808,1400,,,,,8,0,,,,,,,,
18910808,1900,W,0,,,7,0,,,76220,0,,,152,0
18910809,800,ZW,0,,,8,0,,,76050,0,,,152,0
18910809,1400,,,,,10,0,,,,,,,,
18910809,1900,WZW,0,,,0,0,,,75920,0,,,154,0
18910810,800,ZW,0,,,5,0,,,75600,0,,,154,0
18910810,1400,,,,,20,0,,,,,,,,
18910810,1900,NW,0,,,5,0,,,75700,0,,,148,0
18910811,800,NW,0,,,7,0,,,76020,0,,,136,0
18910811,1400,,,,,10,0,,,,,,,,
18910811,1900,ZW,0,,,,,,,76180,0,,,158,0
18910812,800,ZW,0,,,8,0,,,75950,0,,,138,0
18910812,1400,,,,,10,0,,,,,,,,
